LD50,Mortality
6.288521517,0.5
17.65867658,0.5
102.18481,0.5
8.223451214,0.5
172.9123539,0.5
13.97449226,0.5
77.56331823,0.5
8.428671031,0.5
6.371586681,0.5
2.164580444,0.5
14.50220036,0.5
