"","Simulation","PosteriorProbs","Model"
"1553","exp_n253.posterior_probs",0.125648517235847,"logistic"
"1554","exp_n253.posterior_probs",0.00339864081893321,"multistage"
"1555","exp_n253.posterior_probs",0.193555496341351,"probit"
"1556","exp_n253.posterior_probs",0.059637151998826,"qlinear"
"1557","exp_n253.posterior_probs",0.0780309517183064,"weibull"
"1558","exp_n254.posterior_probs",0.0770355357276776,"gamma"
"1559","exp_n254.posterior_probs",0.0871551927583422,"hill"
"1560","exp_n254.posterior_probs",0.15896801583909,"log-logistic"
"1561","exp_n254.posterior_probs",0.160942454835541,"log-probit"
"1562","exp_n254.posterior_probs",0.0789316171897258,"logistic"
"1563","exp_n254.posterior_probs",0.0096543518324263,"multistage"
"1564","exp_n254.posterior_probs",0.200251149784005,"probit"
"1565","exp_n254.posterior_probs",0.155097469410976,"qlinear"
"1566","exp_n254.posterior_probs",0.0719642126222167,"weibull"
"1567","exp_n255.posterior_probs",0.0657586145495851,"gamma"
"1568","exp_n255.posterior_probs",0.0740378713650619,"hill"
"1569","exp_n255.posterior_probs",0.249374979501188,"log-logistic"
"1570","exp_n255.posterior_probs",0.150000035945929,"log-probit"
"1571","exp_n255.posterior_probs",0.0856513518426792,"logistic"
"1572","exp_n255.posterior_probs",0.00230774616558683,"multistage"
"1573","exp_n255.posterior_probs",0.212287005804853,"probit"
"1574","exp_n255.posterior_probs",0.0823000435372159,"qlinear"
"1575","exp_n255.posterior_probs",0.0782823512879012,"weibull"
"1576","exp_n256.posterior_probs",0.0490000482265304,"gamma"
"1577","exp_n256.posterior_probs",0.0190057863010407,"hill"
"1578","exp_n256.posterior_probs",0.0899083742758854,"log-logistic"
"1579","exp_n256.posterior_probs",0.242716897871632,"log-probit"
"1580","exp_n256.posterior_probs",0.334874233311074,"logistic"
"1581","exp_n256.posterior_probs",0.000559212399619889,"multistage"
"1582","exp_n256.posterior_probs",0.0513643179401826,"probit"
"1583","exp_n256.posterior_probs",0.000311282716108331,"qlinear"
"1584","exp_n256.posterior_probs",0.212259846957927,"weibull"
"1585","exp_n257.posterior_probs",0.0687980264698672,"gamma"
"1586","exp_n257.posterior_probs",0.0829468154674881,"hill"
"1587","exp_n257.posterior_probs",0.154213022503041,"log-logistic"
"1588","exp_n257.posterior_probs",0.161230142233046,"log-probit"
"1589","exp_n257.posterior_probs",0.0783126064376451,"logistic"
"1590","exp_n257.posterior_probs",0.0157097900492773,"multistage"
"1591","exp_n257.posterior_probs",0.201585834806702,"probit"
"1592","exp_n257.posterior_probs",0.164313281605074,"qlinear"
"1593","exp_n257.posterior_probs",0.0728904804278582,"weibull"
"1594","exp_n258.posterior_probs",0.292878092854178,"gamma"
"1595","exp_n258.posterior_probs",0.0594983566587872,"hill"
"1596","exp_n258.posterior_probs",0.143912855066923,"log-logistic"
"1597","exp_n258.posterior_probs",0.106605694002706,"log-probit"
"1598","exp_n258.posterior_probs",0.047291335828814,"logistic"
"1599","exp_n258.posterior_probs",0.00551504819021844,"multistage"
"1600","exp_n258.posterior_probs",0.176912713458325,"probit"
"1601","exp_n258.posterior_probs",0.111731131396442,"qlinear"
"1602","exp_n258.posterior_probs",0.055654772543606,"weibull"
"1603","exp_n259.posterior_probs",0.0572031337726747,"gamma"
"1604","exp_n259.posterior_probs",0.0832648624315546,"hill"
"1605","exp_n259.posterior_probs",0.166025225344222,"log-logistic"
"1606","exp_n259.posterior_probs",0.137800407045906,"log-probit"
"1607","exp_n259.posterior_probs",0.056301756631118,"logistic"
"1608","exp_n259.posterior_probs",0.0140158058034914,"multistage"
"1609","exp_n259.posterior_probs",0.223327624018289,"probit"
"1610","exp_n259.posterior_probs",0.18832612916103,"qlinear"
"1611","exp_n259.posterior_probs",0.0737350557917146,"weibull"
"1612","exp_n26.posterior_probs",0.071791918344336,"gamma"
"1613","exp_n26.posterior_probs",0.0525541598792614,"hill"
"1614","exp_n26.posterior_probs",0.184555231513952,"log-logistic"
"1615","exp_n26.posterior_probs",0.220006965645417,"log-probit"
"1616","exp_n26.posterior_probs",0.214272049584943,"logistic"
"1617","exp_n26.posterior_probs",0.00221631203119009,"multistage"
"1618","exp_n26.posterior_probs",0.145961072039907,"probit"
"1619","exp_n26.posterior_probs",0.0138688164730144,"qlinear"
"1620","exp_n26.posterior_probs",0.0947734744879783,"weibull"
"1621","exp_n260.posterior_probs",0.0583698197373951,"gamma"
"1622","exp_n260.posterior_probs",0.0549517223075196,"hill"
"1623","exp_n260.posterior_probs",0.231653958079992,"log-logistic"
"1624","exp_n260.posterior_probs",0.192997505136874,"log-probit"
"1625","exp_n260.posterior_probs",0.132798207324791,"logistic"
"1626","exp_n260.posterior_probs",0.0037201277539456,"multistage"
"1627","exp_n260.posterior_probs",0.213810062462468,"probit"
"1628","exp_n260.posterior_probs",0.0177102233881381,"qlinear"
"1629","exp_n260.posterior_probs",0.0939883738088766,"weibull"
"1630","exp_n261.posterior_probs",0.0714711456634134,"gamma"
"1631","exp_n261.posterior_probs",0.0708104995114994,"hill"
"1632","exp_n261.posterior_probs",0.259998980945378,"log-logistic"
"1633","exp_n261.posterior_probs",0.215693976149602,"log-probit"
"1634","exp_n261.posterior_probs",0,"logistic"
"1635","exp_n261.posterior_probs",0.00670765522715402,"multistage"
"1636","exp_n261.posterior_probs",0.239269494649312,"probit"
"1637","exp_n261.posterior_probs",0.0360069637573936,"qlinear"
"1638","exp_n261.posterior_probs",0.100041284096248,"weibull"
"1639","exp_n262.posterior_probs",0.110041572818807,"gamma"
"1640","exp_n262.posterior_probs",0.0770880601578547,"hill"
"1641","exp_n262.posterior_probs",0.108004428520477,"log-logistic"
"1642","exp_n262.posterior_probs",0.134486505755835,"log-probit"
"1643","exp_n262.posterior_probs",0.0445895699132075,"logistic"
"1644","exp_n262.posterior_probs",0.011471644265595,"multistage"
"1645","exp_n262.posterior_probs",0.148799415896264,"probit"
"1646","exp_n262.posterior_probs",0.296534137624065,"qlinear"
"1647","exp_n262.posterior_probs",0.0689846650478944,"weibull"
"1648","exp_n263.posterior_probs",0.0566760626237338,"gamma"
"1649","exp_n263.posterior_probs",0.0227405102076801,"hill"
"1650","exp_n263.posterior_probs",0.0853214326953385,"log-logistic"
"1651","exp_n263.posterior_probs",0.255006172009426,"log-probit"
"1652","exp_n263.posterior_probs",0.34513700405101,"logistic"
"1653","exp_n263.posterior_probs",0.000480413448910945,"multistage"
"1654","exp_n263.posterior_probs",0.0496669026931597,"probit"
"1655","exp_n263.posterior_probs",0.000677565236307221,"qlinear"
"1656","exp_n263.posterior_probs",0.184293937034433,"weibull"
"1657","exp_n264.posterior_probs",0.0722637436705492,"gamma"
"1658","exp_n264.posterior_probs",0.0457541329156391,"hill"
"1659","exp_n264.posterior_probs",0.112140759457354,"log-logistic"
"1660","exp_n264.posterior_probs",0.262515212820887,"log-probit"
"1661","exp_n264.posterior_probs",0.305582472801261,"logistic"
"1662","exp_n264.posterior_probs",0.000753722485173797,"multistage"
"1663","exp_n264.posterior_probs",0.0718729879303179,"probit"
"1664","exp_n264.posterior_probs",0.00538776723772566,"qlinear"
"1665","exp_n264.posterior_probs",0.123729200681093,"weibull"
"1666","exp_n265.posterior_probs",0.0798279993722094,"gamma"
"1667","exp_n265.posterior_probs",0.0423721840159563,"hill"
"1668","exp_n265.posterior_probs",0.114277741482066,"log-logistic"
"1669","exp_n265.posterior_probs",0.255284035588497,"log-probit"
"1670","exp_n265.posterior_probs",0.318555608469892,"logistic"
"1671","exp_n265.posterior_probs",0.000756886108857022,"multistage"
"1672","exp_n265.posterior_probs",0.0765404589694568,"probit"
"1673","exp_n265.posterior_probs",0.00515644050158875,"qlinear"
"1674","exp_n265.posterior_probs",0.107228645491477,"weibull"
"1675","exp_n266.posterior_probs",0,"gamma"
"1676","exp_n266.posterior_probs",0.0737596267378936,"hill"
"1677","exp_n266.posterior_probs",0.214679986287261,"log-logistic"
"1678","exp_n266.posterior_probs",0.129086597066812,"log-probit"
"1679","exp_n266.posterior_probs",0.043798341939912,"logistic"
"1680","exp_n266.posterior_probs",0.00536570946081193,"multistage"
"1681","exp_n266.posterior_probs",0.199296501069991,"probit"
"1682","exp_n266.posterior_probs",0.262539120447502,"qlinear"
"1683","exp_n266.posterior_probs",0.0714741169898154,"weibull"
"1684","exp_n267.posterior_probs",0.0682623515228584,"gamma"
"1685","exp_n267.posterior_probs",0.0160029833258548,"hill"
"1686","exp_n267.posterior_probs",0.0622894740675607,"log-logistic"
"1687","exp_n267.posterior_probs",0.255791595821236,"log-probit"
"1688","exp_n267.posterior_probs",0.442243888734059,"logistic"
"1689","exp_n267.posterior_probs",0.000190354074667818,"multistage"
"1690","exp_n267.posterior_probs",0.0352985416177085,"probit"
"1691","exp_n267.posterior_probs",0.000143650084262388,"qlinear"
"1692","exp_n267.posterior_probs",0.119777160751792,"weibull"
"1693","exp_n268.posterior_probs",0.065513944137955,"gamma"
"1694","exp_n268.posterior_probs",0.0219512345483394,"hill"
"1695","exp_n268.posterior_probs",0.0686673220991946,"log-logistic"
"1696","exp_n268.posterior_probs",0.221009234772359,"log-probit"
"1697","exp_n268.posterior_probs",0.481002823899664,"logistic"
"1698","exp_n268.posterior_probs",0.000265989655158994,"multistage"
"1699","exp_n268.posterior_probs",0.042196754222399,"probit"
"1700","exp_n268.posterior_probs",0.000881577363185982,"qlinear"
"1701","exp_n268.posterior_probs",0.0985111193017432,"weibull"
"1702","exp_n269.posterior_probs",0.0795368871590358,"gamma"
"1703","exp_n269.posterior_probs",0.0532538764329464,"hill"
"1704","exp_n269.posterior_probs",0.243229059448575,"log-logistic"
"1705","exp_n269.posterior_probs",0.0690619323564989,"log-probit"
"1706","exp_n269.posterior_probs",0.222338494085489,"logistic"
"1707","exp_n269.posterior_probs",0.00235523787974131,"multistage"
"1708","exp_n269.posterior_probs",0.198322183500792,"probit"
"1709","exp_n269.posterior_probs",0.00853054440658305,"qlinear"
"1710","exp_n269.posterior_probs",0.123371784730338,"weibull"
"1711","exp_n27.posterior_probs",0.0660375872551115,"gamma"
"1712","exp_n27.posterior_probs",0.0564601577743911,"hill"
"1713","exp_n27.posterior_probs",0.19517678917153,"log-logistic"
"1714","exp_n27.posterior_probs",0.217823043041979,"log-probit"
"1715","exp_n27.posterior_probs",0.193887464325816,"logistic"
"1716","exp_n27.posterior_probs",0.00250769892995793,"multistage"
"1717","exp_n27.posterior_probs",0.147012855079271,"probit"
"1718","exp_n27.posterior_probs",0.0172890048537038,"qlinear"
"1719","exp_n27.posterior_probs",0.103805399568239,"weibull"
"1720","exp_n270.posterior_probs",0.0717095723947163,"gamma"
"1721","exp_n270.posterior_probs",0.0634444655507948,"hill"
"1722","exp_n270.posterior_probs",0.225392499501193,"log-logistic"
"1723","exp_n270.posterior_probs",0.173109782730994,"log-probit"
"1724","exp_n270.posterior_probs",0.123715404632555,"logistic"
"1725","exp_n270.posterior_probs",0.00391973335257184,"multistage"
"1726","exp_n270.posterior_probs",0.221772554633375,"probit"
"1727","exp_n270.posterior_probs",0.0363178838472609,"qlinear"
"1728","exp_n270.posterior_probs",0.0806181033565384,"weibull"
"1729","exp_n271.posterior_probs",0.0518412162365213,"gamma"
"1730","exp_n271.posterior_probs",0.0689861896039598,"hill"
"1731","exp_n271.posterior_probs",0.235355516368749,"log-logistic"
"1732","exp_n271.posterior_probs",0.161755973340607,"log-probit"
"1733","exp_n271.posterior_probs",0.102299146168367,"logistic"
"1734","exp_n271.posterior_probs",0.00616229469208719,"multistage"
"1735","exp_n271.posterior_probs",0.237909472131297,"probit"
"1736","exp_n271.posterior_probs",0.0548595859345601,"qlinear"
"1737","exp_n271.posterior_probs",0.0808306055238512,"weibull"
"1738","exp_n272.posterior_probs",0.0723862662451295,"gamma"
"1739","exp_n272.posterior_probs",0.0861282432426817,"hill"
"1740","exp_n272.posterior_probs",0.197908416977185,"log-logistic"
"1741","exp_n272.posterior_probs",0.176944449916676,"log-probit"
"1742","exp_n272.posterior_probs",0,"logistic"
"1743","exp_n272.posterior_probs",0.0110921503322124,"multistage"
"1744","exp_n272.posterior_probs",0.297274207553308,"probit"
"1745","exp_n272.posterior_probs",0.0727833827294756,"qlinear"
"1746","exp_n272.posterior_probs",0.0854828830033323,"weibull"
"1747","exp_n273.posterior_probs",0,"gamma"
"1748","exp_n273.posterior_probs",0.075838927905585,"hill"
"1749","exp_n273.posterior_probs",0.237151491835198,"log-logistic"
"1750","exp_n273.posterior_probs",0.166271109791636,"log-probit"
"1751","exp_n273.posterior_probs",0.101995213892764,"logistic"
"1752","exp_n273.posterior_probs",0.00386214625083157,"multistage"
"1753","exp_n273.posterior_probs",0.276253546801046,"probit"
"1754","exp_n273.posterior_probs",0.0557549573472893,"qlinear"
"1755","exp_n273.posterior_probs",0.0828726061756506,"weibull"
"1756","exp_n274.posterior_probs",0.0597168531451767,"gamma"
"1757","exp_n274.posterior_probs",0.0578616470120535,"hill"
"1758","exp_n274.posterior_probs",0.247822244694013,"log-logistic"
"1759","exp_n274.posterior_probs",0.158142217353572,"log-probit"
"1760","exp_n274.posterior_probs",0.0978493697876525,"logistic"
"1761","exp_n274.posterior_probs",0.00459458708763336,"multistage"
"1762","exp_n274.posterior_probs",0.263112500572702,"probit"
"1763","exp_n274.posterior_probs",0.0198794858019122,"qlinear"
"1764","exp_n274.posterior_probs",0.0910210945452851,"weibull"
"1765","exp_n275.posterior_probs",0.0699309031409657,"gamma"
"1766","exp_n275.posterior_probs",0.0849005373420289,"hill"
"1767","exp_n275.posterior_probs",0.132299474101703,"log-logistic"
"1768","exp_n275.posterior_probs",0.154367986621936,"log-probit"
"1769","exp_n275.posterior_probs",0.067543227095975,"logistic"
"1770","exp_n275.posterior_probs",0.0145931434456201,"multistage"
"1771","exp_n275.posterior_probs",0.20856430639806,"probit"
"1772","exp_n275.posterior_probs",0.191584013298938,"qlinear"
"1773","exp_n275.posterior_probs",0.0762164085547729,"weibull"
"1774","exp_n276.posterior_probs",0.0958019394440729,"gamma"
"1775","exp_n276.posterior_probs",0.0777216505472354,"hill"
"1776","exp_n276.posterior_probs",0.152306652871361,"log-logistic"
"1777","exp_n276.posterior_probs",0.150316545323077,"log-probit"
"1778","exp_n276.posterior_probs",0.0674790478107036,"logistic"
"1779","exp_n276.posterior_probs",0.0106484432024512,"multistage"
"1780","exp_n276.posterior_probs",0.201773842299951,"probit"
"1781","exp_n276.posterior_probs",0.172130862788638,"qlinear"
"1782","exp_n276.posterior_probs",0.0718210157125105,"weibull"
"1783","exp_n277.posterior_probs",0.0728505094879519,"gamma"
"1784","exp_n277.posterior_probs",0.0833769468155287,"hill"
"1785","exp_n277.posterior_probs",0.154427059094613,"log-logistic"
"1786","exp_n277.posterior_probs",0.16470698644313,"log-probit"
"1787","exp_n277.posterior_probs",0.0859455145100333,"logistic"
"1788","exp_n277.posterior_probs",0.00979088303017993,"multistage"
"1789","exp_n277.posterior_probs",0.235623047184284,"probit"
"1790","exp_n277.posterior_probs",0.117437230616432,"qlinear"
"1791","exp_n277.posterior_probs",0.0758418228178476,"weibull"
"1792","exp_n278.posterior_probs",0.0779352620420088,"gamma"
"1793","exp_n278.posterior_probs",0.0843755492029962,"hill"
"1794","exp_n278.posterior_probs",0.152737998392352,"log-logistic"
"1795","exp_n278.posterior_probs",0.160727002825475,"log-probit"
"1796","exp_n278.posterior_probs",0.0796420083617663,"logistic"
"1797","exp_n278.posterior_probs",0.0101843784208149,"multistage"
"1798","exp_n278.posterior_probs",0.218963972998702,"probit"
"1799","exp_n278.posterior_probs",0.141364860392501,"qlinear"
"1800","exp_n278.posterior_probs",0.0740689673633844,"weibull"
"1801","exp_n279.posterior_probs",0.072086920413049,"gamma"
"1802","exp_n279.posterior_probs",0.0790773816198756,"hill"
"1803","exp_n279.posterior_probs",0.217889677649129,"log-logistic"
"1804","exp_n279.posterior_probs",0.176181595071368,"log-probit"
"1805","exp_n279.posterior_probs",0,"logistic"
"1806","exp_n279.posterior_probs",0.0101723277944743,"multistage"
"1807","exp_n279.posterior_probs",0.295674168933768,"probit"
"1808","exp_n279.posterior_probs",0.0610552250611732,"qlinear"
"1809","exp_n279.posterior_probs",0.0878627034571627,"weibull"
"1810","exp_n28.posterior_probs",0.0949236178208552,"gamma"
"1811","exp_n28.posterior_probs",0.0729651099390173,"hill"
"1812","exp_n28.posterior_probs",0.0467718569139645,"log-logistic"
"1813","exp_n28.posterior_probs",0.147792245415241,"log-probit"
"1814","exp_n28.posterior_probs",0.0397454255630349,"logistic"
"1815","exp_n28.posterior_probs",0.0168863832807839,"multistage"
"1816","exp_n28.posterior_probs",0.0790465227403997,"probit"
"1817","exp_n28.posterior_probs",0.431075512651217,"qlinear"
"1818","exp_n28.posterior_probs",0.0707933256754865,"weibull"
"1819","exp_n280.posterior_probs",0.0659575850852516,"gamma"
"1820","exp_n280.posterior_probs",0.0813283646731631,"hill"
"1821","exp_n280.posterior_probs",0.182121272687964,"log-logistic"
"1822","exp_n280.posterior_probs",0.163051721601642,"log-probit"
"1823","exp_n280.posterior_probs",0.0707832937246682,"logistic"
"1824","exp_n280.posterior_probs",0.0134634686218273,"multistage"
"1825","exp_n280.posterior_probs",0.232206015624568,"probit"
"1826","exp_n280.posterior_probs",0.115302897982033,"qlinear"
"1827","exp_n280.posterior_probs",0.0757853799988824,"weibull"
"1828","exp_n281.posterior_probs",0.0692167177389927,"gamma"
"1829","exp_n281.posterior_probs",0.0325289074822395,"hill"
"1830","exp_n281.posterior_probs",0.102047373975377,"log-logistic"
"1831","exp_n281.posterior_probs",0.261543636867328,"log-probit"
"1832","exp_n281.posterior_probs",0.331603188622182,"logistic"
"1833","exp_n281.posterior_probs",0.000967087016901472,"multistage"
"1834","exp_n281.posterior_probs",0.0649751413741869,"probit"
"1835","exp_n281.posterior_probs",0.00261630408324486,"qlinear"
"1836","exp_n281.posterior_probs",0.134501642839548,"weibull"
"1837","exp_n282.posterior_probs",0.0571138384283041,"gamma"
"1838","exp_n282.posterior_probs",0.0519307208366338,"hill"
"1839","exp_n282.posterior_probs",0.203927581544037,"log-logistic"
"1840","exp_n282.posterior_probs",0.197696895064415,"log-probit"
"1841","exp_n282.posterior_probs",0.211000618400288,"logistic"
"1842","exp_n282.posterior_probs",0.00301529731234505,"multistage"
"1843","exp_n282.posterior_probs",0.161976583128012,"probit"
"1844","exp_n282.posterior_probs",0.0183512927267354,"qlinear"
"1845","exp_n282.posterior_probs",0.0949871725592298,"weibull"
"1846","exp_n283.posterior_probs",0.0579275096382087,"gamma"
"1847","exp_n283.posterior_probs",0.0366346758894654,"hill"
"1848","exp_n283.posterior_probs",0.157301584587079,"log-logistic"
"1849","exp_n283.posterior_probs",0.260717744960417,"log-probit"
"1850","exp_n283.posterior_probs",0.245153854271152,"logistic"
"1851","exp_n283.posterior_probs",0.0015770894091866,"multistage"
"1852","exp_n283.posterior_probs",0.109100445504203,"probit"
"1853","exp_n283.posterior_probs",0.00517099196786208,"qlinear"
"1854","exp_n283.posterior_probs",0.126416103772428,"weibull"
"1855","exp_n284.posterior_probs",0.0668707584512881,"gamma"
"1856","exp_n284.posterior_probs",0.0262827030349438,"hill"
"1857","exp_n284.posterior_probs",0.103036709975588,"log-logistic"
"1858","exp_n284.posterior_probs",0.256718651120077,"log-probit"
"1859","exp_n284.posterior_probs",0.342472259671149,"logistic"
"1860","exp_n284.posterior_probs",0.000586995331880086,"multistage"
"1861","exp_n284.posterior_probs",0.0648157774761672,"probit"
"1862","exp_n284.posterior_probs",0.00126395878448331,"qlinear"
"1863","exp_n284.posterior_probs",0.137952186154424,"weibull"
"1864","exp_n285.posterior_probs",0.0767728638854946,"gamma"
"1865","exp_n285.posterior_probs",0.0403421327413832,"hill"
"1866","exp_n285.posterior_probs",0.170893982818515,"log-logistic"
"1867","exp_n285.posterior_probs",0.219850819647449,"log-probit"
"1868","exp_n285.posterior_probs",0.248754895375826,"logistic"
"1869","exp_n285.posterior_probs",0.00186741327679142,"multistage"
"1870","exp_n285.posterior_probs",0.144620416386233,"probit"
"1871","exp_n285.posterior_probs",0.00513073169367685,"qlinear"
"1872","exp_n285.posterior_probs",0.091766744174631,"weibull"
"1873","exp_n286.posterior_probs",0.0566712180198457,"gamma"
"1874","exp_n286.posterior_probs",0.0735726966294441,"hill"
"1875","exp_n286.posterior_probs",0.218783730334273,"log-logistic"
"1876","exp_n286.posterior_probs",0.15182552167461,"log-probit"
"1877","exp_n286.posterior_probs",0.0839850309526952,"logistic"
"1878","exp_n286.posterior_probs",0.00772654067778014,"multistage"
"1879","exp_n286.posterior_probs",0.245114940928051,"probit"
"1880","exp_n286.posterior_probs",0.085817484830425,"qlinear"
"1881","exp_n286.posterior_probs",0.0765028359528755,"weibull"
"1882","exp_n287.posterior_probs",0.0194903754076225,"gamma"
"1883","exp_n287.posterior_probs",3.79702350442968e-05,"hill"
"1884","exp_n287.posterior_probs",1.36452177538988e-07,"log-logistic"
"1885","exp_n287.posterior_probs",0.138877678897143,"log-probit"
"1886","exp_n287.posterior_probs",0.584365398146974,"logistic"
"1887","exp_n287.posterior_probs",2.94556226648375e-10,"multistage"
"1888","exp_n287.posterior_probs",3.56873840586716e-08,"probit"
"1889","exp_n287.posterior_probs",3.20024471793934e-11,"qlinear"
"1890","exp_n287.posterior_probs",0.257228404847096,"weibull"
"1891","exp_n288.posterior_probs",0.049582702742545,"gamma"
"1892","exp_n288.posterior_probs",0.0791595913632772,"hill"
"1893","exp_n288.posterior_probs",0.163908777987744,"log-logistic"
"1894","exp_n288.posterior_probs",0.137580751072468,"log-probit"
"1895","exp_n288.posterior_probs",0.0525507074215964,"logistic"
"1896","exp_n288.posterior_probs",0.012687353376275,"multistage"
"1897","exp_n288.posterior_probs",0.215305675860068,"probit"
"1898","exp_n288.posterior_probs",0.215605601388021,"qlinear"
"1899","exp_n288.posterior_probs",0.0736188387880057,"weibull"
"1900","exp_n289.posterior_probs",0.0688598911491332,"gamma"
"1901","exp_n289.posterior_probs",0.0609458142963233,"hill"
"1902","exp_n289.posterior_probs",0.21642552673131,"log-logistic"
"1903","exp_n289.posterior_probs",0.205035264177595,"log-probit"
"1904","exp_n289.posterior_probs",0.143378984778301,"logistic"
"1905","exp_n289.posterior_probs",0.00405505362974208,"multistage"
"1906","exp_n289.posterior_probs",0.189674987004496,"probit"
"1907","exp_n289.posterior_probs",0.0229536425739267,"qlinear"
"1908","exp_n289.posterior_probs",0.0886708356591726,"weibull"
"1909","exp_n29.posterior_probs",0.117591598999128,"gamma"
"1910","exp_n29.posterior_probs",0.071899597151753,"hill"
"1911","exp_n29.posterior_probs",0.227955045291719,"log-logistic"
"1912","exp_n29.posterior_probs",0.129488849260805,"log-probit"
"1913","exp_n29.posterior_probs",0.0621614715541313,"logistic"
"1914","exp_n29.posterior_probs",0.00368792102909936,"multistage"
"1915","exp_n29.posterior_probs",0.201341608767243,"probit"
"1916","exp_n29.posterior_probs",0.117424620479026,"qlinear"
"1917","exp_n29.posterior_probs",0.0684492874670958,"weibull"
"1918","exp_n290.posterior_probs",0.0598734913031361,"gamma"
"1919","exp_n290.posterior_probs",0.0352269887432739,"hill"
"1920","exp_n290.posterior_probs",0.181618477365582,"log-logistic"
"1921","exp_n290.posterior_probs",0.21833151413017,"log-probit"
"1922","exp_n290.posterior_probs",0.240715962376328,"logistic"
"1923","exp_n290.posterior_probs",0.00126399668814788,"multistage"
"1924","exp_n290.posterior_probs",0.134108975267693,"probit"
"1925","exp_n290.posterior_probs",0.00295036414978386,"qlinear"
"1926","exp_n290.posterior_probs",0.125910229975884,"weibull"
"1927","exp_n291.posterior_probs",0.011960130406006,"gamma"
"1928","exp_n291.posterior_probs",0.0756855677185179,"hill"
"1929","exp_n291.posterior_probs",0.237348913380544,"log-logistic"
"1930","exp_n291.posterior_probs",0.201031807078199,"log-probit"
"1931","exp_n291.posterior_probs",0.149506866098148,"logistic"
"1932","exp_n291.posterior_probs",0.00277715195878008,"multistage"
"1933","exp_n291.posterior_probs",0.18160250342755,"probit"
"1934","exp_n291.posterior_probs",0.0428029813329837,"qlinear"
"1935","exp_n291.posterior_probs",0.0972840785992717,"weibull"
"1936","exp_n292.posterior_probs",0.104745729253936,"gamma"
"1937","exp_n292.posterior_probs",0.0313484572183174,"hill"
"1938","exp_n292.posterior_probs",0.0732611322855957,"log-logistic"
"1939","exp_n292.posterior_probs",0.363608760809848,"log-probit"
"1940","exp_n292.posterior_probs",0.187556712448301,"logistic"
"1941","exp_n292.posterior_probs",0.000178048510705059,"multistage"
"1942","exp_n292.posterior_probs",0.0401246474561321,"probit"
"1943","exp_n292.posterior_probs",0.000599092164815729,"qlinear"
"1944","exp_n292.posterior_probs",0.198577419852349,"weibull"
"1945","exp_n293.posterior_probs",0.0578572144648473,"gamma"
"1946","exp_n293.posterior_probs",0.0737817195015501,"hill"
"1947","exp_n293.posterior_probs",0.224444459472796,"log-logistic"
"1948","exp_n293.posterior_probs",0.16546498203887,"log-probit"
"1949","exp_n293.posterior_probs",0.100284525597729,"logistic"
"1950","exp_n293.posterior_probs",0.00799228616131748,"multistage"
"1951","exp_n293.posterior_probs",0.22298633726007,"probit"
"1952","exp_n293.posterior_probs",0.0695104607117886,"qlinear"
"1953","exp_n293.posterior_probs",0.0776780147910324,"weibull"
"1954","exp_n294.posterior_probs",0.0913974733438077,"gamma"
"1955","exp_n294.posterior_probs",0.0296504346320541,"hill"
"1956","exp_n294.posterior_probs",0.0766781118432869,"log-logistic"
"1957","exp_n294.posterior_probs",0.26672353978473,"log-probit"
"1958","exp_n294.posterior_probs",0.383326646953619,"logistic"
"1959","exp_n294.posterior_probs",0.000690043664481772,"multistage"
"1960","exp_n294.posterior_probs",0.0487165790367211,"probit"
"1961","exp_n294.posterior_probs",0.00153024481646355,"qlinear"
"1962","exp_n294.posterior_probs",0.101286925924836,"weibull"
"1963","exp_n295.posterior_probs",0.0596062072029665,"gamma"
"1964","exp_n295.posterior_probs",0.00973781433513633,"hill"
"1965","exp_n295.posterior_probs",0.0342747896718927,"log-logistic"
"1966","exp_n295.posterior_probs",0.251614901036826,"log-probit"
"1967","exp_n295.posterior_probs",0.480413001072629,"logistic"
"1968","exp_n295.posterior_probs",7.77991723075626e-05,"multistage"
"1969","exp_n295.posterior_probs",0.0169162244255238,"probit"
"1970","exp_n295.posterior_probs",5.06457358190029e-05,"qlinear"
"1971","exp_n295.posterior_probs",0.147308617346899,"weibull"
"1972","exp_n296.posterior_probs",0.00556101431639732,"gamma"
"1973","exp_n296.posterior_probs",0.0709120866220912,"hill"
"1974","exp_n296.posterior_probs",0.247486532747428,"log-logistic"
"1975","exp_n296.posterior_probs",0.172777487594349,"log-probit"
"1976","exp_n296.posterior_probs",0.107568139224463,"logistic"
"1977","exp_n296.posterior_probs",0.00399108198740196,"multistage"
"1978","exp_n296.posterior_probs",0.24105641902649,"probit"
"1979","exp_n296.posterior_probs",0.0665366146116737,"qlinear"
"1980","exp_n296.posterior_probs",0.0841106238697061,"weibull"
"1981","exp_n297.posterior_probs",0.0367720932977611,"gamma"
"1982","exp_n297.posterior_probs",0.0808036776741773,"hill"
"1983","exp_n297.posterior_probs",0.229077231574075,"log-logistic"
"1984","exp_n297.posterior_probs",0.156233852360739,"log-probit"
"1985","exp_n297.posterior_probs",0.084000889548462,"logistic"
"1986","exp_n297.posterior_probs",0.00495306949172174,"multistage"
"1987","exp_n297.posterior_probs",0.223059994714759,"probit"
"1988","exp_n297.posterior_probs",0.108843328243005,"qlinear"
"1989","exp_n297.posterior_probs",0.0762558630952996,"weibull"
"1990","exp_n298.posterior_probs",0.0670471216500534,"gamma"
"1991","exp_n298.posterior_probs",0.0124286748651588,"hill"
"1992","exp_n298.posterior_probs",0.0317246323125999,"log-logistic"
