"","Simulation","PosteriorProbs","Model"
"5282","exp_n626.posterior_probs",0.16285201255299,"qlinear"
"5283","exp_n626.posterior_probs",0.0753026578888273,"weibull"
"5284","exp_n627.posterior_probs",0.0514485314817055,"gamma"
"5285","exp_n627.posterior_probs",0.0749938894126919,"hill"
"5286","exp_n627.posterior_probs",0.228557690590826,"log-logistic"
"5287","exp_n627.posterior_probs",0.15948939262761,"log-probit"
"5288","exp_n627.posterior_probs",0.0932396316172453,"logistic"
"5289","exp_n627.posterior_probs",0.00597553947690421,"multistage"
"5290","exp_n627.posterior_probs",0.236871245977555,"probit"
"5291","exp_n627.posterior_probs",0.0718117299182875,"qlinear"
"5292","exp_n627.posterior_probs",0.0776123488971742,"weibull"
"5293","exp_n628.posterior_probs",0.0914304146893973,"gamma"
"5294","exp_n628.posterior_probs",0.070072172944374,"hill"
"5295","exp_n628.posterior_probs",0.0900121253069572,"log-logistic"
"5296","exp_n628.posterior_probs",0.131006546061212,"log-probit"
"5297","exp_n628.posterior_probs",0.0342623278720626,"logistic"
"5298","exp_n628.posterior_probs",0.00809712315853578,"multistage"
"5299","exp_n628.posterior_probs",0.11686609711518,"probit"
"5300","exp_n628.posterior_probs",0.387977494709863,"qlinear"
"5301","exp_n628.posterior_probs",0.0702756981424192,"weibull"
"5302","exp_n629.posterior_probs",0.0480681810005889,"gamma"
"5303","exp_n629.posterior_probs",0.00323329916917929,"hill"
"5304","exp_n629.posterior_probs",0.00465504465998724,"log-logistic"
"5305","exp_n629.posterior_probs",0.228171300267405,"log-probit"
"5306","exp_n629.posterior_probs",0.568447966346389,"logistic"
"5307","exp_n629.posterior_probs",8.67790752051878e-06,"multistage"
"5308","exp_n629.posterior_probs",0.00188124738866534,"probit"
"5309","exp_n629.posterior_probs",4.72170320381063e-06,"qlinear"
"5310","exp_n629.posterior_probs",0.145529561557061,"weibull"
"5311","exp_n63.posterior_probs",0.0661233200204221,"gamma"
"5312","exp_n63.posterior_probs",0.0138382503302077,"hill"
"5313","exp_n63.posterior_probs",0.0518340569250094,"log-logistic"
"5314","exp_n63.posterior_probs",0.264222766111749,"log-probit"
"5315","exp_n63.posterior_probs",0.44019781517363,"logistic"
"5316","exp_n63.posterior_probs",0.000200999319484946,"multistage"
"5317","exp_n63.posterior_probs",0.0284481808298204,"probit"
"5318","exp_n63.posterior_probs",0.000165098653995149,"qlinear"
"5319","exp_n63.posterior_probs",0.134969512635682,"weibull"
"5320","exp_n630.posterior_probs",0.077721457292819,"gamma"
"5321","exp_n630.posterior_probs",0.0586987628025629,"hill"
"5322","exp_n630.posterior_probs",0.21063427969619,"log-logistic"
"5323","exp_n630.posterior_probs",0.19468288716321,"log-probit"
"5324","exp_n630.posterior_probs",0.161870276018227,"logistic"
"5325","exp_n630.posterior_probs",0.00302767112030388,"multistage"
"5326","exp_n630.posterior_probs",0.185198143825596,"probit"
"5327","exp_n630.posterior_probs",0.0210225714632875,"qlinear"
"5328","exp_n630.posterior_probs",0.0871439506178039,"weibull"
"5329","exp_n631.posterior_probs",0.0491930691371391,"gamma"
"5330","exp_n631.posterior_probs",0.0758163724006832,"hill"
"5331","exp_n631.posterior_probs",0.227146641063578,"log-logistic"
"5332","exp_n631.posterior_probs",0.12358815615012,"log-probit"
"5333","exp_n631.posterior_probs",0.0468987461321491,"logistic"
"5334","exp_n631.posterior_probs",0.00491603448436384,"multistage"
"5335","exp_n631.posterior_probs",0.210122504928303,"probit"
"5336","exp_n631.posterior_probs",0.193242194942231,"qlinear"
"5337","exp_n631.posterior_probs",0.0690762807614328,"weibull"
"5338","exp_n632.posterior_probs",0.0573956822994733,"gamma"
"5339","exp_n632.posterior_probs",0.0625526220638455,"hill"
"5340","exp_n632.posterior_probs",0.241576786178313,"log-logistic"
"5341","exp_n632.posterior_probs",0.148761052813283,"log-probit"
"5342","exp_n632.posterior_probs",0.139550726428758,"logistic"
"5343","exp_n632.posterior_probs",0.00684089107661208,"multistage"
"5344","exp_n632.posterior_probs",0.216495168484578,"probit"
"5345","exp_n632.posterior_probs",0.0345138315392049,"qlinear"
"5346","exp_n632.posterior_probs",0.0923132391159321,"weibull"
"5347","exp_n633.posterior_probs",0.0382176365394747,"gamma"
"5348","exp_n633.posterior_probs",0.0769969560746377,"hill"
"5349","exp_n633.posterior_probs",0.217278218610791,"log-logistic"
"5350","exp_n633.posterior_probs",0.1386928273172,"log-probit"
"5351","exp_n633.posterior_probs",0.0615556627484149,"logistic"
"5352","exp_n633.posterior_probs",0.00881630125595048,"multistage"
"5353","exp_n633.posterior_probs",0.232322193545437,"probit"
"5354","exp_n633.posterior_probs",0.15208422417628,"qlinear"
"5355","exp_n633.posterior_probs",0.0740359797318147,"weibull"
"5356","exp_n634.posterior_probs",0.0602139650573053,"gamma"
"5357","exp_n634.posterior_probs",0.0160830856913822,"hill"
"5358","exp_n634.posterior_probs",0.0485843563253424,"log-logistic"
"5359","exp_n634.posterior_probs",0.266636184591959,"log-probit"
"5360","exp_n634.posterior_probs",0.41480694087885,"logistic"
"5361","exp_n634.posterior_probs",0.000221908184021291,"multistage"
"5362","exp_n634.posterior_probs",0.0258830629573676,"probit"
"5363","exp_n634.posterior_probs",0.000188906603792228,"qlinear"
"5364","exp_n634.posterior_probs",0.16738158970998,"weibull"
"5365","exp_n635.posterior_probs",0.0726779079565713,"gamma"
"5366","exp_n635.posterior_probs",0.0200374012321268,"hill"
"5367","exp_n635.posterior_probs",0.0522690933958525,"log-logistic"
"5368","exp_n635.posterior_probs",0.272190062472855,"log-probit"
"5369","exp_n635.posterior_probs",0.431925888664522,"logistic"
"5370","exp_n635.posterior_probs",0.000428418330501859,"multistage"
"5371","exp_n635.posterior_probs",0.0305678500371629,"probit"
"5372","exp_n635.posterior_probs",0.000614493861347198,"qlinear"
"5373","exp_n635.posterior_probs",0.11928888404906,"weibull"
"5374","exp_n636.posterior_probs",0.0518899064886924,"gamma"
"5375","exp_n636.posterior_probs",0.0671890538874617,"hill"
"5376","exp_n636.posterior_probs",0.228728851059012,"log-logistic"
"5377","exp_n636.posterior_probs",0.151408933878276,"log-probit"
"5378","exp_n636.posterior_probs",0.137783553111694,"logistic"
"5379","exp_n636.posterior_probs",0.0086973868273742,"multistage"
"5380","exp_n636.posterior_probs",0.221464701946948,"probit"
"5381","exp_n636.posterior_probs",0.0531541307986543,"qlinear"
"5382","exp_n636.posterior_probs",0.0796834820018876,"weibull"
"5383","exp_n637.posterior_probs",0.0572671992685507,"gamma"
"5384","exp_n637.posterior_probs",0.0695447916330014,"hill"
"5385","exp_n637.posterior_probs",0.221388554647427,"log-logistic"
"5386","exp_n637.posterior_probs",0.152634467958834,"log-probit"
"5387","exp_n637.posterior_probs",0.0869813670239463,"logistic"
"5388","exp_n637.posterior_probs",0.00782883866207322,"multistage"
"5389","exp_n637.posterior_probs",0.249056117122943,"probit"
"5390","exp_n637.posterior_probs",0.0779046869050706,"qlinear"
"5391","exp_n637.posterior_probs",0.0773939767781537,"weibull"
"5392","exp_n638.posterior_probs",0.0579075619817911,"gamma"
"5393","exp_n638.posterior_probs",0.0753702785125549,"hill"
"5394","exp_n638.posterior_probs",0.208165862955993,"log-logistic"
"5395","exp_n638.posterior_probs",0.140903843736853,"log-probit"
"5396","exp_n638.posterior_probs",0.0658773936515907,"logistic"
"5397","exp_n638.posterior_probs",0.0111144115204008,"multistage"
"5398","exp_n638.posterior_probs",0.232737205415771,"probit"
"5399","exp_n638.posterior_probs",0.134538799813617,"qlinear"
"5400","exp_n638.posterior_probs",0.0733846424114286,"weibull"
"5401","exp_n639.posterior_probs",0.0719668887337488,"gamma"
"5402","exp_n639.posterior_probs",0.0395013030211195,"hill"
"5403","exp_n639.posterior_probs",0.120455879849836,"log-logistic"
"5404","exp_n639.posterior_probs",0.267492108054643,"log-probit"
"5405","exp_n639.posterior_probs",0.283210563169783,"logistic"
"5406","exp_n639.posterior_probs",0.000683822789518144,"multistage"
"5407","exp_n639.posterior_probs",0.0769108454402492,"probit"
"5408","exp_n639.posterior_probs",0.00405239436082719,"qlinear"
"5409","exp_n639.posterior_probs",0.135726194580276,"weibull"
"5410","exp_n64.posterior_probs",0.0732577311996673,"gamma"
"5411","exp_n64.posterior_probs",0.0799058546907788,"hill"
"5412","exp_n64.posterior_probs",0.236633275657541,"log-logistic"
"5413","exp_n64.posterior_probs",0.142970593409901,"log-probit"
"5414","exp_n64.posterior_probs",0.0748814339535994,"logistic"
"5415","exp_n64.posterior_probs",0.00293735040683572,"multistage"
"5416","exp_n64.posterior_probs",0.201816792438373,"probit"
"5417","exp_n64.posterior_probs",0.114585125318533,"qlinear"
"5418","exp_n64.posterior_probs",0.0730118429247709,"weibull"
"5419","exp_n640.posterior_probs",0.0652647257549614,"gamma"
"5420","exp_n640.posterior_probs",0.0703241713500069,"hill"
"5421","exp_n640.posterior_probs",0.236190084776061,"log-logistic"
"5422","exp_n640.posterior_probs",0.166666898601628,"log-probit"
"5423","exp_n640.posterior_probs",0.11089274949822,"logistic"
"5424","exp_n640.posterior_probs",0.0055136293334317,"multistage"
"5425","exp_n640.posterior_probs",0.205961847054037,"probit"
"5426","exp_n640.posterior_probs",0.0560777266072977,"qlinear"
"5427","exp_n640.posterior_probs",0.0831081670243557,"weibull"
"5428","exp_n641.posterior_probs",0.0547184928060699,"gamma"
"5429","exp_n641.posterior_probs",0.0600031577037599,"hill"
"5430","exp_n641.posterior_probs",0.252076265141483,"log-logistic"
"5431","exp_n641.posterior_probs",0.186873462417985,"log-probit"
"5432","exp_n641.posterior_probs",0.100801956436208,"logistic"
"5433","exp_n641.posterior_probs",0.00472260248138636,"multistage"
"5434","exp_n641.posterior_probs",0.211779012202898,"probit"
"5435","exp_n641.posterior_probs",0.0244247119260885,"qlinear"
"5436","exp_n641.posterior_probs",0.10460033888412,"weibull"
"5437","exp_n642.posterior_probs",0.063453656816395,"gamma"
"5438","exp_n642.posterior_probs",0.0715573566388723,"hill"
"5439","exp_n642.posterior_probs",0.233694191671628,"log-logistic"
"5440","exp_n642.posterior_probs",0.175213444614634,"log-probit"
"5441","exp_n642.posterior_probs",0.122092972174883,"logistic"
"5442","exp_n642.posterior_probs",0.00414157781408828,"multistage"
"5443","exp_n642.posterior_probs",0.200308277726094,"probit"
"5444","exp_n642.posterior_probs",0.0437043123254384,"qlinear"
"5445","exp_n642.posterior_probs",0.0858342102179675,"weibull"
"5446","exp_n643.posterior_probs",0.0594869969835331,"gamma"
"5447","exp_n643.posterior_probs",0.00838161007909042,"hill"
"5448","exp_n643.posterior_probs",0.023982891893752,"log-logistic"
"5449","exp_n643.posterior_probs",0.252086164016613,"log-probit"
"5450","exp_n643.posterior_probs",0.499428537330739,"logistic"
"5451","exp_n643.posterior_probs",4.94462871580388e-05,"multistage"
"5452","exp_n643.posterior_probs",0.0108316071756352,"probit"
"5453","exp_n643.posterior_probs",1.64478845900805e-05,"qlinear"
"5454","exp_n643.posterior_probs",0.145736298348889,"weibull"
"5455","exp_n644.posterior_probs",0.055635807335643,"gamma"
"5456","exp_n644.posterior_probs",0.0068028890662387,"hill"
"5457","exp_n644.posterior_probs",0.0112737102311059,"log-logistic"
"5458","exp_n644.posterior_probs",0.254150304486549,"log-probit"
"5459","exp_n644.posterior_probs",0.522571888060668,"logistic"
"5460","exp_n644.posterior_probs",4.27402250600502e-05,"multistage"
"5461","exp_n644.posterior_probs",0.00537552220154128,"probit"
"5462","exp_n644.posterior_probs",4.50689592281857e-05,"qlinear"
"5463","exp_n644.posterior_probs",0.144102069433966,"weibull"
"5464","exp_n645.posterior_probs",0.0639797798868695,"gamma"
"5465","exp_n645.posterior_probs",0.0429373925096223,"hill"
"5466","exp_n645.posterior_probs",0.185934648371039,"log-logistic"
"5467","exp_n645.posterior_probs",0.207277862103443,"log-probit"
"5468","exp_n645.posterior_probs",0.23655170769115,"logistic"
"5469","exp_n645.posterior_probs",0.00212288042856351,"multistage"
"5470","exp_n645.posterior_probs",0.143912116371877,"probit"
"5471","exp_n645.posterior_probs",0.00697959305718856,"qlinear"
"5472","exp_n645.posterior_probs",0.110304019580247,"weibull"
"5473","exp_n646.posterior_probs",0.0618983062336404,"gamma"
"5474","exp_n646.posterior_probs",0.0778341059502557,"hill"
"5475","exp_n646.posterior_probs",0.206214786227955,"log-logistic"
"5476","exp_n646.posterior_probs",0.149271458483494,"log-probit"
"5477","exp_n646.posterior_probs",0.0726754288671075,"logistic"
"5478","exp_n646.posterior_probs",0.00785045301353447,"multistage"
"5479","exp_n646.posterior_probs",0.219360977900803,"probit"
"5480","exp_n646.posterior_probs",0.132087270562564,"qlinear"
"5481","exp_n646.posterior_probs",0.0728072127606456,"weibull"
"5482","exp_n647.posterior_probs",0.0402714211265309,"gamma"
"5483","exp_n647.posterior_probs",0.0775442453314306,"hill"
"5484","exp_n647.posterior_probs",0.247619610202206,"log-logistic"
"5485","exp_n647.posterior_probs",0.159767293607186,"log-probit"
"5486","exp_n647.posterior_probs",0.0912299717323744,"logistic"
"5487","exp_n647.posterior_probs",0.00412108527053747,"multistage"
"5488","exp_n647.posterior_probs",0.204199697041449,"probit"
"5489","exp_n647.posterior_probs",0.0959995445269508,"qlinear"
"5490","exp_n647.posterior_probs",0.0792471311613348,"weibull"
"5491","exp_n648.posterior_probs",0.0784463041166725,"gamma"
"5492","exp_n648.posterior_probs",0.0878925612592376,"hill"
"5493","exp_n648.posterior_probs",0.128189562902321,"log-logistic"
"5494","exp_n648.posterior_probs",0.157006096472802,"log-probit"
"5495","exp_n648.posterior_probs",0.0647498822939239,"logistic"
"5496","exp_n648.posterior_probs",0.00996216985038783,"multistage"
"5497","exp_n648.posterior_probs",0.17859219498678,"probit"
"5498","exp_n648.posterior_probs",0.22259516521761,"qlinear"
"5499","exp_n648.posterior_probs",0.0725660629002658,"weibull"
"5500","exp_n649.posterior_probs",0.0631452056829307,"gamma"
"5501","exp_n649.posterior_probs",0.0377561156623011,"hill"
"5502","exp_n649.posterior_probs",0.177122611386638,"log-logistic"
"5503","exp_n649.posterior_probs",0.22553384045851,"log-probit"
"5504","exp_n649.posterior_probs",0.241793882806304,"logistic"
"5505","exp_n649.posterior_probs",0.00199912683320064,"multistage"
"5506","exp_n649.posterior_probs",0.134161181726131,"probit"
"5507","exp_n649.posterior_probs",0.0049607439300008,"qlinear"
"5508","exp_n649.posterior_probs",0.113527291513984,"weibull"
"5509","exp_n65.posterior_probs",0.0696138217880307,"gamma"
"5510","exp_n65.posterior_probs",0.0163576627650802,"hill"
"5511","exp_n65.posterior_probs",0.0483736109332786,"log-logistic"
"5512","exp_n65.posterior_probs",0.27308842528631,"log-probit"
"5513","exp_n65.posterior_probs",0.43672037306205,"logistic"
"5514","exp_n65.posterior_probs",0.000288017544960146,"multistage"
"5515","exp_n65.posterior_probs",0.0276673002306932,"probit"
"5516","exp_n65.posterior_probs",0.000489379388452727,"qlinear"
"5517","exp_n65.posterior_probs",0.127401409001144,"weibull"
"5518","exp_n650.posterior_probs",0.0692951005196509,"gamma"
"5519","exp_n650.posterior_probs",0.0281882410329109,"hill"
"5520","exp_n650.posterior_probs",0.112928767766856,"log-logistic"
"5521","exp_n650.posterior_probs",0.270283692081899,"log-probit"
"5522","exp_n650.posterior_probs",0.31790063185687,"logistic"
"5523","exp_n650.posterior_probs",0.000594037166340867,"multistage"
"5524","exp_n650.posterior_probs",0.0730292367502544,"probit"
"5525","exp_n650.posterior_probs",0.00144185334486568,"qlinear"
"5526","exp_n650.posterior_probs",0.126338439480353,"weibull"
"5527","exp_n651.posterior_probs",0.0422849051571894,"gamma"
"5528","exp_n651.posterior_probs",0.00425368551370743,"hill"
"5529","exp_n651.posterior_probs",0.0297321735014244,"log-logistic"
"5530","exp_n651.posterior_probs",0.217201656996872,"log-probit"
"5531","exp_n651.posterior_probs",0.427573830853484,"logistic"
"5532","exp_n651.posterior_probs",1.51965474788451e-05,"multistage"
"5533","exp_n651.posterior_probs",0.0109398965662864,"probit"
"5534","exp_n651.posterior_probs",1.81929157734383e-06,"qlinear"
"5535","exp_n651.posterior_probs",0.267996835571981,"weibull"
"5536","exp_n652.posterior_probs",0.107888022836172,"gamma"
"5537","exp_n652.posterior_probs",0.0694340016081685,"hill"
"5538","exp_n652.posterior_probs",0.231781677224884,"log-logistic"
"5539","exp_n652.posterior_probs",0,"log-probit"
"5540","exp_n652.posterior_probs",0.253004806562096,"logistic"
"5541","exp_n652.posterior_probs",0.00367200772391722,"multistage"
"5542","exp_n652.posterior_probs",0.212374035640351,"probit"
"5543","exp_n652.posterior_probs",0.0154779522705435,"qlinear"
"5544","exp_n652.posterior_probs",0.106367496133867,"weibull"
"5545","exp_n653.posterior_probs",0.0668716591787474,"gamma"
"5546","exp_n653.posterior_probs",0.0409995339084216,"hill"
"5547","exp_n653.posterior_probs",0.190975361347411,"log-logistic"
"5548","exp_n653.posterior_probs",0.205288618649062,"log-probit"
"5549","exp_n653.posterior_probs",0.220970399513249,"logistic"
"5550","exp_n653.posterior_probs",0.00287744117648517,"multistage"
"5551","exp_n653.posterior_probs",0.17573528178167,"probit"
"5552","exp_n653.posterior_probs",0.00415539438557008,"qlinear"
"5553","exp_n653.posterior_probs",0.0921263100593845,"weibull"
"5554","exp_n654.posterior_probs",0.0760137699747816,"gamma"
"5555","exp_n654.posterior_probs",0.0787173770240444,"hill"
"5556","exp_n654.posterior_probs",0.18627888314843,"log-logistic"
"5557","exp_n654.posterior_probs",0.136736837616237,"log-probit"
"5558","exp_n654.posterior_probs",0.0585648998970782,"logistic"
"5559","exp_n654.posterior_probs",0.00966195336343933,"multistage"
"5560","exp_n654.posterior_probs",0.215269013596833,"probit"
"5561","exp_n654.posterior_probs",0.168135254272172,"qlinear"
"5562","exp_n654.posterior_probs",0.0706220111069847,"weibull"
"5563","exp_n655.posterior_probs",0.0697897738306671,"gamma"
"5564","exp_n655.posterior_probs",0.0283503725720106,"hill"
"5565","exp_n655.posterior_probs",0.0701474683099711,"log-logistic"
"5566","exp_n655.posterior_probs",0.231313686241451,"log-probit"
"5567","exp_n655.posterior_probs",0.44626747860806,"logistic"
"5568","exp_n655.posterior_probs",0.000508964275393062,"multistage"
"5569","exp_n655.posterior_probs",0.04337339705777,"probit"
"5570","exp_n655.posterior_probs",0.0021076717870613,"qlinear"
"5571","exp_n655.posterior_probs",0.108141187317616,"weibull"
"5572","exp_n656.posterior_probs",0.0908231014777644,"gamma"
"5573","exp_n656.posterior_probs",0.0649991391896347,"hill"
"5574","exp_n656.posterior_probs",0.235859672247703,"log-logistic"
"5575","exp_n656.posterior_probs",0.282587749010977,"log-probit"
"5576","exp_n656.posterior_probs",0,"logistic"
"5577","exp_n656.posterior_probs",0.00294835395033412,"multistage"
"5578","exp_n656.posterior_probs",0.181290424974301,"probit"
"5579","exp_n656.posterior_probs",0.0149572017931203,"qlinear"
"5580","exp_n656.posterior_probs",0.126534357356165,"weibull"
"5581","exp_n657.posterior_probs",0.0701332516101066,"gamma"
"5582","exp_n657.posterior_probs",0.0765849042406928,"hill"
"5583","exp_n657.posterior_probs",0.262588424362924,"log-logistic"
"5584","exp_n657.posterior_probs",0.221712339110834,"log-probit"
"5585","exp_n657.posterior_probs",0,"logistic"
"5586","exp_n657.posterior_probs",0.00515839034545805,"multistage"
"5587","exp_n657.posterior_probs",0.228995615419326,"probit"
"5588","exp_n657.posterior_probs",0.0279628589210485,"qlinear"
"5589","exp_n657.posterior_probs",0.10686421598961,"weibull"
"5590","exp_n658.posterior_probs",0.0694071649652431,"gamma"
"5591","exp_n658.posterior_probs",0.0823383419850749,"hill"
"5592","exp_n658.posterior_probs",0.154921742661613,"log-logistic"
"5593","exp_n658.posterior_probs",0.156844418129023,"log-probit"
"5594","exp_n658.posterior_probs",0.0746217224656013,"logistic"
"5595","exp_n658.posterior_probs",0.0129550382500866,"multistage"
"5596","exp_n658.posterior_probs",0.223105902090753,"probit"
"5597","exp_n658.posterior_probs",0.150780883477586,"qlinear"
"5598","exp_n658.posterior_probs",0.0750247859750195,"weibull"
"5599","exp_n659.posterior_probs",0.0813246496097043,"gamma"
"5600","exp_n659.posterior_probs",0.0756297994276653,"hill"
"5601","exp_n659.posterior_probs",0.245003841403317,"log-logistic"
"5602","exp_n659.posterior_probs",0.194233814692792,"log-probit"
"5603","exp_n659.posterior_probs",0,"logistic"
"5604","exp_n659.posterior_probs",0.008510987684721,"multistage"
"5605","exp_n659.posterior_probs",0.252170476385845,"probit"
"5606","exp_n659.posterior_probs",0.0514703441946937,"qlinear"
"5607","exp_n659.posterior_probs",0.0916560866012613,"weibull"
"5608","exp_n66.posterior_probs",0.0662268650757618,"gamma"
"5609","exp_n66.posterior_probs",0.0494168205802351,"hill"
"5610","exp_n66.posterior_probs",0.164304894700437,"log-logistic"
"5611","exp_n66.posterior_probs",0.241201516688548,"log-probit"
"5612","exp_n66.posterior_probs",0.242470298391066,"logistic"
"5613","exp_n66.posterior_probs",0.00122695226453715,"multistage"
"5614","exp_n66.posterior_probs",0.11729509270974,"probit"
"5615","exp_n66.posterior_probs",0.0102830763923729,"qlinear"
"5616","exp_n66.posterior_probs",0.107574483197302,"weibull"
"5617","exp_n660.posterior_probs",0.0593866237177034,"gamma"
"5618","exp_n660.posterior_probs",0.0645716707831133,"hill"
"5619","exp_n660.posterior_probs",0.223056948922667,"log-logistic"
"5620","exp_n660.posterior_probs",0.193539166056684,"log-probit"
"5621","exp_n660.posterior_probs",0.153322747191005,"logistic"
"5622","exp_n660.posterior_probs",0.00256778210316339,"multistage"
"5623","exp_n660.posterior_probs",0.187599327299502,"probit"
"5624","exp_n660.posterior_probs",0.0243533369780991,"qlinear"
"5625","exp_n660.posterior_probs",0.0916023969480637,"weibull"
"5626","exp_n661.posterior_probs",0.0698898714208691,"gamma"
"5627","exp_n661.posterior_probs",0.0708358599479391,"hill"
"5628","exp_n661.posterior_probs",0.220187705619551,"log-logistic"
"5629","exp_n661.posterior_probs",0.175474944422976,"log-probit"
"5630","exp_n661.posterior_probs",0.120679855468989,"logistic"
"5631","exp_n661.posterior_probs",0.00462438694669559,"multistage"
"5632","exp_n661.posterior_probs",0.209492271404245,"probit"
"5633","exp_n661.posterior_probs",0.0494870693778005,"qlinear"
"5634","exp_n661.posterior_probs",0.0793280353909342,"weibull"
"5635","exp_n662.posterior_probs",0.0608035113431945,"gamma"
"5636","exp_n662.posterior_probs",0.053857339641977,"hill"
"5637","exp_n662.posterior_probs",0.213514674107031,"log-logistic"
"5638","exp_n662.posterior_probs",0.206144918861815,"log-probit"
"5639","exp_n662.posterior_probs",0.173516960759575,"logistic"
"5640","exp_n662.posterior_probs",0.00400516861165055,"multistage"
"5641","exp_n662.posterior_probs",0.17910752803711,"probit"
"5642","exp_n662.posterior_probs",0.0140032003214228,"qlinear"
"5643","exp_n662.posterior_probs",0.0950466983162242,"weibull"
"5644","exp_n663.posterior_probs",0.0609425463867214,"gamma"
"5645","exp_n663.posterior_probs",0.0137041667871232,"hill"
"5646","exp_n663.posterior_probs",0.0272399608235576,"log-logistic"
"5647","exp_n663.posterior_probs",0.265692113288375,"log-probit"
"5648","exp_n663.posterior_probs",0.469853648948345,"logistic"
"5649","exp_n663.posterior_probs",0.000137282340405398,"multistage"
"5650","exp_n663.posterior_probs",0.0141992215844971,"probit"
"5651","exp_n663.posterior_probs",0.000166758590662605,"qlinear"
"5652","exp_n663.posterior_probs",0.148064301250313,"weibull"
"5653","exp_n664.posterior_probs",0.0821474466956467,"gamma"
"5654","exp_n664.posterior_probs",0.0415183640867687,"hill"
"5655","exp_n664.posterior_probs",0.141430386896127,"log-logistic"
"5656","exp_n664.posterior_probs",0.132394182157752,"log-probit"
"5657","exp_n664.posterior_probs",0.366291687217695,"logistic"
"5658","exp_n664.posterior_probs",0.000878108723845399,"multistage"
"5659","exp_n664.posterior_probs",0.0936155535384047,"probit"
"5660","exp_n664.posterior_probs",0.00304316230630303,"qlinear"
"5661","exp_n664.posterior_probs",0.138681108377458,"weibull"
"5662","exp_n665.posterior_probs",0.0278727004179915,"gamma"
"5663","exp_n665.posterior_probs",0.0796039536080038,"hill"
"5664","exp_n665.posterior_probs",0.231582896717536,"log-logistic"
"5665","exp_n665.posterior_probs",0.144316536345757,"log-probit"
"5666","exp_n665.posterior_probs",0.0730342857916765,"logistic"
"5667","exp_n665.posterior_probs",0.00602676998197211,"multistage"
"5668","exp_n665.posterior_probs",0.262915686028164,"probit"
"5669","exp_n665.posterior_probs",0.0969670527241541,"qlinear"
"5670","exp_n665.posterior_probs",0.0776801183847451,"weibull"
"5671","exp_n666.posterior_probs",0.0663765993219772,"gamma"
"5672","exp_n666.posterior_probs",0.0862153948781097,"hill"
"5673","exp_n666.posterior_probs",0.107161286495278,"log-logistic"
"5674","exp_n666.posterior_probs",0.149858621920852,"log-probit"
"5675","exp_n666.posterior_probs",0.0529456620872331,"logistic"
"5676","exp_n666.posterior_probs",0.0140600020934128,"multistage"
"5677","exp_n666.posterior_probs",0.154591315815639,"probit"
"5678","exp_n666.posterior_probs",0.295782931395641,"qlinear"
"5679","exp_n666.posterior_probs",0.0730081859918576,"weibull"
"5680","exp_n667.posterior_probs",0.0553454839434592,"gamma"
"5681","exp_n667.posterior_probs",0.0383876830486454,"hill"
"5682","exp_n667.posterior_probs",0.145762829631422,"log-logistic"
"5683","exp_n667.posterior_probs",0.321896925472347,"log-probit"
"5684","exp_n667.posterior_probs",0.221024206273848,"logistic"
"5685","exp_n667.posterior_probs",0.00190768492468884,"multistage"
"5686","exp_n667.posterior_probs",0.105674855702226,"probit"
"5687","exp_n667.posterior_probs",0.00696234738255336,"qlinear"
"5688","exp_n667.posterior_probs",0.103037983620809,"weibull"
"5689","exp_n668.posterior_probs",0.0665268363020173,"gamma"
"5690","exp_n668.posterior_probs",0.0574481583850581,"hill"
"5691","exp_n668.posterior_probs",0.190563880187993,"log-logistic"
"5692","exp_n668.posterior_probs",0.221972916396575,"log-probit"
"5693","exp_n668.posterior_probs",0.199281315380608,"logistic"
"5694","exp_n668.posterior_probs",0.00242465959880347,"multistage"
"5695","exp_n668.posterior_probs",0.139195668781241,"probit"
"5696","exp_n668.posterior_probs",0.0175084894499172,"qlinear"
"5697","exp_n668.posterior_probs",0.105078075517787,"weibull"
"5698","exp_n669.posterior_probs",0.0733437167345985,"gamma"
"5699","exp_n669.posterior_probs",0.0658241317141117,"hill"
"5700","exp_n669.posterior_probs",0.190658951759417,"log-logistic"
"5701","exp_n669.posterior_probs",0.19445291202806,"log-probit"
"5702","exp_n669.posterior_probs",0.139526568467794,"logistic"
"5703","exp_n669.posterior_probs",0.00950223697983214,"multistage"
"5704","exp_n669.posterior_probs",0.208643378764145,"probit"
"5705","exp_n669.posterior_probs",0.0426215976131303,"qlinear"
"5706","exp_n669.posterior_probs",0.0754265059389109,"weibull"
"5707","exp_n67.posterior_probs",0.0650935661181472,"gamma"
"5708","exp_n67.posterior_probs",0.0278531734109646,"hill"
"5709","exp_n67.posterior_probs",0.0650627882921785,"log-logistic"
"5710","exp_n67.posterior_probs",0.271555218202679,"log-probit"
"5711","exp_n67.posterior_probs",0.376829517859797,"logistic"
"5712","exp_n67.posterior_probs",0.000435327042478646,"multistage"
"5713","exp_n67.posterior_probs",0.03755657810457,"probit"
"5714","exp_n67.posterior_probs",0.000735398102275715,"qlinear"
"5715","exp_n67.posterior_probs",0.15487843286691,"weibull"
"5716","exp_n670.posterior_probs",0.0626260165272596,"gamma"
"5717","exp_n670.posterior_probs",0.0326769246915439,"hill"
"5718","exp_n670.posterior_probs",0.148147038727639,"log-logistic"
"5719","exp_n670.posterior_probs",0.241652047756287,"log-probit"
"5720","exp_n670.posterior_probs",0.279378039462474,"logistic"
"5721","exp_n670.posterior_probs",0.00129106754579392,"multistage"
