set,Dose,N,Effect
exp_n108,0.752997465,30,3
exp_n108,0.758380228,30,23
exp_n108,0.764066657,30,14
exp_n108,0.769059618,30,17
exp_n108,0.782774005,30,25
exp_n108,0.782895213,30,30
exp_n108,0.86317705,5,0
exp_n108,0.899251239,30,3
exp_n108,0.901218984,17,0
exp_n108,0.908474104,30,3
exp_n108,0.915642118,30,1
exp_n108,0.916332095,30,14
exp_n108,0.918585699,36,0
exp_n108,0.930724227,30,13
exp_n108,0.9368198,30,21
exp_n108,0.9396167,30,25
exp_n108,0.951879452,30,20
exp_n108,0.955734084,30,30
exp_n109,0,262,18
exp_n109,0.651774933,30,2
exp_n109,0.677413109,30,2
exp_n109,0.699606805,30,21
exp_n109,0.718721653,30,29
exp_n109,0.720896495,30,6
exp_n109,0.730838084,30,1
exp_n109,0.75389185,30,11
exp_n109,0.75746705,3,3
exp_n109,0.764026997,30,5
exp_n109,0.771890521,30,5
exp_n109,0.774612269,30,15
exp_n109,0.780587405,30,2
exp_n109,0.783823375,30,18
exp_n109,0.791892034,30,14
exp_n109,0.798395164,30,30
exp_n109,0.800320196,30,27
exp_n109,0.883601294,5,0
exp_n109,0.915687757,30,2
exp_n109,0.922106342,30,4
exp_n109,0.924995255,17,0
exp_n109,0.930974372,36,0
exp_n109,0.936796402,30,3
exp_n109,0.942270292,30,13
exp_n109,0.95203128,30,12
exp_n109,0.953889922,30,18
exp_n109,0.96195606,30,23
exp_n109,0.962993689,30,26
exp_n109,0.974551075,30,29
exp_n11,0,262,18
exp_n11,0.650907739,30,5
exp_n11,0.655357882,30,1
exp_n11,0.703528555,30,22
exp_n11,0.721630764,30,27
exp_n11,0.726027074,30,6
exp_n11,0.736177808,30,1
exp_n11,0.752568851,30,10
exp_n11,0.758629258,30,5
exp_n11,0.76701897,3,3
exp_n11,0.778488109,30,8
exp_n11,0.788458761,30,20
exp_n11,0.789530931,30,12
exp_n11,0.790355456,30,4
exp_n11,0.801638944,30,19
exp_n11,0.816219374,30,24
exp_n11,0.835577492,30,30
exp_n11,0.884090708,5,0
exp_n11,0.921092915,30,2
exp_n11,0.926090875,30,1
exp_n11,0.928324304,17,1
exp_n11,0.930498342,36,0
exp_n11,0.930902604,30,4
exp_n11,0.950728382,30,15
exp_n11,0.950854795,30,14
exp_n11,0.961744094,30,28
exp_n11,0.961777964,30,13
exp_n11,0.975785829,30,25
exp_n11,0.99032749,30,28
exp_n110,0,262,16
exp_n110,0.620898869,30,2
exp_n110,0.623948011,30,0
exp_n110,0.693067543,30,23
exp_n110,0.695621942,30,5
exp_n110,0.707804913,30,0
exp_n110,0.726031022,30,26
exp_n110,0.737604467,30,2
exp_n110,0.748233899,30,14
exp_n110,0.761950705,3,3
exp_n110,0.770845361,30,12
exp_n110,0.77258682,30,6
exp_n110,0.786169805,30,15
exp_n110,0.793077555,30,13
exp_n110,0.795820179,30,22
exp_n110,0.81634074,30,25
exp_n110,0.823173482,30,30
exp_n110,0.84447943,5,0
exp_n110,0.889131838,30,1
exp_n110,0.904627829,17,1
exp_n110,0.913546751,30,0
exp_n110,0.919250221,30,2
exp_n110,0.920077315,36,0
exp_n110,0.94048501,30,18
exp_n110,0.948431032,30,18
exp_n110,0.950389099,30,16
exp_n110,0.973659707,30,25
exp_n110,0.986651728,30,17
exp_n110,0.993999698,30,29
exp_n111,0,262,25
exp_n111,0.628413743,30,2
exp_n111,0.642889509,30,2
exp_n111,0.691187605,30,21
exp_n111,0.704115749,30,10
exp_n111,0.714812744,30,2
exp_n111,0.727238179,30,29
exp_n111,0.745321114,30,4
exp_n111,0.749875225,30,7
exp_n111,0.752387533,3,3
exp_n111,0.766539817,30,13
exp_n111,0.773540973,30,7
exp_n111,0.789994149,30,22
exp_n111,0.790870166,30,18
exp_n111,0.792645934,30,14
exp_n111,0.821387184,30,26
exp_n111,0.849432627,30,30
exp_n111,0.861271292,5,0
exp_n111,0.903469704,30,1
exp_n111,0.920470943,30,0
exp_n111,0.921899049,17,0
exp_n111,0.922313193,30,0
exp_n111,0.928315688,36,1
exp_n111,0.9390515,30,21
exp_n111,0.955702339,30,21
exp_n111,0.957580307,30,15
exp_n111,0.972916978,30,29
exp_n111,0.981368609,30,23
exp_n111,1.000684963,30,30
exp_n112,0,262,25
exp_n112,0.620760399,30,2
exp_n112,0.626413065,30,3
exp_n112,0.681576865,30,17
exp_n112,0.684918809,30,4
exp_n112,0.704297409,30,1
exp_n112,0.717715523,30,29
exp_n112,0.728216359,30,9
exp_n112,0.740123098,30,4
exp_n112,0.745633437,3,3
exp_n112,0.756061055,30,11
exp_n112,0.762356781,30,4
exp_n112,0.779454523,30,17
exp_n112,0.780827304,30,22
exp_n112,0.790914086,30,10
exp_n112,0.802291834,30,21
exp_n112,0.842283113,5,0
exp_n112,0.848805463,30,30
exp_n112,0.891875176,30,1
exp_n112,0.897033196,30,1
exp_n112,0.8994325,17,2
exp_n112,0.912795768,30,1
exp_n112,0.917404674,36,2
exp_n112,0.927217151,30,16
exp_n112,0.939014723,30,17
exp_n112,0.944556933,30,16
exp_n112,0.957073631,30,25
exp_n112,0.972383318,30,20
exp_n112,0.981931201,30,28
exp_n113,0,262,27
exp_n113,0.616251984,30,2
exp_n113,0.656393542,30,1
exp_n113,0.676092632,30,8
exp_n113,0.681828743,30,18
exp_n113,0.695354041,30,1
exp_n113,0.705156363,30,29
exp_n113,0.720861298,30,3
exp_n113,0.73488992,3,3
exp_n113,0.739550146,30,4
exp_n113,0.743734133,30,2
exp_n113,0.744451401,30,6
exp_n113,0.765408341,30,21
exp_n113,0.77233793,30,13
exp_n113,0.773752602,30,19
exp_n113,0.777997014,30,30
exp_n113,0.795238523,30,25
exp_n113,0.839364577,5,0
exp_n113,0.871457311,30,2
exp_n113,0.892542903,17,1
exp_n113,0.893361887,30,1
exp_n113,0.901029019,30,4
exp_n113,0.908111023,36,5
exp_n113,0.914806173,30,10
exp_n113,0.926607948,30,17
exp_n113,0.930196228,30,21
exp_n113,0.950456102,30,24
exp_n113,0.953085377,30,22
exp_n113,0.97212334,30,28
exp_n114,0,262,22
exp_n114,0.6313894,30,5
exp_n114,0.647282815,30,2
exp_n114,0.692512729,30,20
exp_n114,0.707097276,30,6
exp_n114,0.71447328,30,30
exp_n114,0.720039476,30,1
exp_n114,0.742828999,30,2
exp_n114,0.744579741,3,3
exp_n114,0.745126259,30,5
exp_n114,0.756280729,30,5
exp_n114,0.768933773,30,6
exp_n114,0.780717428,30,12
exp_n114,0.781596892,30,18
exp_n114,0.785846559,30,19
exp_n114,0.80724525,30,24
exp_n114,0.814915644,30,30
exp_n114,0.857373077,5,0
exp_n114,0.900896613,30,3
exp_n114,0.90407098,30,1
exp_n114,0.914229714,17,1
exp_n114,0.923952355,30,2
exp_n114,0.924885292,36,1
exp_n114,0.937802596,30,10
exp_n114,0.947883991,30,9
exp_n114,0.950558411,30,17
exp_n114,0.959670539,30,22
exp_n114,0.977684165,30,23
exp_n114,0.986967276,30,29
exp_n115,0,262,21
exp_n115,0.650053473,30,2
exp_n115,0.696969175,30,21
exp_n115,0.70151379,30,4
exp_n115,0.717306601,30,9
exp_n115,0.722616776,30,28
exp_n115,0.726613871,30,3
exp_n115,0.750807986,30,9
exp_n115,0.751570225,30,5
exp_n115,0.75972579,3,3
exp_n115,0.771990947,30,11
exp_n115,0.778076122,30,3
exp_n115,0.783891971,30,20
exp_n115,0.789327988,30,12
exp_n115,0.792949355,30,16
exp_n115,0.820453927,30,27
exp_n115,0.831531918,30,30
exp_n115,0.883096702,5,0
exp_n115,0.909998637,30,1
exp_n115,0.922273572,30,3
exp_n115,0.923434425,17,0
exp_n115,0.927947396,30,2
exp_n115,0.937806818,36,1
exp_n115,0.944835915,30,10
exp_n115,0.951488259,30,20
exp_n115,0.962624794,30,19
exp_n115,0.972462294,30,21
exp_n115,0.972978629,30,29
exp_n115,0.991401438,30,30
exp_n116,0,262,18
exp_n116,0.637884087,30,0
exp_n116,0.657878722,30,2
exp_n116,0.704854092,30,17
exp_n116,0.708800894,30,9
exp_n116,0.722711682,30,1
exp_n116,0.733856817,30,30
exp_n116,0.740264594,30,2
exp_n116,0.743420414,30,7
exp_n116,0.764227181,3,3
exp_n116,0.764883421,30,5
exp_n116,0.771744192,30,8
exp_n116,0.800122614,30,18
exp_n116,0.801324895,30,14
exp_n116,0.802434726,30,25
exp_n116,0.835800705,30,25
exp_n116,0.860050219,30,30
exp_n116,0.861378232,5,0
exp_n116,0.911540581,30,1
exp_n116,0.921526977,17,2
exp_n116,0.925345349,30,1
exp_n116,0.932623356,30,2
exp_n116,0.937967198,36,0
exp_n116,0.94682816,30,18
exp_n116,0.961292581,30,21
exp_n116,0.962481775,30,13
exp_n116,0.976549635,30,27
exp_n116,0.991727668,30,19
exp_n116,1.002866478,30,29
exp_n117,0,262,33
exp_n117,0.641815156,30,2
exp_n117,0.644540485,30,6
exp_n117,0.690840857,30,21
exp_n117,0.704344277,30,27
exp_n117,0.704893941,30,3
exp_n117,0.711962096,30,2
exp_n117,0.740222686,30,4
exp_n117,0.742617138,30,9
exp_n117,0.746022096,3,3
exp_n117,0.764300582,30,10
exp_n117,0.765025425,30,10
exp_n117,0.769462218,30,23
exp_n117,0.771582813,30,18
exp_n117,0.779355622,30,13
exp_n117,0.789833101,30,30
exp_n117,0.794378658,30,26
exp_n117,0.86025748,5,0
exp_n117,0.890312188,30,2
exp_n117,0.911848446,17,0
exp_n117,0.916087789,36,0
exp_n117,0.916440487,30,2
exp_n117,0.918491981,30,1
exp_n117,0.923861227,30,13
exp_n117,0.943061384,30,16
exp_n117,0.94362298,30,27
exp_n117,0.943627266,30,16
exp_n117,0.953616414,30,24
exp_n117,0.970180669,30,29
exp_n118,0,262,22
exp_n118,0.606682629,30,3
exp_n118,0.641176153,30,2
exp_n118,0.682440687,30,8
exp_n118,0.692317341,30,3
exp_n118,0.694425433,30,19
exp_n118,0.72391308,30,29
exp_n118,0.733485409,30,6
exp_n118,0.737546761,30,7
exp_n118,0.747230254,3,3
exp_n118,0.764321113,30,2
exp_n118,0.765687141,30,9
exp_n118,0.779417105,30,16
exp_n118,0.793613959,30,10
exp_n118,0.80088804,30,20
exp_n118,0.81124746,30,24
exp_n118,0.825499825,5,0
exp_n118,0.874174364,30,30
exp_n118,0.883478859,30,1
exp_n118,0.89403929,17,1
exp_n118,0.900857644,30,5
exp_n118,0.920221725,36,0
exp_n118,0.920338849,30,3
exp_n118,0.937770801,30,16
exp_n118,0.95483822,30,23
exp_n118,0.955293638,30,14
exp_n118,0.979259396,30,27
exp_n118,0.998557204,30,24
exp_n118,1.004172169,30,29
exp_n119,0,262,28
exp_n119,0.640894683,30,1
exp_n119,0.705316594,30,16
exp_n119,0.70556638,30,2
exp_n119,0.715635173,30,7
exp_n119,0.729954139,30,0
exp_n119,0.737719562,30,28
exp_n119,0.758666618,30,12
exp_n119,0.76421217,30,3
exp_n119,0.768681465,30,4
exp_n119,0.775988791,3,3
exp_n119,0.795321455,30,5
exp_n119,0.800253211,30,12
exp_n119,0.804449141,30,20
exp_n119,0.815032675,30,14
exp_n119,0.8249347,30,21
exp_n119,0.842108815,30,30
exp_n119,0.866674691,5,0
exp_n119,0.920686798,30,4
exp_n119,0.922750389,17,2
exp_n119,0.929857331,30,2
exp_n119,0.938033006,36,0
exp_n119,0.944614315,30,3
exp_n119,0.961582367,30,16
exp_n119,0.97461378,30,12
exp_n119,0.977187998,30,16
exp_n119,0.998271977,30,28
exp_n119,1.002277357,30,25
exp_n119,1.026125176,30,28
exp_n12,0,262,21
exp_n12,0.649375132,30,3
exp_n12,0.668624473,30,4
exp_n12,0.694279378,30,18
exp_n12,0.725266722,30,7
exp_n12,0.727139805,30,27
exp_n12,0.735249848,30,0
exp_n12,0.748832854,30,3
exp_n12,0.749262566,30,9
exp_n12,0.755629562,3,3
exp_n12,0.772393803,30,4
exp_n12,0.776525565,30,14
exp_n12,0.778767679,30,16
exp_n12,0.781141149,30,24
exp_n12,0.789824394,30,14
exp_n12,0.806341758,30,24
exp_n12,0.815816153,30,30
exp_n12,0.87820598,5,0
exp_n12,0.922364746,30,2
exp_n12,0.926427632,17,0
exp_n12,0.929735156,30,2
exp_n12,0.938826354,30,1
exp_n12,0.941087172,30,7
exp_n12,0.941400459,36,1
exp_n12,0.94969973,30,13
exp_n12,0.96142172,30,18
exp_n12,0.966949617,30,26
exp_n12,0.971167468,30,26
exp_n12,0.98294821,30,27
exp_n120,0,262,26
exp_n120,0.621566294,30,1
exp_n120,0.643952509,30,3
exp_n120,0.689539333,30,23
exp_n120,0.702016309,30,5
exp_n120,0.708061529,30,0
exp_n120,0.722992617,30,26
exp_n120,0.739576071,30,10
exp_n120,0.750459573,30,2
exp_n120,0.758149727,30,12
exp_n120,0.759892662,3,3
exp_n120,0.766525887,30,9
exp_n120,0.798361816,30,11
exp_n120,0.798412526,30,17
exp_n120,0.799464351,30,22
exp_n120,0.83110141,30,28
exp_n120,0.849925055,5,0
exp_n120,0.859665688,30,30
exp_n120,0.896160402,30,3
exp_n120,0.912846221,17,2
exp_n120,0.916002153,30,4
exp_n120,0.920016756,30,1
exp_n120,0.924575841,36,3
exp_n120,0.943917782,30,19
exp_n120,0.950888358,30,17
exp_n120,0.961797156,30,14
exp_n120,0.976320199,30,28
exp_n120,0.99064982,30,24
exp_n120,1.010615204,30,29
exp_n121,0,262,24
exp_n121,0.629878301,30,3
exp_n121,0.644229922,30,1
exp_n121,0.704683679,30,6
exp_n121,0.710494375,30,19
exp_n121,0.720213249,30,0
exp_n121,0.736605821,30,30
exp_n121,0.750930046,30,3
exp_n121,0.753355984,30,9
exp_n121,0.772003666,30,6
exp_n121,0.774219064,3,3
exp_n121,0.786978669,30,5
exp_n121,0.809370727,30,14
exp_n121,0.811208083,30,19
exp_n121,0.811488074,30,14
exp_n121,0.818394722,30,30
exp_n121,0.831699391,30,28
exp_n121,0.851417058,5,0
exp_n121,0.906307471,30,4
exp_n121,0.920686298,17,2
exp_n121,0.928870642,30,1
exp_n121,0.931852032,30,0
exp_n121,0.938228931,36,1
exp_n121,0.953088162,30,8
exp_n121,0.966493418,30,15
exp_n121,0.972312558,30,17
exp_n121,0.988257983,30,28
exp_n121,1.009173917,30,24
exp_n121,1.015443865,30,28
exp_n122,0,262,31
exp_n122,0.640652764,30,3
exp_n122,0.682691174,30,5
exp_n122,0.689185764,30,22
exp_n122,0.710853497,30,29
exp_n122,0.715687507,30,6
exp_n122,0.731517946,30,2
exp_n122,0.745886472,30,4
exp_n122,0.755895787,3,3
exp_n122,0.756208521,30,10
exp_n122,0.764891616,30,2
exp_n122,0.770387752,30,6
exp_n122,0.774605433,30,17
exp_n122,0.7841739,30,18
exp_n122,0.785151287,30,11
exp_n122,0.794079994,30,27
exp_n122,0.797011243,30,30
exp_n122,0.866619286,5,0
exp_n122,0.911215895,30,2
exp_n122,0.919102475,30,2
exp_n122,0.919515611,17,1
exp_n122,0.926536478,36,0
exp_n122,0.934361715,30,2
exp_n122,0.941187524,30,15
exp_n122,0.946780011,30,14
exp_n122,0.959769534,30,15
exp_n122,0.965137321,30,26
exp_n122,0.974369913,30,21
exp_n122,0.982781202,30,29
exp_n123,0,262,21
exp_n123,0.639821665,30,1
exp_n123,0.667462545,30,4
exp_n123,0.686165074,30,19
exp_n123,0.70452642,30,27
exp_n123,0.709371374,30,5
exp_n123,0.723723691,30,0
exp_n123,0.748511838,30,11
exp_n123,0.753327062,3,3
exp_n123,0.754751512,30,1
exp_n123,0.758298343,30,2
exp_n123,0.76513535,30,10
exp_n123,0.769413491,30,22
exp_n123,0.772611007,30,15
exp_n123,0.775415332,30,21
exp_n123,0.780137006,30,30
exp_n123,0.794423911,30,26
exp_n123,0.872931961,5,0
exp_n123,0.907134975,30,2
exp_n123,0.909471005,30,1
exp_n123,0.909994422,17,0
exp_n123,0.923248201,36,2
exp_n123,0.926892257,30,4
exp_n123,0.931490144,30,11
exp_n123,0.947837414,30,19
exp_n123,0.950589579,30,15
exp_n123,0.957357532,30,27
exp_n123,0.968607887,30,29
exp_n123,0.969418135,30,18
exp_n124,0,262,21
exp_n124,0.659990218,30,2
exp_n124,0.670598167,30,3
exp_n124,0.70800061,30,18
exp_n124,0.73226974,30,28
exp_n124,0.743352366,30,6
exp_n124,0.746622873,30,1
exp_n124,0.764961676,30,8
exp_n124,0.771496778,30,5
exp_n124,0.774521859,3,3
exp_n124,0.789610594,30,21
exp_n124,0.792120725,30,4
exp_n124,0.793274229,30,7
exp_n124,0.806960769,30,21
exp_n124,0.814306517,30,13
exp_n124,0.820363862,30,26
exp_n124,0.843659614,30,30
exp_n124,0.903059316,5,0
exp_n124,0.935781779,17,1
exp_n124,0.937254638,30,1
exp_n124,0.943358468,30,3
exp_n124,0.954558022,36,0
exp_n124,0.955145707,30,1
exp_n124,0.960969591,30,16
exp_n124,0.968962174,30,10
exp_n124,0.979921433,30,14
exp_n124,0.981204601,30,27
exp_n124,0.992219931,30,23
exp_n124,0.99775086,30,29
exp_n125,0,262,27
exp_n125,0.646997293,30,2
exp_n125,0.648952451,30,2
exp_n125,0.705765171,30,19
exp_n125,0.727544022,30,29
exp_n125,0.730108333,30,1
exp_n125,0.732090713,30,8
exp_n125,0.755822692,30,7
exp_n125,0.76256771,30,2
