"Dataset Index","Dose","N","Effect"
"exp_n64",0.944912858666265,30,13
"exp_n64",0.95456243083885,2,1
"exp_n64",0.980168517760656,30,18
"exp_n64",0.981018151482523,30,27
"exp_n64",0.991801619370879,30,18
"exp_n64",1.00132659977075,30,9
"exp_n64",1.00533113359248,30,14
"exp_n64",1.01851011316304,30,29
"exp_n64",1.04606264462819,4,3
"exp_n640",0,30,0
"exp_n640",0.682334431824718,30,24
"exp_n640",0.682962233627073,2,0
"exp_n640",0.704309879683801,30,5
"exp_n640",0.711658742216894,30,22
"exp_n640",0.721440412281414,3,0
"exp_n640",0.730187573786707,71,0
"exp_n640",0.734403826791877,30,3
"exp_n640",0.734676529681228,30,11
"exp_n640",0.7358257334997,2,0
"exp_n640",0.745699468730754,3,3
"exp_n640",0.761602298576721,30,11
"exp_n640",0.783332558781974,30,21
"exp_n640",0.787107266879467,30,24
"exp_n640",0.803926891625343,30,30
"exp_n640",0.803976248923911,4,0
"exp_n640",0.809361112321246,4,0
"exp_n640",0.821051008695976,30,1
"exp_n640",0.825745117251041,1,0
"exp_n640",0.826790277544114,30,6
"exp_n640",0.856447279901015,30,1
"exp_n640",0.864395738148708,5,0
"exp_n640",0.869004152869501,30,2
"exp_n640",0.880479524534646,30,28
"exp_n640",0.897296231783163,30,1
"exp_n640",0.905627834853086,17,0
"exp_n640",0.906205671746178,30,1
"exp_n640",0.906534093137152,73,0
"exp_n640",0.916491628946303,30,1
"exp_n640",0.923326650621789,36,1
"exp_n640",0.924339509835524,30,19
"exp_n640",0.934584802515993,2,2
"exp_n640",0.958185090005582,30,25
"exp_n640",0.959525945032306,30,22
"exp_n640",0.961996040396273,30,14
"exp_n640",0.96751663542792,30,14
"exp_n640",0.975268144091935,30,17
"exp_n640",0.98997282608469,30,28
"exp_n640",1.027203063486,4,2
"exp_n641",0,30,0
"exp_n641",0.689222646208462,30,21
"exp_n641",0.692037258716417,2,0
"exp_n641",0.710627666376219,30,6
"exp_n641",0.715584392179084,30,23
"exp_n641",0.735793705522528,3,0
"exp_n641",0.742190618393397,30,11
"exp_n641",0.743451851937673,71,0
"exp_n641",0.744471210735786,2,0
"exp_n641",0.755335020593684,3,3
"exp_n641",0.756425044358568,30,11
"exp_n641",0.756993323396453,30,5
"exp_n641",0.790509521128209,30,18
"exp_n641",0.806756183120983,4,0
"exp_n641",0.815989575893544,30,22
"exp_n641",0.816103636242256,4,0
"exp_n641",0.832247125344541,30,3
"exp_n641",0.834058505087681,30,5
"exp_n641",0.840226179213282,30,30
"exp_n641",0.84225669764424,1,0
"exp_n641",0.856861496385452,5,0
"exp_n641",0.866833583672497,30,4
"exp_n641",0.885678900917141,30,1
"exp_n641",0.888311610617856,30,29
"exp_n641",0.903260921175677,30,1
"exp_n641",0.911270745282961,73,0
"exp_n641",0.912302117068019,30,1
"exp_n641",0.92091839679329,30,2
"exp_n641",0.921174821863743,17,0
"exp_n641",0.931563675621211,36,3
"exp_n641",0.939555332874159,2,2
"exp_n641",0.94223965578988,30,13
"exp_n641",0.964563220132569,30,28
"exp_n641",0.974840287338841,30,21
"exp_n641",0.980419034117638,30,14
"exp_n641",0.982313751385476,30,11
"exp_n641",0.992441959902142,30,20
"exp_n641",1.02346024657622,30,28
"exp_n641",1.04277031316469,4,2
"exp_n642",0,30,0
"exp_n642",0.714960673834427,30,1
"exp_n642",0.716901591374617,30,23
"exp_n642",0.717654506657612,2,0
"exp_n642",0.747090393874891,30,20
"exp_n642",0.768505576929091,3,0
"exp_n642",0.771567118460395,2,0
"exp_n642",0.773585506205,71,0
"exp_n642",0.77363772672051,30,4
"exp_n642",0.773759110199765,30,8
"exp_n642",0.782798376848883,3,3
"exp_n642",0.783882793700017,30,8
"exp_n642",0.821521103796006,30,22
"exp_n642",0.84676569816003,30,26
"exp_n642",0.852320800019012,4,0
"exp_n642",0.856444221389014,1,0
"exp_n642",0.860899193404188,30,1
"exp_n642",0.863274810265046,30,30
"exp_n642",0.864683811879654,30,5
"exp_n642",0.86508283993224,30,4
"exp_n642",0.873092416045325,5,0
"exp_n642",0.873918219663165,4,0
"exp_n642",0.889248429563444,30,2
"exp_n642",0.922632274183643,30,2
"exp_n642",0.930049541981548,17,4
"exp_n642",0.93482035552772,30,1
"exp_n642",0.93563236657324,30,1
"exp_n642",0.93620497757673,30,30
"exp_n642",0.94459815058839,73,0
"exp_n642",0.948188510737376,36,3
"exp_n642",0.96844827939874,30,9
"exp_n642",0.973238836348452,2,1
"exp_n642",1.00938477000417,30,23
"exp_n642",1.0193611340825,30,16
"exp_n642",1.02376516428924,30,10
"exp_n642",1.02605633263479,30,21
"exp_n642",1.02841689980696,30,13
"exp_n642",1.03668059042665,30,30
"exp_n642",1.07806667161022,4,2
"exp_n643",0,30,0
"exp_n643",0.69218996183518,30,6
"exp_n643",0.708535881464017,2,0
"exp_n643",0.713046451312567,30,21
"exp_n643",0.744056664327572,3,0
"exp_n643",0.75534466904595,30,21
"exp_n643",0.755843535116282,30,7
"exp_n643",0.75622195195448,2,0
"exp_n643",0.756520491546459,71,0
"exp_n643",0.756562270855379,30,6
"exp_n643",0.770292904419293,3,3
"exp_n643",0.777082217718922,30,6
"exp_n643",0.797794716948276,30,17
"exp_n643",0.829423421937381,5,0
"exp_n643",0.834065751099322,30,7
"exp_n643",0.835903124070364,1,0
"exp_n643",0.842755739055154,30,7
"exp_n643",0.842764455350242,4,0
"exp_n643",0.84559745203353,30,1
"exp_n643",0.848938609000665,30,26
"exp_n643",0.861013354090532,30,5
"exp_n643",0.875421986694443,4,0
"exp_n643",0.895318600552567,30,5
"exp_n643",0.91085619336307,73,0
"exp_n643",0.917069447698724,30,2
"exp_n643",0.917207501764667,17,1
"exp_n643",0.918048869320862,30,0
"exp_n643",0.929245471370353,30,30
"exp_n643",0.940070682743291,36,1
"exp_n643",0.943738839844373,30,29
"exp_n643",0.950610703980038,30,14
"exp_n643",0.955820065126588,2,1
"exp_n643",1.00294357691474,30,25
"exp_n643",1.00403194228737,30,8
"exp_n643",1.00418984935681,30,21
"exp_n643",1.02120012901474,30,17
"exp_n643",1.02812728854784,30,21
"exp_n643",1.05532476210015,30,29
"exp_n643",1.09317506162377,4,0
"exp_n644",0,30,0
"exp_n644",0.692299400695661,30,20
"exp_n644",0.693384824999992,2,0
"exp_n644",0.713933940967477,30,8
"exp_n644",0.724720094952854,30,19
"exp_n644",0.741984522194185,2,0
"exp_n644",0.746603406176398,30,9
"exp_n644",0.748366812979466,30,7
"exp_n644",0.748511373658055,71,0
"exp_n644",0.755251275804677,3,0
"exp_n644",0.764084469113086,3,3
"exp_n644",0.771973980582394,30,10
"exp_n644",0.796278979192588,30,16
"exp_n644",0.81457748550573,30,25
"exp_n644",0.824285100708744,4,0
"exp_n644",0.826151920784982,4,0
"exp_n644",0.829534616942447,30,4
"exp_n644",0.836548010775727,1,0
"exp_n644",0.839407247389726,30,1
"exp_n644",0.842297705879145,30,30
"exp_n644",0.869550671294609,5,0
"exp_n644",0.870186112501672,30,1
"exp_n644",0.885777799631019,30,2
"exp_n644",0.891416844301239,30,29
"exp_n644",0.903882489097567,30,7
"exp_n644",0.914008461612056,30,5
"exp_n644",0.919807807728292,17,3
"exp_n644",0.921071496140343,30,1
"exp_n644",0.923620392842776,73,0
"exp_n644",0.924609296620353,36,2
"exp_n644",0.942666732295927,2,1
"exp_n644",0.95312577943362,30,20
"exp_n644",0.970522118983189,30,29
"exp_n644",0.984040591720126,30,21
"exp_n644",0.986165879933196,30,20
"exp_n644",0.995321146555327,30,10
"exp_n644",0.996192135768467,30,18
"exp_n644",1.02349791845242,30,29
"exp_n644",1.03363363538622,4,1
"exp_n645",0,30,0
"exp_n645",0.690299607204949,2,0
"exp_n645",0.693510453499932,30,23
"exp_n645",0.711362249805885,30,4
"exp_n645",0.722134389344709,30,23
"exp_n645",0.732898314447278,3,0
"exp_n645",0.738668521124725,30,12
"exp_n645",0.742198694573496,71,0
"exp_n645",0.74954605142663,30,5
"exp_n645",0.750070842906782,2,0
"exp_n645",0.758630835185265,3,3
"exp_n645",0.763270314216495,30,5
"exp_n645",0.802460796199021,30,17
"exp_n645",0.809430479141447,30,26
"exp_n645",0.819041123559519,4,0
"exp_n645",0.822935026649795,4,0
"exp_n645",0.827179908898443,1,0
"exp_n645",0.833910207803063,30,2
"exp_n645",0.83414844585554,30,6
"exp_n645",0.850589941733979,30,30
"exp_n645",0.863127584090023,5,0
"exp_n645",0.87170619009218,30,8
"exp_n645",0.876248897561395,30,2
"exp_n645",0.889772451921951,30,28
"exp_n645",0.898558502581128,30,0
"exp_n645",0.908021246778275,30,5
"exp_n645",0.90814059580325,73,0
"exp_n645",0.913048093620692,17,2
"exp_n645",0.921878781341448,36,3
"exp_n645",0.924023947039822,30,1
"exp_n645",0.939243491382739,30,13
"exp_n645",0.946097298580109,2,0
"exp_n645",0.958387363989319,30,27
"exp_n645",0.971456694834226,30,18
"exp_n645",0.97796784280416,30,9
"exp_n645",0.980896096790959,30,21
"exp_n645",0.985191191174434,30,19
"exp_n645",1.00927685934736,30,30
"exp_n645",1.03961232663974,4,1
"exp_n646",0,30,0
"exp_n646",0.640530291224392,30,6
"exp_n646",0.69787021569242,2,0
"exp_n646",0.698731947975907,30,26
"exp_n646",0.708895476484098,30,1
"exp_n646",0.733391473220351,30,3
"exp_n646",0.735382082370349,71,0
"exp_n646",0.741364617241317,2,0
"exp_n646",0.755699851836606,30,10
"exp_n646",0.761267055984265,30,3
"exp_n646",0.761855440430942,5,0
"exp_n646",0.764000233164514,30,24
"exp_n646",0.765638920650537,3,3
"exp_n646",0.787059570672449,3,0
"exp_n646",0.796514042845442,30,1
"exp_n646",0.800140290449038,30,16
"exp_n646",0.81316181793986,30,0
"exp_n646",0.81518647927185,1,0
"exp_n646",0.818935410835307,30,4
"exp_n646",0.848409110234094,30,2
"exp_n646",0.856934942536547,30,28
"exp_n646",0.86099800748388,30,1
"exp_n646",0.865517437204868,4,0
"exp_n646",0.879369815974019,17,1
"exp_n646",0.883639267958183,30,1
"exp_n646",0.886502226164461,73,0
"exp_n646",0.911460090223341,36,2
"exp_n646",0.935247297277677,4,0
"exp_n646",0.936813458970114,2,0
"exp_n646",0.951530844675288,30,15
"exp_n646",0.965742818191003,30,30
"exp_n646",0.966908185106946,30,28
"exp_n646",1.00038419708117,30,24
"exp_n646",1.00716071366746,30,13
"exp_n646",1.01121796345788,30,18
"exp_n646",1.01405692578838,30,16
"exp_n646",1.03627491531848,30,18
"exp_n646",1.0761465211117,30,29
"exp_n646",1.15066489071775,4,1
"exp_n647",0,30,0
"exp_n647",0.69477847728728,30,22
"exp_n647",0.697324348161186,2,0
"exp_n647",0.69896720978687,30,6
"exp_n647",0.730797693047991,30,21
"exp_n647",0.731502434235834,3,0
"exp_n647",0.742688813385651,2,0
"exp_n647",0.743658572586904,30,10
"exp_n647",0.744070589420598,30,9
"exp_n647",0.748125162150122,71,0
"exp_n647",0.762573764519224,3,3
"exp_n647",0.781103537958994,30,5
"exp_n647",0.796993282194202,30,20
"exp_n647",0.822363175551242,30,23
"exp_n647",0.830316270626585,4,0
"exp_n647",0.830769619824266,30,3
"exp_n647",0.831106453511571,30,9
"exp_n647",0.835739158122146,1,0
"exp_n647",0.839718316784769,30,30
"exp_n647",0.846485788109875,5,0
"exp_n647",0.847530963282676,30,1
"exp_n647",0.863040234136992,30,4
"exp_n647",0.867054776643788,4,0
"exp_n647",0.890607181453786,30,1
"exp_n647",0.909633241684316,73,0
"exp_n647",0.909669361482155,30,28
"exp_n647",0.913765653918435,30,0
"exp_n647",0.914031449006836,17,0
"exp_n647",0.914592690722162,30,2
"exp_n647",0.93034986738776,36,1
"exp_n647",0.941256491146869,2,0
"exp_n647",0.948302879765271,30,14
"exp_n647",0.977826196926926,30,23
"exp_n647",0.99542569194843,30,14
"exp_n647",0.996315214978901,30,16
"exp_n647",1.00205838613971,30,19
"exp_n647",1.01210950230416,30,17
"exp_n647",1.04453163345779,30,29
"exp_n647",1.06451266768144,4,0
"exp_n648",0,30,0
"exp_n648",0.700601765643228,2,0
"exp_n648",0.703922596629794,30,25
"exp_n648",0.713726576517505,3,0
"exp_n648",0.724113560489939,30,11
"exp_n648",0.724847663041073,30,22
"exp_n648",0.756835266209744,30,1
"exp_n648",0.759093591839797,30,6
"exp_n648",0.75970810454919,71,0
"exp_n648",0.760618513565863,2,0
"exp_n648",0.767492349873361,30,16
"exp_n648",0.774775459406743,3,3
"exp_n648",0.801553057263797,30,19
"exp_n648",0.808549444260774,4,0
"exp_n648",0.814551088559549,30,25
"exp_n648",0.844843973290121,4,0
"exp_n648",0.846637396304686,1,0
"exp_n648",0.848390503558235,30,1
"exp_n648",0.85287018088443,30,5
"exp_n648",0.858190957640551,30,30
"exp_n648",0.886641101506461,30,5
"exp_n648",0.890755043057895,5,0
"exp_n648",0.898332064088292,30,28
"exp_n648",0.902598323607923,30,2
"exp_n648",0.925939341268007,30,1
"exp_n648",0.931017463955091,30,4
"exp_n648",0.937709075263076,17,4
"exp_n648",0.941595867174375,73,0
"exp_n648",0.942556917766044,36,1
"exp_n648",0.948345732105437,30,2
"exp_n648",0.957588926218346,30,11
"exp_n648",0.959394199954209,2,0
"exp_n648",0.980014979822138,30,26
"exp_n648",0.985411953147567,30,20
"exp_n648",0.995323299033522,30,22
"exp_n648",0.999651520297619,30,17
"exp_n648",1.00035432951989,30,16
"exp_n648",1.02399916637951,30,30
"exp_n648",1.04010518626178,4,2
"exp_n649",0,30,0
"exp_n649",0.69412661582137,2,0
"exp_n649",0.695364488418309,30,23
"exp_n649",0.706460239746818,30,9
"exp_n649",0.728470052582206,30,22
"exp_n649",0.745811705685367,30,3
"exp_n649",0.746902817767655,30,9
"exp_n649",0.750467085767946,71,0
"exp_n649",0.751126167642715,2,0
"exp_n649",0.760357916733851,30,8
"exp_n649",0.760905429046923,3,3
"exp_n649",0.763160478081706,3,0
"exp_n649",0.795520027347258,30,17
"exp_n649",0.820163449387162,30,27
"exp_n649",0.824441059751977,30,30
"exp_n649",0.826840370791005,4,0
"exp_n649",0.832634043409223,30,2
"exp_n649",0.832838172795303,30,2
"exp_n649",0.835441394388163,4,0
"exp_n649",0.836998747710579,1,0
"exp_n649",0.842487744513593,5,0
"exp_n649",0.844916018380458,30,2
"exp_n649",0.868816843505871,30,3
"exp_n649",0.892332278509427,30,1
"exp_n649",0.902429490647471,30,3
"exp_n649",0.904295037678507,17,2
"exp_n649",0.905843616281363,30,29
"exp_n649",0.906960528438024,73,0
"exp_n649",0.909431632244581,30,1
"exp_n649",0.923485671904324,36,3
"exp_n649",0.939344040017974,2,2
"exp_n649",0.940411143163998,30,13
"exp_n649",0.974911781712486,30,27
"exp_n649",0.982553523101479,30,22
"exp_n649",0.987213089232407,30,19
"exp_n649",0.987620986483762,30,15
"exp_n649",0.991913727161427,30,10
"exp_n649",1.01755044261988,30,27
"exp_n649",1.0403252871092,4,1
"exp_n65",0,30,0
"exp_n65",0.691739907437267,2,0
"exp_n65",0.701498755901148,30,23
"exp_n65",0.711908903942106,30,7
"exp_n65",0.733500465556088,3,0
"exp_n65",0.738853667513924,30,21
"exp_n65",0.744411767190013,2,0
"exp_n65",0.74818850588429,30,9
"exp_n65",0.75130717168655,71,0
"exp_n65",0.764101147509899,3,3
"exp_n65",0.772145102706422,30,7
"exp_n65",0.775529076138292,30,9
"exp_n65",0.803036327058775,30,17
"exp_n65",0.824665532031779,4,0
"exp_n65",0.82587499284653,30,23
"exp_n65",0.836849146531362,30,4
"exp_n65",0.839877740689014,30,1
"exp_n65",0.842491293879786,1,0
"exp_n65",0.843821394421837,4,0
"exp_n65",0.856102233362927,30,2
"exp_n65",0.858322701376748,5,0
"exp_n65",0.860008336154508,30,30
"exp_n65",0.876206189625636,30,1
"exp_n65",0.906987023577997,30,29
"exp_n65",0.911856437267724,30,2
"exp_n65",0.917622859088037,17,2
"exp_n65",0.92129127476502,73,0
"exp_n65",0.925893550487662,30,0
"exp_n65",0.92645986143876,30,3
"exp_n65",0.935198687074926,36,1
"exp_n65",0.945729190863632,30,17
"exp_n65",0.94962219855539,2,2
"exp_n65",0.975986183179787,30,27
"exp_n65",0.986199746435752,30,17
"exp_n65",0.998072078774895,30,18
"exp_n65",1.00113926962371,30,19
"exp_n65",1.01396998815011,30,10
"exp_n65",1.03059283290307,30,29
"exp_n65",1.06266453938123,4,0
"exp_n650",0,30,0
"exp_n650",0.698325014920678,30,24
"exp_n650",0.703304338534563,2,0
"exp_n650",0.718857647816562,30,6
"exp_n650",0.736284495081862,30,23
"exp_n650",0.754508822994391,3,0
"exp_n650",0.755926109710536,30,5
"exp_n650",0.757654455131409,30,8
"exp_n650",0.759422963766043,2,0
"exp_n650",0.76140798642386,71,0
"exp_n650",0.769574690589787,3,3
"exp_n650",0.775112623942678,30,6
"exp_n650",0.803811843303636,30,19
"exp_n650",0.825517327021106,4,0
"exp_n650",0.829942257038236,30,26
"exp_n650",0.833108264588322,4,0
"exp_n650",0.84870193599446,30,5
"exp_n650",0.851059584234939,1,0
"exp_n650",0.852841477867864,30,30
"exp_n650",0.854306630071219,30,2
"exp_n650",0.867836748087324,30,3
"exp_n650",0.869093725423087,5,0
"exp_n650",0.895727533727085,30,4
"exp_n650",0.91124362791867,30,30
"exp_n650",0.917451715243754,30,3
"exp_n650",0.929189101070924,17,3
"exp_n650",0.930527927354679,73,0
"exp_n650",0.931826290494982,30,3
"exp_n650",0.939393239767484,30,1
"exp_n650",0.93969974382209,36,1
"exp_n650",0.956193070654717,2,1
"exp_n650",0.958260128628525,30,17
"exp_n650",0.990222408221196,30,28
"exp_n650",0.992660020593582,30,14
"exp_n650",0.992780960153737,30,19
"exp_n650",0.997406807862115,30,15
"exp_n650",1.00002445917464,30,18
"exp_n650",1.03297830195041,30,27
"exp_n650",1.06295596611111,4,1
"exp_n651",0,30,0
"exp_n651",0.66927124913337,30,11
"exp_n651",0.688990653922997,2,0
"exp_n651",0.692225347860648,30,22
"exp_n651",0.722691450307011,30,6
"exp_n651",0.726421558535214,30,11
"exp_n651",0.731141634713737,2,0
"exp_n651",0.737529701500815,30,17
"exp_n651",0.737754736823052,71,0
"exp_n651",0.743997216930307,3,0
"exp_n651",0.755015168557644,3,3
"exp_n651",0.763209835463446,30,11
"exp_n651",0.793158457257147,30,3
"exp_n651",0.798262556183453,30,20
"exp_n651",0.799910440745334,5,0
"exp_n651",0.820822299410221,1,0
"exp_n651",0.822464998509395,30,6
"exp_n651",0.823361202438765,30,2
"exp_n651",0.8245824246321,30,2
"exp_n651",0.831342255373168,4,0
"exp_n651",0.845731872592736,30,25
"exp_n651",0.865622293307586,4,0
"exp_n651",0.868633382210542,30,2
"exp_n651",0.875837132854401,30,2
"exp_n651",0.883912916927321,17,1
"exp_n651",0.885493156798932,73,0
"exp_n651",0.891437065627921,30,3
"exp_n651",0.905872608625975,30,30
"exp_n651",0.910854422391235,36,3
"exp_n651",0.934950216365735,30,28
"exp_n651",0.93531265674634,30,16
"exp_n651",0.942859996298461,2,2
"exp_n651",0.989267252663507,30,27
"exp_n651",0.99235284043126,30,18
"exp_n651",0.995176518136729,30,20
"exp_n651",1.00129506339751,30,15
"exp_n651",1.00792806428524,30,20
"exp_n651",1.03297752358734,30,29
"exp_n651",1.08342490693256,4,0
"exp_n652",0,30,0
"exp_n652",0.59864335207106,30,4
"exp_n652",0.679253634244273,30,6
"exp_n652",0.683616923607154,5,0
"exp_n652",0.693427906181721,30,0
"exp_n652",0.697383899325995,2,0
"exp_n652",0.698864404341289,30,17
"exp_n652",0.721444914637813,2,0
"exp_n652",0.726704839613107,71,0
"exp_n652",0.731904394202057,30,8
"exp_n652",0.748310309595193,30,4
"exp_n652",0.749891029237914,30,6
"exp_n652",0.767200522729462,3,3
"exp_n652",0.805620299049763,30,5
"exp_n652",0.809164193220352,30,1
"exp_n652",0.810429804950827,30,20
"exp_n652",0.81163225393394,30,1
"exp_n652",0.815397104785063,1,0
"exp_n652",0.816604251616882,30,2
"exp_n652",0.820180684827699,30,20
"exp_n652",0.838575985123016,3,0
"exp_n652",0.850700690730868,17,9
"exp_n652",0.858997372966585,73,0
"exp_n652",0.859322280248213,30,5
"exp_n652",0.899595688482166,36,4
"exp_n652",0.919437182223457,30,25
"exp_n652",0.940710956990133,4,0
"exp_n652",0.945672668146893,30,15
"exp_n652",0.949999329348122,2,1
"exp_n652",0.981624102743786,4,0
"exp_n652",1.02539720350557,30,12
"exp_n652",1.02732333654747,30,21
"exp_n652",1.03853451994072,30,28
"exp_n652",1.04406329350446,30,11
"exp_n652",1.04928642155304,30,26
"exp_n652",1.05928033256015,30,30
"exp_n652",1.0920575561003,30,23
"exp_n652",1.1300154685052,30,30
"exp_n652",1.22021046332239,4,1
"exp_n653",0,30,0
"exp_n653",0.688393070384888,30,22
"exp_n653",0.690320377629186,2,0
"exp_n653",0.715343921130033,30,23
"exp_n653",0.717078951704827,30,9
"exp_n653",0.730330824069905,3,0
"exp_n653",0.741223483091859,30,7
"exp_n653",0.741879794687755,71,0
"exp_n653",0.744825850754034,2,0
"exp_n653",0.75388285959904,30,11
"exp_n653",0.760261092074876,30,4
"exp_n653",0.760880649925079,3,3
"exp_n653",0.787312144950821,30,13
"exp_n653",0.805636739177586,4,0
"exp_n653",0.817457027139057,30,23
"exp_n653",0.82242513672071,4,0
"exp_n653",0.831029202907099,30,30
"exp_n653",0.832820878837549,30,0
"exp_n653",0.8347764965555,1,0
"exp_n653",0.840253204512213,30,3
"exp_n653",0.861964949349376,30,2
"exp_n653",0.877694099768784,5,0
"exp_n653",0.884330846602232,30,29
"exp_n653",0.888579841194671,30,3
"exp_n653",0.902858413705461,30,3
"exp_n653",0.910564246334944,30,1
"exp_n653",0.913192629458107,17,4
"exp_n653",0.920486788607513,36,4
"exp_n653",0.92301122036417,73,0
"exp_n653",0.93689057698998,30,16
"exp_n653",0.937571301338907,30,1
"exp_n653",0.939690408506359,2,1
"exp_n653",0.965555212723155,30,27
"exp_n653",0.981273831248054,30,18
"exp_n653",0.981305182564173,30,13
"exp_n653",0.982764246893581,30,14
"exp_n653",0.988009628427331,30,15
"exp_n653",1.00399594863451,30,28
"exp_n653",1.02203135633041,4,2
"exp_n654",0,30,0
"exp_n654",0.707645638283632,2,0
"exp_n654",0.710908981305123,30,23
"exp_n654",0.721635565447706,30,7
"exp_n654",0.729909580262564,3,0
"exp_n654",0.733055983430653,30,18
"exp_n654",0.752184640991283,30,2
"exp_n654",0.756395235392275,2,0
"exp_n654",0.760383860475559,30,14
"exp_n654",0.763493750807917,71,0
"exp_n654",0.772553061735773,3,3
"exp_n654",0.787638943551818,30,8
"exp_n654",0.808655471489279,30,18
"exp_n654",0.822631611141376,30,27
"exp_n654",0.827005418990205,30,30
"exp_n654",0.8300741773743,4,0
"exp_n654",0.831265517888521,4,0
"exp_n654",0.843204649997838,30,2
"exp_n654",0.848292334056146,30,6
"exp_n654",0.851207960574364,1,0
"exp_n654",0.876333944063325,30,4
"exp_n654",0.876953155406304,5,0
"exp_n654",0.901648695675717,30,3
"exp_n654",0.902251783492647,30,30
"exp_n654",0.91844972268048,30,3
"exp_n654",0.924873767211961,17,4
"exp_n654",0.925025155745694,30,4
"exp_n654",0.927362572761372,73,0
"exp_n654",0.936433705390392,36,6
"exp_n654",0.945027845281134,30,3
"exp_n654",0.948072641289169,30,12
"exp_n654",0.958512112170981,2,1
"exp_n654",0.973221670405743,30,27
"exp_n654",0.991074117758251,30,16
"exp_n654",0.993483856213635,30,20
"exp_n654",0.994953337432473,30,9
"exp_n654",1.00610154826429,30,15
"exp_n654",1.03371643610234,30,29
"exp_n654",1.05339231468615,4,0
"exp_n655",0,30,0
"exp_n655",0.680419725230706,30,20
"exp_n655",0.683149500759103,2,0
"exp_n655",0.698096386551875,30,4
"exp_n655",0.698364005958462,3,0
"exp_n655",0.703501565174787,30,25
"exp_n655",0.729126742146447,2,0
"exp_n655",0.731897751703913,30,4
"exp_n655",0.737121151700421,30,10
"exp_n655",0.737235883513569,71,0
"exp_n655",0.740342222788502,3,3
"exp_n655",0.750940513637037,30,6
"exp_n655",0.783201587509332,30,22
"exp_n655",0.797140584059346,4,0
"exp_n655",0.800555338845772,30,26
"exp_n655",0.815691316593075,30,3
"exp_n655",0.81572092102005,30,30
"exp_n655",0.818420549548296,1,0
"exp_n655",0.818571506307129,30,0
"exp_n655",0.818731934888489,4,0
"exp_n655",0.844310342277626,30,3
"exp_n655",0.849779734247141,5,0
"exp_n655",0.851620552782367,30,1
"exp_n655",0.876495775051794,30,29
"exp_n655",0.887709781369629,30,2
"exp_n655",0.894231230839298,73,0
"exp_n655",0.897368717178549,17,4
"exp_n655",0.898027182683382,30,3
"exp_n655",0.905525969485148,30,0
"exp_n655",0.913463047391523,36,4
"exp_n655",0.929368757933442,2,1
"exp_n655",0.930621609880457,30,19
"exp_n655",0.942135652546722,30,30
"exp_n655",0.948835108138935,30,13
"exp_n655",0.955214582536752,30,17
"exp_n655",0.957460038476428,30,22
"exp_n655",0.95912370723706,30,22
"exp_n655",0.986211486813688,30,30
