set,Dose,N,Effect
exp_n363,0.000205812,10,3
exp_n363,0.000220733,5,1
exp_n363,0.000220795,3,0
exp_n363,0.000234518,5,5
exp_n363,0.000246514,9,3
exp_n363,0.000297488,9,1
exp_n363,0.0003299,3,3
exp_n364,0,285,0
exp_n364,6.75E-05,5,0
exp_n364,6.75E-05,9,4
exp_n364,6.93E-05,5,1
exp_n364,6.93E-05,9,6
exp_n364,7.11E-05,9,8
exp_n364,8.02E-05,10,5
exp_n364,8.21E-05,10,6
exp_n364,9.34E-05,5,5
exp_n364,0.000121853,10,1
exp_n364,0.000123224,5,0
exp_n364,0.000123752,10,2
exp_n364,0.000125142,3,0
exp_n364,0.000125848,5,0
exp_n364,0.000125897,5,5
exp_n364,0.000132269,5,1
exp_n364,0.000134586,5,5
exp_n364,0.000135866,10,3
exp_n364,0.000137107,3,3
exp_n364,0.000140654,10,2
exp_n364,0.000143675,5,4
exp_n364,0.000146926,9,0
exp_n364,0.000154232,9,7
exp_n364,0.000173579,9,2
exp_n364,0.000179486,3,3
exp_n364,0.00018025,9,1
exp_n364,0.000188781,5,0
exp_n364,0.000192012,3,3
exp_n364,0.000193812,10,9
exp_n364,0.000193938,10,10
exp_n364,0.000201372,9,3
exp_n364,0.000213128,5,0
exp_n364,0.000214732,9,0
exp_n364,0.000248675,10,6
exp_n364,0.000252988,10,9
exp_n364,0.000254721,9,0
exp_n364,0.000261167,5,5
exp_n364,0.000264937,3,3
exp_n364,0.000287583,5,2
exp_n365,0,285,0
exp_n365,6.69E-05,9,3
exp_n365,6.70E-05,5,0
exp_n365,6.85E-05,9,3
exp_n365,6.86E-05,5,1
exp_n365,7.02E-05,9,8
exp_n365,7.17E-05,10,8
exp_n365,8.01E-05,10,1
exp_n365,8.05E-05,5,5
exp_n365,0.000114026,10,3
exp_n365,0.000119759,10,2
exp_n365,0.000124549,5,0
exp_n365,0.000124601,3,0
exp_n365,0.000130942,5,4
exp_n365,0.000131656,5,1
exp_n365,0.000138135,5,0
exp_n365,0.000144094,5,3
exp_n365,0.000144911,10,2
exp_n365,0.000145236,3,2
exp_n365,0.00014537,10,6
exp_n365,0.000145898,5,5
exp_n365,0.00014719,9,0
exp_n365,0.000148635,9,5
exp_n365,0.000149143,9,2
exp_n365,0.000167087,9,0
exp_n365,0.000170633,9,3
exp_n365,0.000172781,5,0
exp_n365,0.000174074,3,3
exp_n365,0.00018199,10,8
exp_n365,0.000184665,10,10
exp_n365,0.000204222,9,0
exp_n365,0.000216342,10,10
exp_n365,0.000226632,3,3
exp_n365,0.000227732,3,2
exp_n365,0.000236594,10,4
exp_n365,0.000265852,5,0
exp_n365,0.000270959,5,5
exp_n365,0.000308401,9,3
exp_n365,0.000329628,5,1
exp_n366,0,285,0
exp_n366,7.23E-05,5,0
exp_n366,7.23E-05,9,6
exp_n366,7.51E-05,9,4
exp_n366,7.52E-05,5,0
exp_n366,7.82E-05,9,9
exp_n366,8.84E-05,10,5
exp_n366,8.99E-05,10,4
exp_n366,9.41E-05,5,5
exp_n366,0.000124201,10,4
exp_n366,0.000129355,5,3
exp_n366,0.000130917,10,3
exp_n366,0.00013099,3,0
exp_n366,0.000136688,5,0
exp_n366,0.00013716,9,0
exp_n366,0.000142338,10,3
exp_n366,0.00014342,5,5
exp_n366,0.00014427,10,3
exp_n366,0.000149562,5,5
exp_n366,0.000155622,5,0
exp_n366,0.000164323,5,4
exp_n366,0.000164451,3,3
exp_n366,0.00016549,9,2
exp_n366,0.000167685,9,0
exp_n366,0.000188695,3,3
exp_n366,0.000189566,5,0
exp_n366,0.000195523,3,3
exp_n366,0.000196882,9,2
exp_n366,0.000200799,9,7
exp_n366,0.000205636,10,8
exp_n366,0.000218667,10,10
exp_n366,0.000228416,10,8
exp_n366,0.000231762,3,2
exp_n366,0.000244854,9,0
exp_n366,0.000252078,10,4
exp_n366,0.000259254,9,3
exp_n366,0.000269151,5,5
exp_n366,0.000282402,5,0
exp_n366,0.000446528,5,1
exp_n367,0,285,0
exp_n367,6.83E-05,5,0
exp_n367,6.84E-05,9,4
exp_n367,6.99E-05,5,1
exp_n367,7.00E-05,9,7
exp_n367,7.16E-05,9,9
exp_n367,8.09E-05,10,10
exp_n367,8.45E-05,10,2
exp_n367,9.32E-05,5,5
exp_n367,0.000113976,3,0
exp_n367,0.000125478,5,0
exp_n367,0.000125753,10,2
exp_n367,0.000131907,9,2
exp_n367,0.000136857,5,5
exp_n367,0.000137883,10,3
exp_n367,0.000139124,10,3
exp_n367,0.000139396,5,3
exp_n367,0.000140527,5,4
exp_n367,0.000142855,10,5
exp_n367,0.000144492,3,0
exp_n367,0.000154014,9,0
exp_n367,0.000154567,5,0
exp_n367,0.000164052,9,7
exp_n367,0.000166059,5,0
exp_n367,0.000173682,9,0
exp_n367,0.000175205,5,5
exp_n367,0.000179935,3,3
exp_n367,0.00018213,10,10
exp_n367,0.000184712,10,6
exp_n367,0.000204278,3,3
exp_n367,0.000204327,9,0
exp_n367,0.00020788,10,4
exp_n367,0.000213189,3,1
exp_n367,0.000236085,5,5
exp_n367,0.00024433,10,10
exp_n367,0.000306999,5,0
exp_n367,0.000319755,5,0
exp_n367,0.000325708,9,0
exp_n367,0.000333937,9,3
exp_n368,0,285,0
exp_n368,6.79E-05,5,0
exp_n368,6.80E-05,9,6
exp_n368,6.96E-05,9,8
exp_n368,6.97E-05,5,1
exp_n368,7.13E-05,9,9
exp_n368,8.12E-05,10,3
exp_n368,8.35E-05,10,3
exp_n368,9.06E-05,5,5
exp_n368,0.000115354,10,6
exp_n368,0.000117619,3,0
exp_n368,0.000119809,10,3
exp_n368,0.000126188,5,0
exp_n368,0.000129681,5,4
exp_n368,0.000130505,5,0
exp_n368,0.00013827,5,4
exp_n368,0.000138671,5,4
exp_n368,0.000141182,9,0
exp_n368,0.000141363,10,0
exp_n368,0.000145437,5,5
exp_n368,0.00014605,5,0
exp_n368,0.000148033,3,1
exp_n368,0.00014927,10,4
exp_n368,0.000158552,9,1
exp_n368,0.000159791,9,2
exp_n368,0.000169591,9,6
exp_n368,0.000185659,9,0
exp_n368,0.00019141,10,9
exp_n368,0.000202281,3,2
exp_n368,0.00020785,10,10
exp_n368,0.000210942,5,5
exp_n368,0.000211391,3,3
exp_n368,0.000215511,10,3
exp_n368,0.000234621,5,2
exp_n368,0.00025476,5,0
exp_n368,0.00025688,10,8
exp_n368,0.000289671,9,3
exp_n368,0.000314913,3,3
exp_n368,0.000525643,9,2
exp_n369,0,285,0
exp_n369,7.65E-05,5,0
exp_n369,7.66E-05,9,5
exp_n369,8.02E-05,5,0
exp_n369,8.04E-05,9,3
exp_n369,8.43E-05,9,8
exp_n369,8.89E-05,10,5
exp_n369,9.00E-05,10,4
exp_n369,9.47E-05,5,5
exp_n369,0.000135038,5,0
exp_n369,0.000135683,10,1
exp_n369,0.00013622,5,1
exp_n369,0.000144406,10,1
exp_n369,0.000148836,5,2
exp_n369,0.00014933,9,0
exp_n369,0.000150865,3,0
exp_n369,0.000152054,10,2
exp_n369,0.000155378,10,3
exp_n369,0.000158433,5,5
exp_n369,0.000165505,5,5
exp_n369,0.000169154,5,0
exp_n369,0.000170782,3,1
exp_n369,0.000173179,9,8
exp_n369,0.000179598,5,0
exp_n369,0.000180291,9,4
exp_n369,0.000196266,5,1
exp_n369,0.000209785,9,1
exp_n369,0.000211366,10,9
exp_n369,0.000222371,3,3
exp_n369,0.000223079,3,2
exp_n369,0.000224453,10,10
exp_n369,0.000229342,10,10
exp_n369,0.000232877,5,0
exp_n369,0.000241421,3,3
exp_n369,0.000245604,9,0
exp_n369,0.000253788,5,5
exp_n369,0.000257056,9,1
exp_n369,0.000261207,10,4
exp_n369,0.000450729,9,1
exp_n37,0,285,0
exp_n37,7.28E-05,5,0
exp_n37,7.28E-05,9,5
exp_n37,7.56E-05,5,1
exp_n37,7.57E-05,9,5
exp_n37,7.78E-05,10,5
exp_n37,7.86E-05,9,7
exp_n37,8.49E-05,10,4
exp_n37,8.86E-05,5,5
exp_n37,0.000119503,10,2
exp_n37,0.000119961,5,0
exp_n37,0.000119976,10,2
exp_n37,0.000124356,3,0
exp_n37,0.000124625,5,2
exp_n37,0.000142341,9,0
exp_n37,0.000142735,10,2
exp_n37,0.000144281,5,4
exp_n37,0.000148444,9,2
exp_n37,0.000149569,9,4
exp_n37,0.000150038,5,0
exp_n37,0.000151171,3,0
exp_n37,0.000153794,10,4
exp_n37,0.000164195,5,5
exp_n37,0.000167159,5,4
exp_n37,0.000177299,10,10
exp_n37,0.000181143,5,0
exp_n37,0.000184381,9,2
exp_n37,0.000189482,3,3
exp_n37,0.000198434,9,0
exp_n37,0.000219308,10,8
exp_n37,0.000230597,9,0
exp_n37,0.000242373,9,2
exp_n37,0.000247917,10,8
exp_n37,0.00025737,10,10
exp_n37,0.000260343,3,3
exp_n37,0.000263926,5,5
exp_n37,0.000285264,5,0
exp_n37,0.000342003,3,3
exp_n37,0.000394912,5,0
exp_n370,0,285,0
exp_n370,8.04E-05,5,0
exp_n370,8.05E-05,9,3
exp_n370,8.48E-05,9,5
exp_n370,8.49E-05,5,2
exp_n370,8.84E-05,10,3
exp_n370,8.95E-05,9,9
exp_n370,9.77E-05,10,5
exp_n370,0.000104434,5,5
exp_n370,0.000128796,10,1
exp_n370,0.000131466,5,0
exp_n370,0.00014117,10,1
exp_n370,0.000143557,5,0
exp_n370,0.000148126,3,0
exp_n370,0.000158432,9,0
exp_n370,0.000158648,10,4
exp_n370,0.000161803,5,0
exp_n370,0.000162766,3,0
exp_n370,0.000174246,5,4
exp_n370,0.000175855,10,2
exp_n370,0.000178265,5,2
exp_n370,0.000180165,9,4
exp_n370,0.000181565,5,5
exp_n370,0.000186537,9,5
exp_n370,0.000187322,5,0
exp_n370,0.000206515,3,3
exp_n370,0.000211104,9,0
exp_n370,0.000220451,10,10
exp_n370,0.000230026,10,9
exp_n370,0.000250245,10,9
exp_n370,0.000265338,9,0
exp_n370,0.000268231,5,5
exp_n370,0.000278226,3,2
exp_n370,0.000304989,10,3
exp_n370,0.00031277,3,3
exp_n370,0.000315532,9,1
exp_n370,0.000337045,9,2
exp_n370,0.000337848,5,1
exp_n370,0.000352989,5,0
exp_n371,0,285,0
exp_n371,6.75E-05,5,0
exp_n371,6.75E-05,9,7
exp_n371,6.93E-05,5,2
exp_n371,6.94E-05,9,6
exp_n371,7.12E-05,9,9
exp_n371,7.80E-05,10,6
exp_n371,8.05E-05,10,4
exp_n371,8.33E-05,5,5
exp_n371,0.000118313,10,4
exp_n371,0.000119268,3,0
exp_n371,0.000120654,5,0
exp_n371,0.000122209,10,3
exp_n371,0.000122796,5,0
exp_n371,0.000129255,5,0
exp_n371,0.00013408,9,0
exp_n371,0.000136156,5,2
exp_n371,0.000138187,10,3
exp_n371,0.000145664,9,2
exp_n371,0.000145995,5,5
exp_n371,0.000146614,5,5
exp_n371,0.000149936,10,4
exp_n371,0.000155702,3,1
exp_n371,0.000162499,5,0
exp_n371,0.000168953,9,8
exp_n371,0.000169289,9,1
exp_n371,0.000172343,3,2
exp_n371,0.000177396,10,8
exp_n371,0.000191153,10,10
exp_n371,0.000210094,10,9
exp_n371,0.000214062,10,5
exp_n371,0.000228777,3,2
exp_n371,0.00023862,9,0
exp_n371,0.00024701,5,5
exp_n371,0.000247114,3,3
exp_n371,0.00027813,5,0
exp_n371,0.000279262,5,2
exp_n371,0.000307381,9,2
exp_n371,0.000353205,9,0
exp_n372,0,285,0
exp_n372,6.78E-05,9,4
exp_n372,6.79E-05,5,0
exp_n372,6.94E-05,9,5
exp_n372,6.94E-05,5,3
exp_n372,7.10E-05,9,8
exp_n372,7.69E-05,5,5
exp_n372,8.22E-05,10,3
exp_n372,8.67E-05,10,4
exp_n372,0.000124906,5,0
exp_n372,0.000124988,10,3
exp_n372,0.00012568,5,0
exp_n372,0.000127319,10,0
exp_n372,0.000136776,9,0
exp_n372,0.000136986,3,0
exp_n372,0.000137674,5,4
exp_n372,0.000137857,5,0
exp_n372,0.000139304,3,2
exp_n372,0.000139939,10,3
exp_n372,0.000144676,5,5
exp_n372,0.000144823,9,3
exp_n372,0.000150432,10,3
exp_n372,0.000152262,9,3
exp_n372,0.000153489,5,5
exp_n372,0.000159922,3,3
exp_n372,0.000160202,9,0
exp_n372,0.000172872,5,0
exp_n372,0.000175983,10,10
exp_n372,0.000178817,3,2
exp_n372,0.00020963,10,8
exp_n372,0.000215576,9,2
exp_n372,0.000216069,10,5
exp_n372,0.000223031,9,0
exp_n372,0.000230318,9,3
exp_n372,0.000233084,3,2
exp_n372,0.000252782,10,9
exp_n372,0.000268727,5,0
exp_n372,0.000291369,5,5
exp_n372,0.000328186,5,1
exp_n373,0,285,0
exp_n373,6.73E-05,9,3
exp_n373,6.74E-05,5,0
exp_n373,6.88E-05,9,7
exp_n373,6.89E-05,5,2
exp_n373,7.04E-05,9,8
exp_n373,7.81E-05,10,4
exp_n373,8.05E-05,5,5
exp_n373,8.26E-05,10,5
exp_n373,0.000119673,5,0
exp_n373,0.00011987,10,2
exp_n373,0.000122967,9,0
exp_n373,0.000123882,3,1
exp_n373,0.000125659,5,1
exp_n373,0.000130688,10,0
exp_n373,0.00013279,9,2
exp_n373,0.000136002,5,3
exp_n373,0.00013718,10,0
exp_n373,0.000140477,5,5
exp_n373,0.000142512,10,6
exp_n373,0.000143023,5,4
exp_n373,0.000146443,9,5
exp_n373,0.000148025,3,1
exp_n373,0.000165728,5,0
exp_n373,0.000171148,5,0
exp_n373,0.000177744,10,8
exp_n373,0.000186099,3,2
exp_n373,0.000193417,9,2
exp_n373,0.000198567,5,2
exp_n373,0.000202474,10,10
exp_n373,0.000205012,3,1
exp_n373,0.000230148,5,5
exp_n373,0.000230868,5,0
exp_n373,0.000241587,3,3
exp_n373,0.000244965,9,0
exp_n373,0.000258023,10,8
exp_n373,0.000263177,9,3
exp_n373,0.000263587,10,4
exp_n373,0.000272592,9,1
exp_n374,0,285,0
exp_n374,7.24E-05,9,3
exp_n374,7.24E-05,5,0
exp_n374,7.31E-05,10,3
exp_n374,7.49E-05,9,3
exp_n374,7.50E-05,5,0
exp_n374,7.77E-05,9,8
exp_n374,8.65E-05,5,5
exp_n374,9.04E-05,10,6
exp_n374,0.00012197,10,2
exp_n374,0.000128013,10,2
exp_n374,0.000130085,5,0
exp_n374,0.0001335,3,0
exp_n374,0.000136969,9,6
exp_n374,0.000138544,5,1
exp_n374,0.000139498,5,0
exp_n374,0.000140482,9,2
exp_n374,0.00014212,9,0
exp_n374,0.000145856,10,3
exp_n374,0.000146287,5,5
exp_n374,0.000149632,5,3
exp_n374,0.000150902,10,1
exp_n374,0.000160281,3,1
exp_n374,0.000163496,5,4
exp_n374,0.000169928,9,1
exp_n374,0.000188026,9,2
exp_n374,0.000193472,9,1
exp_n374,0.000195361,5,0
exp_n374,0.000195832,3,3
exp_n374,0.000199356,10,10
exp_n374,0.000207899,10,9
exp_n374,0.000234397,3,3
exp_n374,0.000238913,5,0
exp_n374,0.000239455,10,9
exp_n374,0.000251536,9,0
exp_n374,0.000287807,10,4
exp_n374,0.000318526,5,5
exp_n374,0.000453973,5,0
exp_n374,0.00045904,3,3
exp_n375,0,285,0
exp_n375,6.47E-05,9,6
exp_n375,6.48E-05,5,0
exp_n375,6.60E-05,5,1
exp_n375,6.62E-05,9,7
exp_n375,6.74E-05,9,8
exp_n375,7.04E-05,10,7
exp_n375,7.94E-05,5,5
exp_n375,8.14E-05,10,1
exp_n375,0.000114296,5,0
exp_n375,0.000115465,10,1
exp_n375,0.000117631,10,3
exp_n375,0.000119001,5,0
exp_n375,0.000127755,5,3
exp_n375,0.000132466,5,2
exp_n375,0.000133486,3,0
exp_n375,0.000133799,5,0
exp_n375,0.000135494,5,3
exp_n375,0.000135511,5,5
exp_n375,0.000136463,10,4
exp_n375,0.000138549,3,0
exp_n375,0.000141693,9,3
exp_n375,0.000142903,10,0
exp_n375,0.000147501,9,0
exp_n375,0.000152554,9,7
exp_n375,0.000154319,5,0
exp_n375,0.000165969,9,1
exp_n375,0.000169709,10,10
exp_n375,0.000172881,3,3
exp_n375,0.000187164,10,8
exp_n375,0.000196952,5,5
exp_n375,0.000206026,10,4
exp_n375,0.000218663,3,2
exp_n375,0.000227014,10,9
exp_n375,0.000228179,9,0
exp_n375,0.000289841,9,0
exp_n375,0.000337429,3,3
exp_n375,0.000345697,5,0
exp_n375,0.000413036,9,2
exp_n376,0,285,0
exp_n376,6.58E-05,5,0
exp_n376,6.58E-05,9,7
exp_n376,6.70E-05,9,4
exp_n376,6.71E-05,5,1
exp_n376,6.83E-05,9,8
exp_n376,7.74E-05,10,7
exp_n376,8.01E-05,5,5
exp_n376,8.63E-05,10,2
exp_n376,0.000115106,10,1
exp_n376,0.000123338,5,0
exp_n376,0.000124894,5,0
exp_n376,0.000125889,10,3
exp_n376,0.00012612,5,0
exp_n376,0.000126613,9,0
exp_n376,0.000132167,5,5
exp_n376,0.000132649,10,2
exp_n376,0.000134337,3,0
exp_n376,0.000134663,3,0
exp_n376,0.000138178,10,0
exp_n376,0.000141956,5,3
exp_n376,0.000142131,5,5
exp_n376,0.000164066,9,6
exp_n376,0.000164117,9,2
exp_n376,0.000164784,10,10
exp_n376,0.000166683,9,0
exp_n376,0.000169131,5,0
exp_n376,0.000173479,3,3
exp_n376,0.000174085,10,7
exp_n376,0.000176083,9,1
exp_n376,0.000177153,9,1
exp_n376,0.000214942,3,3
exp_n376,0.000220938,10,8
exp_n376,0.000242097,5,5
exp_n376,0.000255606,5,0
exp_n376,0.000259155,10,4
exp_n376,0.000263517,5,0
exp_n376,0.000281637,3,3
exp_n376,0.00032223,9,0
exp_n377,0,285,0
exp_n377,6.74E-05,9,3
exp_n377,6.74E-05,5,0
exp_n377,6.90E-05,9,4
exp_n377,6.90E-05,5,0
exp_n377,7.06E-05,9,7
exp_n377,7.28E-05,10,5
exp_n377,8.03E-05,10,3
exp_n377,8.29E-05,5,5
exp_n377,0.000117944,5,0
exp_n377,0.000120922,5,0
exp_n377,0.00012358,10,0
exp_n377,0.000123789,10,5
exp_n377,0.000131628,3,0
exp_n377,0.000132382,5,0
exp_n377,0.000139378,10,2
exp_n377,0.000140936,9,0
exp_n377,0.000142244,5,4
exp_n377,0.00014466,10,5
exp_n377,0.000144669,5,4
exp_n377,0.000145764,5,4
exp_n377,0.00014637,3,0
exp_n377,0.000148018,9,6
exp_n377,0.000148339,9,5
exp_n377,0.000173673,5,0
exp_n377,0.000174056,10,10
exp_n377,0.000175753,3,3
exp_n377,0.000176938,10,6
exp_n377,0.000182721,9,0
exp_n377,0.000200484,9,4
exp_n377,0.000207184,10,9
exp_n377,0.000217388,5,0
exp_n377,0.000227429,10,4
exp_n377,0.000234858,9,0
exp_n377,0.00023819,3,3
exp_n377,0.000258572,5,5
exp_n377,0.000272452,5,1
exp_n377,0.000309121,9,1
exp_n377,0.000437655,3,3
exp_n378,0,285,0
exp_n378,7.47E-05,5,0
exp_n378,7.48E-05,9,6
exp_n378,7.77E-05,5,0
exp_n378,7.78E-05,9,5
exp_n378,8.08E-05,9,8
exp_n378,8.70E-05,10,5
exp_n378,9.23E-05,5,5
exp_n378,9.74E-05,10,7
exp_n378,0.000129119,10,4
exp_n378,0.000132226,3,1
exp_n378,0.000133579,10,0
exp_n378,0.000134099,5,0
exp_n378,0.000137949,5,0
exp_n378,0.000138229,5,0
exp_n378,0.000139428,5,3
exp_n378,0.000142931,5,5
exp_n378,0.000145905,10,1
exp_n378,0.000146542,9,2
exp_n378,0.000150548,9,0
exp_n378,0.000155473,5,4
exp_n378,0.000156669,10,3
exp_n378,0.000161352,3,2
exp_n378,0.00017837,9,7
exp_n378,0.000187227,5,0
exp_n378,0.000190653,3,3
exp_n378,0.000196434,9,1
exp_n378,0.000196991,10,8
exp_n378,0.000198136,10,10
exp_n378,0.000211467,3,3
exp_n378,0.000227446,9,1
exp_n378,0.00023203,10,8
exp_n378,0.000237039,9,2
exp_n378,0.000255537,10,2
exp_n378,0.000256512,3,3
exp_n378,0.000269427,5,5
exp_n378,0.000287992,9,0
exp_n378,0.000293243,5,0
exp_n378,0.000458552,5,0
exp_n379,0,285,0
exp_n379,7.02E-05,5,0
exp_n379,7.02E-05,9,3
exp_n379,7.24E-05,5,1
exp_n379,7.24E-05,9,6
exp_n379,7.47E-05,9,9
exp_n379,7.79E-05,5,5
exp_n379,8.04E-05,10,4
exp_n379,8.68E-05,10,9
exp_n379,0.000127391,3,0
exp_n379,0.000128473,10,1
exp_n379,0.00012878,5,2
exp_n379,0.000130577,5,0
exp_n379,0.00013327,10,4
exp_n379,0.000138252,3,3
exp_n379,0.000138285,9,2
exp_n379,0.000143841,5,0
exp_n379,0.000144463,9,0
exp_n379,0.000145632,3,0
exp_n379,0.000156464,10,3
exp_n379,0.000159011,5,4
exp_n379,0.000159939,10,3
exp_n379,0.000160186,5,4
exp_n379,0.000166051,5,0
exp_n379,0.000169873,9,7
exp_n379,0.000178686,9,1
exp_n379,0.000179693,5,4
exp_n379,0.000193895,10,10
exp_n379,0.000202449,3,3
exp_n379,0.000209095,10,5
exp_n379,0.000219135,10,9
exp_n379,0.000228567,3,3
exp_n379,0.000233203,9,0
exp_n379,0.000236371,9,2
exp_n379,0.000252282,5,5
exp_n379,0.000260993,10,5
exp_n379,0.000261189,9,1
exp_n379,0.000297573,5,2
exp_n379,0.000334233,5,0
exp_n38,0,285,0
exp_n38,6.99E-05,5,0
exp_n38,6.99E-05,9,5
exp_n38,7.24E-05,5,0
exp_n38,7.25E-05,9,6
exp_n38,7.52E-05,9,8
exp_n38,8.38E-05,5,5
exp_n38,8.66E-05,10,8
exp_n38,9.01E-05,10,1
exp_n38,0.000120477,10,4
exp_n38,0.000125691,10,1
exp_n38,0.000126909,5,0
exp_n38,0.000127249,5,3
exp_n38,0.00013392,3,0
exp_n38,0.000134834,5,3
exp_n38,0.000138279,5,5
exp_n38,0.000138929,3,1
exp_n38,0.000140682,5,0
exp_n38,0.000141773,9,4
exp_n38,0.000143338,9,0
exp_n38,0.000150731,5,4
exp_n38,0.000150835,10,1
exp_n38,0.000152148,10,8
exp_n38,0.000166981,5,0
exp_n38,0.000173256,9,6
exp_n38,0.000185,9,0
exp_n38,0.000188171,3,3
exp_n38,0.000190753,9,1
exp_n38,0.000197466,10,8
exp_n38,0.000211668,10,10
exp_n38,0.000215266,3,1
exp_n38,0.000231604,9,0
exp_n38,0.000241827,10,3
exp_n38,0.000245463,10,7
exp_n38,0.000266819,5,5
exp_n38,0.000295407,5,1
exp_n38,0.000391267,9,2
exp_n38,0.000411335,3,3
exp_n38,0.000469097,5,0
exp_n380,0,285,0
exp_n380,6.98E-05,9,5
exp_n380,6.99E-05,5,0
exp_n380,7.19E-05,9,8
exp_n380,7.19E-05,5,0
exp_n380,7.29E-05,10,4
exp_n380,7.40E-05,9,8
exp_n380,8.34E-05,10,2
exp_n380,8.68E-05,5,5
exp_n380,0.000118998,10,0
exp_n380,0.000121401,5,3
exp_n380,0.000129315,5,0
exp_n380,0.000129893,10,3
exp_n380,0.000136016,3,0
exp_n380,0.000138165,10,2
exp_n380,0.000143926,3,1
exp_n380,0.000145696,5,4
exp_n380,0.000145944,9,0
exp_n380,0.000147849,5,5
exp_n380,0.000152429,10,2
exp_n380,0.000154135,9,4
exp_n380,0.00015707,5,3
exp_n380,0.000159924,9,7
exp_n380,0.000163482,5,0
exp_n380,0.000170934,5,0
exp_n380,0.000173629,10,9
exp_n380,0.000176354,3,3
exp_n380,0.000190593,9,2
exp_n380,0.000200684,10,10
exp_n380,0.000202008,3,2
exp_n380,0.000203638,9,0
exp_n380,0.000226296,10,4
exp_n380,0.00023077,9,3
exp_n380,0.00023499,9,2
exp_n380,0.000250282,10,8
exp_n380,0.00026243,5,5
exp_n380,0.000270009,5,1
exp_n380,0.000288062,5,0
exp_n380,0.00040946,3,3
exp_n381,0,285,0
exp_n381,6.48E-05,9,6
exp_n381,6.49E-05,5,0
exp_n381,6.62E-05,5,3
exp_n381,6.63E-05,9,6
exp_n381,6.75E-05,9,9
exp_n381,7.14E-05,10,2
exp_n381,7.67E-05,10,4
exp_n381,7.92E-05,5,5
exp_n381,0.000107403,10,2
exp_n381,0.000118636,5,0
exp_n381,0.0001194,5,1
exp_n381,0.000121778,3,2
exp_n381,0.000122175,9,8
exp_n381,0.000122546,5,2
exp_n381,0.000128669,10,3
exp_n381,0.00013054,10,3
exp_n381,0.000131997,3,1
exp_n381,0.00013386,9,0
exp_n381,0.000136568,5,5
exp_n381,0.0001375,9,1
exp_n381,0.000138018,5,5
exp_n381,0.000138223,10,6
exp_n381,0.000138456,5,0
exp_n381,0.000145135,5,0
exp_n381,0.000166928,3,2
exp_n381,0.000167164,9,0
exp_n381,0.000175868,10,10
exp_n381,0.000179767,10,9
exp_n381,0.00018261,9,1
exp_n381,0.00020235,10,8
exp_n381,0.000219889,9,0
exp_n381,0.000220157,3,3
exp_n381,0.000227471,5,5
exp_n381,0.000239354,5,0
exp_n381,0.000247889,10,6
exp_n381,0.000267896,5,1
exp_n381,0.000268301,9,2
exp_n381,0.000376235,3,3
exp_n382,0,285,0
exp_n382,6.77E-05,9,5
exp_n382,6.78E-05,5,0
exp_n382,6.96E-05,5,1
exp_n382,6.98E-05,9,4
exp_n382,7.16E-05,9,9
exp_n382,7.30E-05,10,5
exp_n382,8.19E-05,5,5
exp_n382,8.46E-05,10,7
exp_n382,0.000118443,10,0
exp_n382,0.000120535,10,3
exp_n382,0.000125363,3,1
exp_n382,0.000133809,5,1
exp_n382,0.000134874,9,3
exp_n382,0.000135034,5,5
exp_n382,0.000136346,5,0
exp_n382,0.000137341,5,0
exp_n382,0.00013959,10,4
exp_n382,0.000142175,5,5
exp_n382,0.000142387,10,2
exp_n382,0.000142669,5,4
exp_n382,0.000148404,9,6
exp_n382,0.000149889,3,1
exp_n382,0.00015264,9,0
exp_n382,0.000156803,3,3
exp_n382,0.000162714,5,0
exp_n382,0.000172444,9,1
exp_n382,0.000186184,10,10
exp_n382,0.000196511,10,5
exp_n382,0.000218282,9,0
exp_n382,0.000226219,9,0
exp_n382,0.000227001,9,0
exp_n382,0.000232927,5,0
exp_n382,0.000235722,10,6
exp_n382,0.000244812,10,9
exp_n382,0.000258206,3,3
exp_n382,0.000303614,5,5
exp_n382,0.00032331,5,0
exp_n382,0.000346387,3,3
exp_n383,0,285,0
exp_n383,6.93E-05,5,0
exp_n383,6.94E-05,9,2
exp_n383,7.16E-05,5,2
exp_n383,7.17E-05,9,6
exp_n383,7.40E-05,9,8
exp_n383,7.80E-05,10,5
exp_n383,8.63E-05,10,3
exp_n383,8.78E-05,5,5
exp_n383,0.000117133,10,3
exp_n383,0.000123181,10,3
exp_n383,0.000125204,5,0
exp_n383,0.000129998,3,0
exp_n383,0.000138027,10,5
exp_n383,0.000138584,5,3
exp_n383,0.000140634,5,2
exp_n383,0.000141066,9,0
exp_n383,0.000141242,5,3
exp_n383,0.000144315,3,2
exp_n383,0.000145008,9,8
exp_n383,0.000145913,5,3
exp_n383,0.000147942,5,0
exp_n383,0.000148905,9,4
exp_n383,0.000150026,10,2
exp_n383,0.000169359,5,0
exp_n383,0.000170827,3,2
exp_n383,0.000171045,3,3
exp_n383,0.000175935,9,0
exp_n383,0.000181612,10,10
exp_n383,0.00019057,10,8
exp_n383,0.000213311,10,8
exp_n383,0.000250357,3,3
exp_n383,0.000261803,9,0
exp_n383,0.000263072,10,5
exp_n383,0.000282452,9,2
exp_n383,0.000288029,5,5
exp_n383,0.000384215,5,0
exp_n383,0.000431926,5,2
exp_n383,0.000514424,9,1
exp_n384,0,285,0
exp_n384,7.25E-05,9,3
exp_n384,7.26E-05,5,0
