set,Dose,N,Effect
exp_n1000,8.75E-05,9,2
exp_n1000,8.77E-05,5,3
exp_n1000,9.31E-05,9,9
exp_n1000,9.63E-05,10,4
exp_n1000,0.000100729,5,5
exp_n1000,0.00010573,10,6
exp_n1000,0.000135795,10,2
exp_n1000,0.000142833,3,0
exp_n1000,0.000144421,10,5
exp_n1000,0.000145927,5,0
exp_n1000,0.000148074,5,2
exp_n1000,0.000152553,9,0
exp_n1000,0.000162659,5,0
exp_n1000,0.000167992,10,3
exp_n1000,0.000172316,3,1
exp_n1000,0.000173452,9,3
exp_n1000,0.000174084,10,3
exp_n1000,0.000178003,5,5
exp_n1000,0.000187345,5,5
exp_n1000,0.000189524,5,3
exp_n1000,0.000191942,5,0
exp_n1000,0.000199873,3,2
exp_n1000,0.000201604,9,1
exp_n1000,0.000207616,9,8
exp_n1000,0.00021911,5,0
exp_n1000,0.000222655,10,8
exp_n1000,0.000252699,10,10
exp_n1000,0.000253043,9,0
exp_n1000,0.000285376,3,2
exp_n1000,0.000288031,9,1
exp_n1000,0.000289692,3,3
exp_n1000,0.000293738,10,3
exp_n1000,0.000296808,10,9
exp_n1000,0.00032181,5,5
exp_n1000,0.000357679,5,2
exp_n1000,0.000438422,9,5
exp_n101,0,285,0
exp_n101,7.47E-05,9,4
exp_n101,7.48E-05,5,0
exp_n101,7.79E-05,5,1
exp_n101,7.81E-05,9,7
exp_n101,8.15E-05,9,9
exp_n101,8.85E-05,10,5
exp_n101,9.22E-05,5,5
exp_n101,9.90E-05,10,6
exp_n101,0.000134254,5,2
exp_n101,0.0001376,5,0
exp_n101,0.000142426,10,3
exp_n101,0.000142565,10,1
exp_n101,0.0001449,3,0
exp_n101,0.000146927,9,0
exp_n101,0.000149273,3,2
exp_n101,0.000150305,10,3
exp_n101,0.000150371,10,2
exp_n101,0.000156402,9,2
exp_n101,0.000162884,5,1
exp_n101,0.000164786,5,4
exp_n101,0.000168466,5,0
exp_n101,0.000168727,9,3
exp_n101,0.000171374,5,4
exp_n101,0.000187231,9,0
exp_n101,0.000190395,9,2
exp_n101,0.000190973,3,3
exp_n101,0.000198798,5,0
exp_n101,0.000209457,10,10
exp_n101,0.000223143,10,7
exp_n101,0.000230588,3,3
exp_n101,0.000242157,10,10
exp_n101,0.000272265,9,0
exp_n101,0.000283922,5,5
exp_n101,0.000292842,5,0
exp_n101,0.000301419,10,5
exp_n101,0.000347701,9,1
exp_n101,0.000382966,3,3
exp_n101,0.000442011,5,1
exp_n102,0,285,0
exp_n102,6.61E-05,9,6
exp_n102,6.62E-05,5,0
exp_n102,6.76E-05,5,2
exp_n102,6.76E-05,9,5
exp_n102,6.91E-05,9,9
exp_n102,7.29E-05,10,3
exp_n102,7.90E-05,10,6
exp_n102,8.50E-05,5,5
exp_n102,0.000112912,5,0
exp_n102,0.000114993,3,0
exp_n102,0.000115238,10,2
exp_n102,0.000119092,10,1
exp_n102,0.000128158,5,2
exp_n102,0.000132664,5,5
exp_n102,0.000134628,10,1
exp_n102,0.000137723,5,0
exp_n102,0.000139725,9,3
exp_n102,0.000142456,10,4
exp_n102,0.000145145,3,1
exp_n102,0.000147453,9,0
exp_n102,0.000147614,5,3
exp_n102,0.000161679,9,9
exp_n102,0.000162289,5,2
exp_n102,0.000165616,5,0
exp_n102,0.000172346,10,10
exp_n102,0.000174831,5,0
exp_n102,0.000176535,9,2
exp_n102,0.000180605,10,7
exp_n102,0.000181914,3,3
exp_n102,0.000193566,9,2
exp_n102,0.000197217,5,1
exp_n102,0.000202704,9,2
exp_n102,0.000214409,3,3
exp_n102,0.000220235,10,4
exp_n102,0.000228133,5,5
exp_n102,0.000231307,10,9
exp_n102,0.000235185,9,0
exp_n102,0.000295176,3,3
exp_n103,0,285,0
exp_n103,6.74E-05,9,3
exp_n103,6.74E-05,5,0
exp_n103,6.91E-05,5,0
exp_n103,6.91E-05,9,4
exp_n103,7.07E-05,9,9
exp_n103,7.57E-05,10,7
exp_n103,8.19E-05,10,3
exp_n103,8.20E-05,5,5
exp_n103,0.000116209,10,0
exp_n103,0.000123438,5,0
exp_n103,0.000129289,5,2
exp_n103,0.000130009,3,0
exp_n103,0.000133451,10,5
exp_n103,0.000134807,5,4
exp_n103,0.000135532,9,0
exp_n103,0.000136902,10,5
exp_n103,0.000138428,9,6
exp_n103,0.000139044,5,0
exp_n103,0.000142871,10,1
exp_n103,0.000148537,3,1
exp_n103,0.000149265,5,5
exp_n103,0.000156509,5,0
exp_n103,0.000160901,9,1
exp_n103,0.00016447,5,4
exp_n103,0.000170568,10,10
exp_n103,0.00017384,3,2
exp_n103,0.000174654,5,0
exp_n103,0.000177697,9,7
exp_n103,0.000184362,5,5
exp_n103,0.00019189,10,9
exp_n103,0.000194212,3,1
exp_n103,0.000220873,9,1
exp_n103,0.000233929,9,0
exp_n103,0.000249538,10,10
exp_n103,0.000251262,9,2
exp_n103,0.000286598,10,4
exp_n103,0.000358876,5,0
exp_n103,0.0005117,3,3
exp_n104,0,285,0
exp_n104,6.97E-05,9,1
exp_n104,6.97E-05,5,0
exp_n104,7.17E-05,9,4
exp_n104,7.18E-05,5,1
exp_n104,7.38E-05,9,7
exp_n104,7.53E-05,10,5
exp_n104,7.99E-05,10,3
exp_n104,8.33E-05,5,5
exp_n104,0.000118459,10,4
exp_n104,0.000121933,5,0
exp_n104,0.000126312,3,0
exp_n104,0.000127261,10,1
exp_n104,0.000128207,5,0
exp_n104,0.000135455,5,2
exp_n104,0.000136871,9,0
exp_n104,0.000141208,5,3
exp_n104,0.000142092,3,2
exp_n104,0.000150141,10,3
exp_n104,0.000151582,9,2
exp_n104,0.000151654,10,3
exp_n104,0.000155607,5,4
exp_n104,0.000156507,5,1
exp_n104,0.000162931,9,1
exp_n104,0.000168933,9,3
exp_n104,0.000169199,5,0
exp_n104,0.000172447,5,1
exp_n104,0.000173673,3,2
exp_n104,0.00018067,10,6
exp_n104,0.000191273,9,0
exp_n104,0.000193567,10,10
exp_n104,0.00022091,3,1
exp_n104,0.000245088,5,5
exp_n104,0.000253371,9,0
exp_n104,0.000267599,10,10
exp_n104,0.000274031,10,6
exp_n104,0.000345408,5,0
exp_n104,0.00036794,9,2
exp_n104,0.000400422,3,3
exp_n105,0,285,0
exp_n105,6.82E-05,9,4
exp_n105,6.82E-05,5,0
exp_n105,7.02E-05,5,1
exp_n105,7.02E-05,9,6
exp_n105,7.22E-05,9,9
exp_n105,7.91E-05,5,5
exp_n105,8.05E-05,10,7
exp_n105,8.25E-05,10,5
exp_n105,0.00011591,5,0
exp_n105,0.000117813,10,1
exp_n105,0.000124007,5,1
exp_n105,0.000124776,10,4
exp_n105,0.000130006,3,0
exp_n105,0.000130268,9,0
exp_n105,0.000135813,10,3
exp_n105,0.000140855,5,4
exp_n105,0.000146329,5,5
exp_n105,0.000147242,9,4
exp_n105,0.000149003,10,1
exp_n105,0.000150252,9,0
exp_n105,0.000150313,3,0
exp_n105,0.000151265,5,3
exp_n105,0.000152201,9,8
exp_n105,0.000163613,5,0
exp_n105,0.000177539,5,0
exp_n105,0.000185214,5,0
exp_n105,0.000187311,10,7
exp_n105,0.000189268,3,3
exp_n105,0.000193966,10,10
exp_n105,0.000202234,3,3
exp_n105,0.000210609,9,2
exp_n105,0.000213822,5,5
exp_n105,0.000216902,3,3
exp_n105,0.00022124,9,0
exp_n105,0.000233445,10,8
exp_n105,0.000241468,10,3
exp_n105,0.000315508,9,1
exp_n105,0.000462705,5,0
exp_n106,0,285,0
exp_n106,6.65E-05,5,0
exp_n106,6.66E-05,9,6
exp_n106,6.81E-05,9,3
exp_n106,6.82E-05,5,1
exp_n106,6.97E-05,9,8
exp_n106,7.14E-05,10,3
exp_n106,7.53E-05,10,4
exp_n106,7.72E-05,5,5
exp_n106,0.000115437,5,0
exp_n106,0.000117332,10,4
exp_n106,0.000121271,5,1
exp_n106,0.000121685,10,2
exp_n106,0.000124453,5,4
exp_n106,0.000126423,3,3
exp_n106,0.000135883,5,5
exp_n106,0.00013803,9,5
exp_n106,0.000140287,10,2
exp_n106,0.000140391,9,0
exp_n106,0.000142322,5,4
exp_n106,0.000146784,3,1
exp_n106,0.000148141,5,0
exp_n106,0.000149431,9,4
exp_n106,0.000151602,10,4
exp_n106,0.000151632,9,3
exp_n106,0.000157535,5,0
exp_n106,0.000167503,9,1
exp_n106,0.000181727,10,10
exp_n106,0.000188056,10,9
exp_n106,0.000189325,3,3
exp_n106,0.000203385,9,2
exp_n106,0.000203791,5,0
exp_n106,0.000204804,10,5
exp_n106,0.000220783,5,0
exp_n106,0.000222804,9,0
exp_n106,0.000222961,10,10
exp_n106,0.000258336,3,3
exp_n106,0.000263053,5,5
exp_n106,0.000266312,3,3
exp_n107,0,285,0
exp_n107,7.14E-05,9,4
exp_n107,7.15E-05,5,0
exp_n107,7.38E-05,5,2
exp_n107,7.38E-05,9,5
exp_n107,7.64E-05,9,9
exp_n107,7.87E-05,10,7
exp_n107,8.21E-05,5,5
exp_n107,9.32E-05,10,4
exp_n107,0.000125295,10,1
exp_n107,0.000125967,5,0
exp_n107,0.000126448,10,5
exp_n107,0.000127481,3,1
exp_n107,0.00013265,5,0
exp_n107,0.000139772,3,1
exp_n107,0.000140339,9,0
exp_n107,0.000141668,10,1
exp_n107,0.000144701,5,0
exp_n107,0.000148582,5,3
exp_n107,0.00015346,5,5
exp_n107,0.000158346,10,2
exp_n107,0.000162779,5,4
exp_n107,0.000164599,9,5
exp_n107,0.000170199,3,3
exp_n107,0.000170909,9,7
exp_n107,0.000187413,5,0
exp_n107,0.00018925,9,4
exp_n107,0.000193979,9,0
exp_n107,0.000200838,10,10
exp_n107,0.000203355,10,6
exp_n107,0.000212031,3,3
exp_n107,0.000218245,10,4
exp_n107,0.000243589,9,0
exp_n107,0.000249547,3,3
exp_n107,0.000252129,5,5
exp_n107,0.000305517,9,2
exp_n107,0.000313067,5,0
exp_n107,0.000315695,10,9
exp_n107,0.000401091,5,1
exp_n108,0,285,0
exp_n108,7.62E-05,5,0
exp_n108,7.63E-05,9,5
exp_n108,7.95E-05,9,4
exp_n108,7.96E-05,5,1
exp_n108,8.30E-05,9,9
exp_n108,8.73E-05,10,6
exp_n108,9.57E-05,10,4
exp_n108,0.000105588,5,5
exp_n108,0.000136344,10,4
exp_n108,0.000137205,5,0
exp_n108,0.000142536,3,2
exp_n108,0.000143045,10,1
exp_n108,0.000143558,5,0
exp_n108,0.000147466,9,0
exp_n108,0.000152915,5,3
exp_n108,0.000159808,5,0
exp_n108,0.000159892,10,1
exp_n108,0.000161186,3,1
exp_n108,0.000162648,10,2
exp_n108,0.000166087,5,5
exp_n108,0.000178311,9,1
exp_n108,0.000179478,5,0
exp_n108,0.000180123,9,5
exp_n108,0.000182895,5,2
exp_n108,0.000193195,9,0
exp_n108,0.000198774,10,10
exp_n108,0.000216873,3,3
exp_n108,0.000221282,5,1
exp_n108,0.000226942,10,8
exp_n108,0.000240485,9,1
exp_n108,0.000248515,10,9
exp_n108,0.000253688,3,3
exp_n108,0.000256466,3,3
exp_n108,0.000265728,10,5
exp_n108,0.000285157,9,0
exp_n108,0.000293195,9,1
exp_n108,0.000319407,5,5
exp_n108,0.000418188,5,0
exp_n109,0,285,0
exp_n109,6.71E-05,5,0
exp_n109,6.71E-05,9,5
exp_n109,6.86E-05,9,2
exp_n109,6.86E-05,5,2
exp_n109,7.01E-05,9,9
exp_n109,7.92E-05,5,5
exp_n109,8.23E-05,10,7
exp_n109,8.60E-05,10,5
exp_n109,0.000125226,5,0
exp_n109,0.000126175,10,1
exp_n109,0.000128194,3,1
exp_n109,0.000130472,10,4
exp_n109,0.000136047,5,3
exp_n109,0.000137853,5,1
exp_n109,0.000139018,5,4
exp_n109,0.000140731,10,3
exp_n109,0.000142735,9,0
exp_n109,0.00014288,10,6
exp_n109,0.000143631,9,3
exp_n109,0.000144144,5,5
exp_n109,0.000145044,9,6
exp_n109,0.000146511,5,0
exp_n109,0.000156054,3,1
exp_n109,0.000157335,5,0
exp_n109,0.000177414,10,10
exp_n109,0.000177947,5,2
exp_n109,0.000184721,9,0
exp_n109,0.000190667,10,9
exp_n109,0.000191582,3,2
exp_n109,0.00019394,10,9
exp_n109,0.000217112,5,5
exp_n109,0.000226288,9,0
exp_n109,0.000242929,3,2
exp_n109,0.000279931,10,4
exp_n109,0.000307947,9,2
exp_n109,0.000356337,3,3
exp_n109,0.000451918,5,0
exp_n109,0.000507283,9,0
exp_n11,0,285,0
exp_n11,6.68E-05,9,5
exp_n11,6.69E-05,5,0
exp_n11,6.83E-05,9,5
exp_n11,6.84E-05,5,1
exp_n11,7.01E-05,9,9
exp_n11,7.09E-05,5,5
exp_n11,7.91E-05,10,5
exp_n11,8.91E-05,10,7
exp_n11,0.000105821,5,0
exp_n11,0.000117819,10,1
exp_n11,0.000122027,5,2
exp_n11,0.000122962,3,1
exp_n11,0.00012726,10,1
exp_n11,0.000127505,10,2
exp_n11,0.000132605,9,0
exp_n11,0.000133991,5,0
exp_n11,0.000136602,5,5
exp_n11,0.000138042,10,6
exp_n11,0.000139076,5,5
exp_n11,0.000141158,3,1
exp_n11,0.000142982,5,0
exp_n11,0.000144879,9,3
exp_n11,0.000144919,5,0
exp_n11,0.00014939,9,3
exp_n11,0.000160983,9,0
exp_n11,0.00017601,10,9
exp_n11,0.000182613,3,3
exp_n11,0.000183885,10,10
exp_n11,0.000203644,10,9
exp_n11,0.000216638,5,5
exp_n11,0.000217775,3,2
exp_n11,0.000231043,9,0
exp_n11,0.000232575,10,5
exp_n11,0.000236336,5,0
exp_n11,0.000317434,5,1
exp_n11,0.000343743,3,3
exp_n11,0.000359269,9,0
exp_n11,0.000497473,9,0
exp_n110,0,285,0
exp_n110,8.26E-05,9,4
exp_n110,8.27E-05,5,0
exp_n110,8.80E-05,9,4
exp_n110,8.80E-05,5,3
exp_n110,9.34E-05,9,9
exp_n110,9.45E-05,10,3
exp_n110,0.000101557,10,4
exp_n110,0.000110069,5,5
exp_n110,0.000132809,10,5
exp_n110,0.000140328,5,0
exp_n110,0.000140791,10,3
exp_n110,0.00014478,5,1
exp_n110,0.000150469,3,1
exp_n110,0.000162369,10,5
exp_n110,0.000164273,9,0
exp_n110,0.000169711,3,0
exp_n110,0.000171633,9,5
exp_n110,0.000172846,10,3
exp_n110,0.000174137,5,5
exp_n110,0.000175151,5,0
exp_n110,0.000179436,5,3
exp_n110,0.000181244,5,3
exp_n110,0.000185328,3,3
exp_n110,0.000191603,5,0
exp_n110,0.000211646,10,8
exp_n110,0.000216669,9,6
exp_n110,0.000230916,9,2
exp_n110,0.000242509,9,0
exp_n110,0.000245782,10,10
exp_n110,0.000254259,9,0
exp_n110,0.000263453,3,3
exp_n110,0.000266492,5,5
exp_n110,0.000272842,10,6
exp_n110,0.000276921,5,0
exp_n110,0.000326773,10,4
exp_n110,0.000364702,9,0
exp_n110,0.000431781,3,3
exp_n110,0.000431926,5,0
exp_n111,0,285,0
exp_n111,6.99E-05,9,7
exp_n111,6.99E-05,5,0
exp_n111,7.19E-05,5,2
exp_n111,7.19E-05,9,4
exp_n111,7.40E-05,9,9
exp_n111,7.89E-05,10,8
exp_n111,8.82E-05,10,3
exp_n111,8.86E-05,5,5
exp_n111,0.000119686,10,4
exp_n111,0.000119839,10,1
exp_n111,0.00012199,5,1
exp_n111,0.000122077,5,4
exp_n111,0.000124347,5,0
exp_n111,0.000129012,5,0
exp_n111,0.000132649,3,0
exp_n111,0.000138475,9,0
exp_n111,0.000142257,3,0
exp_n111,0.000143757,5,3
exp_n111,0.000145369,5,5
exp_n111,0.000145583,10,4
exp_n111,0.000159206,10,5
exp_n111,0.00016796,9,2
exp_n111,0.000175092,5,0
exp_n111,0.000181555,3,3
exp_n111,0.000187002,9,5
exp_n111,0.000191556,10,10
exp_n111,0.000197489,5,5
exp_n111,0.000198567,9,2
exp_n111,0.000202916,10,8
exp_n111,0.000207032,5,0
exp_n111,0.000220621,9,0
exp_n111,0.000238081,10,5
exp_n111,0.000248944,9,4
exp_n111,0.000249168,3,3
exp_n111,0.000251695,9,2
exp_n111,0.000254746,10,9
exp_n111,0.000275553,3,3
exp_n111,0.000278043,5,1
exp_n112,0,285,0
exp_n112,6.92E-05,9,6
exp_n112,6.93E-05,5,0
exp_n112,7.14E-05,5,1
exp_n112,7.14E-05,9,5
exp_n112,7.37E-05,9,9
exp_n112,7.77E-05,10,4
exp_n112,8.37E-05,5,5
exp_n112,8.58E-05,10,4
exp_n112,0.000113403,10,7
exp_n112,0.000120228,10,1
exp_n112,0.000123651,5,1
exp_n112,0.00012478,5,0
exp_n112,0.000128188,3,0
exp_n112,0.000134287,9,3
exp_n112,0.00013774,9,0
exp_n112,0.000138981,5,4
exp_n112,0.000145476,10,1
exp_n112,0.000147999,3,2
exp_n112,0.000148671,5,0
exp_n112,0.000149776,5,5
exp_n112,0.000149908,9,2
exp_n112,0.000151337,10,1
exp_n112,0.0001603,5,4
exp_n112,0.000172708,9,0
exp_n112,0.000176493,3,3
exp_n112,0.000182988,5,0
exp_n112,0.000184533,10,7
exp_n112,0.000191928,10,10
exp_n112,0.000207768,5,0
exp_n112,0.000228278,9,1
exp_n112,0.000229849,3,2
exp_n112,0.000231694,10,7
exp_n112,0.000236437,9,0
exp_n112,0.000238527,9,2
exp_n112,0.000241432,10,8
exp_n112,0.000245949,5,5
exp_n112,0.00029745,3,3
exp_n112,0.000339439,5,0
exp_n113,0,285,0
exp_n113,7.02E-05,5,0
exp_n113,7.03E-05,9,3
exp_n113,7.24E-05,5,2
exp_n113,7.26E-05,9,5
exp_n113,7.49E-05,9,9
exp_n113,8.40E-05,10,3
exp_n113,8.45E-05,5,5
exp_n113,8.81E-05,10,5
exp_n113,0.000120951,10,3
exp_n113,0.000130414,5,0
exp_n113,0.000130718,5,0
exp_n113,0.000131618,10,1
exp_n113,0.000131718,5,1
exp_n113,0.000134253,3,1
exp_n113,0.000146116,5,4
exp_n113,0.000146679,9,0
exp_n113,0.000147602,10,0
exp_n113,0.000149974,9,4
exp_n113,0.000153404,5,5
exp_n113,0.000155166,10,2
exp_n113,0.000161726,5,0
exp_n113,0.000161921,3,0
exp_n113,0.000165922,3,2
exp_n113,0.000168025,9,5
exp_n113,0.000174945,10,10
exp_n113,0.000176027,5,3
exp_n113,0.000179753,9,0
exp_n113,0.000199926,10,5
exp_n113,0.000204365,10,10
exp_n113,0.000213737,10,6
exp_n113,0.000218548,5,5
exp_n113,0.00022032,9,0
exp_n113,0.000234596,9,0
exp_n113,0.000235522,3,3
exp_n113,0.000263829,5,1
exp_n113,0.000289959,5,0
exp_n113,0.000357324,3,3
exp_n113,0.00037142,9,2
exp_n114,0,285,0
exp_n114,6.72E-05,9,4
exp_n114,6.73E-05,5,0
exp_n114,6.88E-05,5,0
exp_n114,6.90E-05,9,5
exp_n114,7.09E-05,9,7
exp_n114,7.80E-05,10,4
exp_n114,8.01E-05,10,5
exp_n114,8.25E-05,5,5
exp_n114,0.00011706,3,0
exp_n114,0.000119438,10,2
exp_n114,0.000123237,5,0
exp_n114,0.00012741,10,4
exp_n114,0.00013595,5,2
exp_n114,0.000139628,5,0
exp_n114,0.000141252,5,5
exp_n114,0.000144503,3,1
exp_n114,0.000145533,10,5
exp_n114,0.00014778,9,4
exp_n114,0.000150553,5,4
exp_n114,0.000151137,10,1
exp_n114,0.000151966,9,0
exp_n114,0.000152799,9,8
exp_n114,0.000153865,5,5
exp_n114,0.00017453,5,0
exp_n114,0.000175353,3,3
exp_n114,0.00017612,9,2
exp_n114,0.000183163,10,10
exp_n114,0.000200157,10,9
exp_n114,0.000203797,10,3
exp_n114,0.000212487,9,4
exp_n114,0.000228169,9,0
exp_n114,0.000232192,3,1
exp_n114,0.000234439,5,5
exp_n114,0.000238407,9,0
exp_n114,0.000243911,5,0
exp_n114,0.000254016,3,3
exp_n114,0.000262142,10,8
exp_n114,0.000349335,5,2
exp_n115,0,285,0
exp_n115,7.00E-05,9,6
exp_n115,7.00E-05,5,0
exp_n115,7.23E-05,9,2
exp_n115,7.23E-05,5,0
exp_n115,7.48E-05,9,9
exp_n115,8.27E-05,10,2
exp_n115,8.42E-05,5,5
exp_n115,8.47E-05,10,5
exp_n115,0.000117443,10,3
exp_n115,0.00011849,5,0
exp_n115,0.000126584,3,0
exp_n115,0.000132062,10,2
exp_n115,0.000132216,5,0
exp_n115,0.000138066,9,0
exp_n115,0.000140139,5,4
exp_n115,0.000143338,10,2
exp_n115,0.000144037,5,0
exp_n115,0.000150442,9,4
exp_n115,0.000151064,3,1
exp_n115,0.000151828,5,5
exp_n115,0.000159371,10,3
exp_n115,0.00016137,5,5
exp_n115,0.000167101,10,10
exp_n115,0.000167375,9,0
exp_n115,0.000169208,5,0
exp_n115,0.000178408,9,8
exp_n115,0.000184251,3,3
exp_n115,0.000212843,10,8
exp_n115,0.000219289,10,10
exp_n115,0.00022957,10,5
exp_n115,0.000234236,9,0
exp_n115,0.00024025,9,1
exp_n115,0.000255707,3,2
exp_n115,0.0002661,5,5
exp_n115,0.000268327,5,1
exp_n115,0.000392904,3,3
exp_n115,0.000421617,9,3
exp_n115,0.00052378,5,0
exp_n116,0,285,0
exp_n116,7.57E-05,9,6
exp_n116,7.57E-05,5,0
exp_n116,7.93E-05,9,1
exp_n116,7.94E-05,5,1
exp_n116,8.34E-05,9,8
exp_n116,8.47E-05,10,5
exp_n116,8.68E-05,10,4
exp_n116,9.00E-05,5,5
exp_n116,0.000125705,10,1
exp_n116,0.000125765,5,0
exp_n116,0.000126353,10,3
exp_n116,0.000137962,3,0
exp_n116,0.000139578,5,0
exp_n116,0.000140433,10,1
exp_n116,0.000150389,3,0
exp_n116,0.000150843,5,4
exp_n116,0.000153068,9,0
exp_n116,0.00015582,10,3
exp_n116,0.000170943,5,0
exp_n116,0.000171603,5,5
exp_n116,0.000174647,9,7
exp_n116,0.000181994,9,1
exp_n116,0.000183236,5,4
exp_n116,0.000184525,5,0
exp_n116,0.000190403,9,0
exp_n116,0.000191162,10,8
exp_n116,0.000202813,10,10
exp_n116,0.000206717,3,3
exp_n116,0.00021295,5,0
exp_n116,0.000223981,9,0
exp_n116,0.000230449,3,3
exp_n116,0.000234682,10,10
exp_n116,0.000250402,5,5
exp_n116,0.000304135,10,7
exp_n116,0.000371275,5,0
exp_n116,0.000374282,3,3
exp_n116,0.000409685,9,0
exp_n116,0.000435509,9,3
exp_n117,0,285,0
exp_n117,6.90E-05,9,5
exp_n117,6.90E-05,5,0
exp_n117,7.12E-05,9,5
exp_n117,7.12E-05,5,1
exp_n117,7.34E-05,9,9
exp_n117,7.61E-05,10,3
exp_n117,8.35E-05,5,5
exp_n117,8.79E-05,10,5
exp_n117,0.000121155,10,0
exp_n117,0.000128419,3,0
exp_n117,0.000132371,5,0
exp_n117,0.000133753,10,3
exp_n117,0.000136032,5,0
exp_n117,0.000136723,5,1
exp_n117,0.000138877,5,4
exp_n117,0.000142796,10,3
exp_n117,0.000144013,9,0
exp_n117,0.000144284,5,5
exp_n117,0.000150643,9,3
exp_n117,0.000151917,3,2
exp_n117,0.000154036,10,4
exp_n117,0.000165602,5,4
exp_n117,0.000171745,9,5
exp_n117,0.000178843,9,1
exp_n117,0.000179049,5,0
exp_n117,0.000179471,3,2
exp_n117,0.000187463,10,6
exp_n117,0.000206456,10,10
exp_n117,0.000216996,9,1
exp_n117,0.00022317,10,10
exp_n117,0.000238274,9,0
exp_n117,0.000238577,5,0
exp_n117,0.000249718,3,2
exp_n117,0.000252388,3,3
exp_n117,0.00025873,5,5
exp_n117,0.000273312,10,2
exp_n117,0.000332943,5,1
exp_n117,0.00037326,9,0
exp_n118,0,285,0
exp_n118,8.27E-05,5,0
exp_n118,8.28E-05,9,4
exp_n118,8.79E-05,9,3
exp_n118,8.81E-05,5,2
exp_n118,8.93E-05,10,5
exp_n118,9.35E-05,9,8
