"Dataset Index","Dose","N","Effect"
"exp_n37",0.833772758547405,30,3
"exp_n37",0.839061250118364,30,7
"exp_n37",0.844609121785614,1,0
"exp_n37",0.844639020031965,30,1
"exp_n37",0.847700645959686,30,24
"exp_n37",0.851623554377347,30,3
"exp_n37",0.867062126660785,4,0
"exp_n37",0.873756519515327,4,0
"exp_n37",0.885683937807353,30,30
"exp_n37",0.888284858407509,30,2
"exp_n37",0.907593902100716,73,0
"exp_n37",0.908965438033653,30,3
"exp_n37",0.909943294256591,30,1
"exp_n37",0.910078482490964,17,1
"exp_n37",0.937851118172761,36,2
"exp_n37",0.943956548887739,30,29
"exp_n37",0.945015427724818,2,1
"exp_n37",0.9512581702183,30,21
"exp_n37",1.00008599022038,30,10
"exp_n37",1.00239921239898,30,15
"exp_n37",1.00405969799261,30,27
"exp_n37",1.01198209797189,30,14
"exp_n37",1.02158788507445,30,19
"exp_n37",1.06034760155629,30,27
"exp_n37",1.09466176283721,4,3
"exp_n370",0,30,0
"exp_n370",0.666471608997605,30,7
"exp_n370",0.695679766596966,30,21
"exp_n370",0.695931217631153,2,0
"exp_n370",0.718208676246165,30,8
"exp_n370",0.738158319208822,71,0
"exp_n370",0.738792929967282,2,0
"exp_n370",0.744231871318671,30,6
"exp_n370",0.756911275486415,30,23
"exp_n370",0.760832845697018,30,12
"exp_n370",0.763202914286615,3,3
"exp_n370",0.778628326607989,30,1
"exp_n370",0.78841358685028,5,0
"exp_n370",0.792824880844547,3,0
"exp_n370",0.808378152726706,30,20
"exp_n370",0.815680454792576,30,3
"exp_n370",0.823531044919721,30,1
"exp_n370",0.824433347804996,30,6
"exp_n370",0.825255167412153,1,0
"exp_n370",0.848440181331197,30,23
"exp_n370",0.863747481518022,30,0
"exp_n370",0.868137179387466,4,0
"exp_n370",0.874702208961165,30,1
"exp_n370",0.886819633788082,73,0
"exp_n370",0.890860406234628,17,2
"exp_n370",0.892920998036361,4,0
"exp_n370",0.893599617944226,30,2
"exp_n370",0.912895476885072,36,2
"exp_n370",0.931614958429952,30,30
"exp_n370",0.946489495702933,30,10
"exp_n370",0.951634119694015,30,28
"exp_n370",0.953709585081662,2,1
"exp_n370",1.00004964615316,30,14
"exp_n370",1.00025785437716,30,20
"exp_n370",1.00078371807546,30,15
"exp_n370",1.00570349908427,30,27
"exp_n370",1.02198035404853,30,19
"exp_n370",1.06166628364208,30,29
"exp_n370",1.11978556202288,4,1
"exp_n371",0,30,0
"exp_n371",0.682868737815334,30,21
"exp_n371",0.683822927189218,2,0
"exp_n371",0.700564240060165,30,18
"exp_n371",0.706247343673834,3,0
"exp_n371",0.707523025489269,30,6
"exp_n371",0.728769492235859,2,0
"exp_n371",0.737344575163995,71,0
"exp_n371",0.73996625728486,3,3
"exp_n371",0.744559984795041,30,9
"exp_n371",0.746706475541219,30,5
"exp_n371",0.759571440767173,30,7
"exp_n371",0.771082829142467,30,23
"exp_n371",0.796561715883165,4,0
"exp_n371",0.798713713867049,30,26
"exp_n371",0.805144896976573,4,0
"exp_n371",0.810686774080713,30,30
"exp_n371",0.822727353456221,30,1
"exp_n371",0.825897111709793,30,8
"exp_n371",0.831531378794415,1,0
"exp_n371",0.868607887461075,30,3
"exp_n371",0.872763558247482,5,0
"exp_n371",0.877442847598241,30,3
"exp_n371",0.879567430929466,30,30
"exp_n371",0.903679655858456,30,6
"exp_n371",0.911315019638471,30,1
"exp_n371",0.911800068068736,73,0
"exp_n371",0.912734430444716,30,2
"exp_n371",0.914359356326247,17,4
"exp_n371",0.919712080302247,36,2
"exp_n371",0.921557896563342,30,21
"exp_n371",0.93028961566332,2,2
"exp_n371",0.944872551133673,30,25
"exp_n371",0.955841080828069,30,22
"exp_n371",0.958334547109548,30,20
"exp_n371",0.976066945440048,30,14
"exp_n371",0.982077852925927,30,10
"exp_n371",0.984835371725036,30,30
"exp_n371",1.01444064510479,4,2
"exp_n372",0,30,0
"exp_n372",0.674611204743191,2,0
"exp_n372",0.677423445758737,30,25
"exp_n372",0.692192129524508,30,6
"exp_n372",0.710669806768158,30,20
"exp_n372",0.713984284271679,3,0
"exp_n372",0.733225107809253,71,0
"exp_n372",0.737408620915567,30,6
"exp_n372",0.737814034675716,30,11
"exp_n372",0.739827872197676,2,0
"exp_n372",0.744912206529681,3,3
"exp_n372",0.755930092223618,30,8
"exp_n372",0.776346385069226,30,20
"exp_n372",0.808562323404758,30,27
"exp_n372",0.810610206823554,4,0
"exp_n372",0.816291702458747,4,0
"exp_n372",0.816669324623022,30,0
"exp_n372",0.816971188203419,1,0
"exp_n372",0.819744446516175,30,9
"exp_n372",0.835826890228958,30,30
"exp_n372",0.841918356746186,30,1
"exp_n372",0.84296689303642,5,0
"exp_n372",0.862653098879157,30,0
"exp_n372",0.87713751387938,30,29
"exp_n372",0.8903472897506,30,0
"exp_n372",0.89727399130521,17,0
"exp_n372",0.901296361567071,30,1
"exp_n372",0.903520208876414,73,0
"exp_n372",0.907360522556784,30,3
"exp_n372",0.918305490917829,36,3
"exp_n372",0.927783396941307,30,14
"exp_n372",0.928700142905624,2,2
"exp_n372",0.953134410968782,30,26
"exp_n372",0.963693347192813,30,20
"exp_n372",0.964061673616359,30,21
"exp_n372",0.97257796029524,30,16
"exp_n372",0.97296033181457,30,15
"exp_n372",0.99952838291324,30,29
"exp_n372",1.01377099164574,4,0
"exp_n373",0,30,0
"exp_n373",0.683688181044755,30,23
"exp_n373",0.689665554568536,2,0
"exp_n373",0.700984784694469,30,20
"exp_n373",0.725061142219948,30,8
"exp_n373",0.733538871563418,3,0
"exp_n373",0.742197365345258,2,0
"exp_n373",0.743976554583593,30,11
"exp_n373",0.746310815136939,71,0
"exp_n373",0.747258362096433,30,3
"exp_n373",0.755118437831902,3,3
"exp_n373",0.763462714224895,30,30
"exp_n373",0.768762810993645,30,6
"exp_n373",0.772096746961893,30,18
"exp_n373",0.796675803010533,4,0
"exp_n373",0.796852211942727,30,21
"exp_n373",0.798550567542082,4,0
"exp_n373",0.828558190936339,30,3
"exp_n373",0.829831971943686,1,0
"exp_n373",0.834183016834503,30,3
"exp_n373",0.866198190860096,30,29
"exp_n373",0.878247862571305,5,0
"exp_n373",0.879812098396028,30,2
"exp_n373",0.893076465535165,30,4
"exp_n373",0.908603692395958,30,2
"exp_n373",0.911335538107346,17,1
"exp_n373",0.912688895460571,73,0
"exp_n373",0.920601663765901,36,3
"exp_n373",0.923780881838302,30,2
"exp_n373",0.928902952263999,30,12
"exp_n373",0.931917764710575,30,2
"exp_n373",0.931972219457327,2,1
"exp_n373",0.948340290505888,30,29
"exp_n373",0.958078012162652,30,21
"exp_n373",0.961933258310619,30,16
"exp_n373",0.964650366283559,30,14
"exp_n373",0.967617360420883,30,15
"exp_n373",0.979163372268251,30,30
"exp_n373",0.998580811832278,4,1
"exp_n374",0,30,0
"exp_n374",0.681060647458808,2,0
"exp_n374",0.687966215043727,30,23
"exp_n374",0.705473871726596,30,5
"exp_n374",0.712605913883804,30,21
"exp_n374",0.714964119744,3,0
"exp_n374",0.733303052699531,71,0
"exp_n374",0.738051443027362,3,3
"exp_n374",0.74035611808285,30,5
"exp_n374",0.740373140891915,2,0
"exp_n374",0.744710703812459,30,6
"exp_n374",0.768816043500062,30,12
"exp_n374",0.78311228195047,30,21
"exp_n374",0.796833230528985,30,26
"exp_n374",0.805757030360172,4,0
"exp_n374",0.808408299993336,4,0
"exp_n374",0.826508116472799,1,0
"exp_n374",0.829751990540996,30,30
"exp_n374",0.831394536852794,30,0
"exp_n374",0.834845366047854,30,8
"exp_n374",0.856858405618923,30,1
"exp_n374",0.860144833368919,5,0
"exp_n374",0.876052442836058,30,1
"exp_n374",0.881962022868483,30,28
"exp_n374",0.900466833947107,30,1
"exp_n374",0.903372769711725,73,0
"exp_n374",0.905237410627372,30,0
"exp_n374",0.909161381541307,17,1
"exp_n374",0.919248020674336,36,1
"exp_n374",0.920554860265874,30,0
"exp_n374",0.932662009226841,30,12
"exp_n374",0.938642686050249,2,0
"exp_n374",0.951191946522177,30,29
"exp_n374",0.965228697213165,30,22
"exp_n374",0.969906949197194,30,16
"exp_n374",0.973884881975983,30,17
"exp_n374",0.981311455385521,30,16
"exp_n374",0.995642728276407,30,28
"exp_n374",1.02869736130041,4,1
"exp_n375",0,30,0
"exp_n375",0.714836515628942,2,0
"exp_n375",0.717594091009778,30,24
"exp_n375",0.740112675594031,30,11
"exp_n375",0.745960956532715,30,22
"exp_n375",0.762457011108501,3,0
"exp_n375",0.769617322681166,2,0
"exp_n375",0.775662235462352,71,0
"exp_n375",0.777614514478575,30,12
"exp_n375",0.790688840187906,3,3
"exp_n375",0.791937064556012,30,2
"exp_n375",0.802288055042682,30,9
"exp_n375",0.814413645533205,30,19
"exp_n375",0.826257971276589,30,30
"exp_n375",0.827431287089028,4,0
"exp_n375",0.830441457507589,4,0
"exp_n375",0.83712724776669,30,27
"exp_n375",0.859532403791837,30,2
"exp_n375",0.862081951970721,30,1
"exp_n375",0.864990354378824,1,0
"exp_n375",0.892158259469132,30,3
"exp_n375",0.899636705252105,5,0
"exp_n375",0.909961429797044,30,29
"exp_n375",0.910600335967137,30,2
"exp_n375",0.931149774414845,30,3
"exp_n375",0.94458812804095,30,2
"exp_n375",0.945308529913461,17,1
"exp_n375",0.95438421501906,73,0
"exp_n375",0.956613267645859,36,3
"exp_n375",0.958665120973225,30,0
"exp_n375",0.963109758922859,30,16
"exp_n375",0.965123499921971,2,1
"exp_n375",0.989382220266438,30,29
"exp_n375",1.00172866302111,30,11
"exp_n375",1.00342413075733,30,14
"exp_n375",1.00978526076186,30,19
"exp_n375",1.01411117799816,30,11
"exp_n375",1.03233795139267,30,27
"exp_n375",1.05832744451103,4,0
"exp_n376",0,30,0
"exp_n376",0.684935579143573,30,23
"exp_n376",0.685157191848091,2,0
"exp_n376",0.709844287428982,30,23
"exp_n376",0.71138078412649,30,7
"exp_n376",0.715676063744224,3,0
"exp_n376",0.737666454274555,2,0
"exp_n376",0.74151564183488,30,8
"exp_n376",0.743431598042424,71,0
"exp_n376",0.751457066794425,30,5
"exp_n376",0.758169243972346,3,3
"exp_n376",0.758577732143976,30,12
"exp_n376",0.791258228228881,30,17
"exp_n376",0.800017046058117,4,0
"exp_n376",0.806798148614274,30,30
"exp_n376",0.807366708318623,30,22
"exp_n376",0.821752684393206,4,0
"exp_n376",0.823713249086029,30,5
"exp_n376",0.82518699696861,30,5
"exp_n376",0.831401919708711,1,0
"exp_n376",0.850528879765278,5,0
"exp_n376",0.855763454977074,30,2
"exp_n376",0.875047876134549,30,2
"exp_n376",0.876422168312816,30,29
"exp_n376",0.899440959802069,30,2
"exp_n376",0.909722272464679,30,3
"exp_n376",0.91306286301777,17,2
"exp_n376",0.914814090529913,73,0
"exp_n376",0.918078066865459,36,2
"exp_n376",0.92044044396052,30,0
"exp_n376",0.927996412436044,2,1
"exp_n376",0.929302639761908,30,12
"exp_n376",0.95358576371987,30,28
"exp_n376",0.972788568407887,30,14
"exp_n376",0.974967958755815,30,15
"exp_n376",0.978586053430202,30,20
"exp_n376",0.978612758918122,30,19
"exp_n376",1.00586804801833,30,29
"exp_n376",1.0326345980929,4,0
"exp_n377",0,30,0
"exp_n377",0.696651224461037,30,19
"exp_n377",0.70111780815144,2,0
"exp_n377",0.713472236665389,30,7
"exp_n377",0.724500785231967,30,18
"exp_n377",0.748596431833959,2,0
"exp_n377",0.74927981942062,71,0
"exp_n377",0.752515243688386,30,8
"exp_n377",0.753875587871331,3,0
"exp_n377",0.75615249413281,30,3
"exp_n377",0.762266952047436,3,3
"exp_n377",0.772177719984838,30,10
"exp_n377",0.792963348707348,30,16
"exp_n377",0.807245174826292,30,25
"exp_n377",0.825796400845603,4,0
"exp_n377",0.833056258145209,30,30
"exp_n377",0.834642146651808,30,1
"exp_n377",0.836598430179439,1,0
"exp_n377",0.843062527455977,30,3
"exp_n377",0.845305970535284,4,0
"exp_n377",0.861156569148242,5,0
"exp_n377",0.86777813646707,30,4
"exp_n377",0.877827357732286,30,2
"exp_n377",0.90563662139806,30,30
"exp_n377",0.91115079460249,30,1
"exp_n377",0.912171514800944,17,2
"exp_n377",0.91622948945202,73,0
"exp_n377",0.917425109503632,30,2
"exp_n377",0.925775826240502,30,1
"exp_n377",0.934387269289447,36,0
"exp_n377",0.948109548324517,30,16
"exp_n377",0.949315714472017,2,1
"exp_n377",0.974878703456132,30,25
"exp_n377",0.981375340333285,30,19
"exp_n377",0.982414763716406,30,10
"exp_n377",0.995556779980769,30,16
"exp_n377",0.998787010871581,30,18
"exp_n377",1.0180153467358,30,30
"exp_n377",1.02731795108629,4,1
"exp_n378",0,30,0
"exp_n378",0.690152022789085,2,0
"exp_n378",0.690852060788882,30,22
"exp_n378",0.70519706750493,30,21
"exp_n378",0.705422275901461,30,7
"exp_n378",0.717878546072858,3,0
"exp_n378",0.743160327742159,71,0
"exp_n378",0.743245888199136,2,0
"exp_n378",0.745486401913141,30,4
"exp_n378",0.747917725891706,30,14
"exp_n378",0.751749277931898,3,3
"exp_n378",0.762740865334093,30,3
"exp_n378",0.772918476692287,30,17
"exp_n378",0.791535763459758,30,20
"exp_n378",0.79530239577648,4,0
"exp_n378",0.803593892680891,4,0
"exp_n378",0.827851256088935,30,0
"exp_n378",0.832027964973347,30,4
"exp_n378",0.832735579080181,1,0
"exp_n378",0.839454084157213,30,30
"exp_n378",0.864888322128624,30,4
"exp_n378",0.873391167904142,5,0
"exp_n378",0.875606480749964,30,29
"exp_n378",0.888115797680839,30,2
"exp_n378",0.905966779901276,30,0
"exp_n378",0.911336796082629,30,0
"exp_n378",0.913564015718144,73,0
"exp_n378",0.914160244428503,17,2
"exp_n378",0.928222354438052,36,5
"exp_n378",0.932376390747047,30,0
"exp_n378",0.932909953022683,30,15
"exp_n378",0.935612773426169,2,1
"exp_n378",0.94946552302023,30,27
"exp_n378",0.96334247645941,30,21
"exp_n378",0.977805493049855,30,20
"exp_n378",0.981179354975698,30,13
"exp_n378",0.9852129447554,30,12
"exp_n378",0.997203617808754,30,28
"exp_n378",1.03850753698398,4,1
"exp_n379",0,30,0
"exp_n379",0.692125652455267,2,0
"exp_n379",0.696247343396683,30,20
"exp_n379",0.709325764914713,30,8
"exp_n379",0.724549031570051,30,20
"exp_n379",0.741910596812384,3,0
"exp_n379",0.74357226467169,2,0
"exp_n379",0.748959723278319,3,3
"exp_n379",0.749550922480979,71,0
"exp_n379",0.750952486092503,30,7
"exp_n379",0.751190521124773,30,4
"exp_n379",0.769889108373609,30,11
"exp_n379",0.801331948946362,30,18
"exp_n379",0.817132529531372,30,23
"exp_n379",0.823007964570533,4,0
"exp_n379",0.837775546062178,1,0
"exp_n379",0.837995929721571,30,7
"exp_n379",0.841050469722597,4,0
"exp_n379",0.844371427424098,30,1
"exp_n379",0.86557134349811,30,1
"exp_n379",0.866355429966092,5,0
"exp_n379",0.882528927900513,30,1
"exp_n379",0.885013594907095,30,30
"exp_n379",0.902572314585297,30,28
"exp_n379",0.909734510880912,30,2
"exp_n379",0.912760909473293,30,1
"exp_n379",0.91757904179148,17,2
"exp_n379",0.924624429623718,73,0
"exp_n379",0.929526356982684,36,1
"exp_n379",0.931161699196539,30,0
"exp_n379",0.94537986949018,30,14
"exp_n379",0.949694961236155,2,1
"exp_n379",0.968290396991864,30,28
"exp_n379",0.987987499277491,30,18
"exp_n379",0.989194720978201,30,10
"exp_n379",0.991405836820036,30,18
"exp_n379",0.991910802426535,30,23
"exp_n379",1.02514118784576,30,28
"exp_n379",1.0457992698189,4,0
"exp_n38",0,30,0
"exp_n38",0.693651952654427,2,0
"exp_n38",0.699056979029045,30,27
"exp_n38",0.706627091299329,30,6
"exp_n38",0.722595528032425,3,0
"exp_n38",0.724075785227127,30,20
"exp_n38",0.740139415257654,30,3
"exp_n38",0.745567291889797,30,11
"exp_n38",0.751525160888399,2,0
"exp_n38",0.756020104681225,71,0
"exp_n38",0.759761938721989,3,3
"exp_n38",0.760012919801427,30,9
"exp_n38",0.785759815812775,30,20
"exp_n38",0.804773058191131,4,0
"exp_n38",0.812368189746239,30,24
"exp_n38",0.829302672048694,4,0
"exp_n38",0.834086422901291,30,1
"exp_n38",0.839213119206136,1,0
"exp_n38",0.83934682207233,30,30
"exp_n38",0.841017813323391,30,3
"exp_n38",0.862589452240158,5,0
"exp_n38",0.870750527000106,30,1
"exp_n38",0.878671079663985,30,3
"exp_n38",0.89772212619902,30,29
"exp_n38",0.90464406430759,30,4
"exp_n38",0.908219293337086,73,0
"exp_n38",0.911580951826342,30,4
"exp_n38",0.917522672101618,17,2
"exp_n38",0.921626151719628,30,1
"exp_n38",0.923371420244002,36,4
"exp_n38",0.937344337506212,2,1
"exp_n38",0.940375980905981,30,13
"exp_n38",0.968954292021073,30,29
"exp_n38",0.972829595975389,30,22
"exp_n38",0.976483868226151,30,15
"exp_n38",0.985652813664156,30,11
"exp_n38",0.992112638944708,30,15
"exp_n38",0.999766150648084,30,30
"exp_n38",1.02722454959899,4,0
"exp_n380",0,30,0
"exp_n380",0.709049365731465,30,22
"exp_n380",0.712637588975169,2,0
"exp_n380",0.717959189139869,30,7
"exp_n380",0.750281109095194,30,17
"exp_n380",0.753504186258163,30,5
"exp_n380",0.758576483347142,30,8
"exp_n380",0.762222294054675,71,0
"exp_n380",0.762318349164472,2,0
"exp_n380",0.776012033944512,3,3
"exp_n380",0.779606097028875,3,0
"exp_n380",0.792948713583385,30,7
"exp_n380",0.811817642661063,30,15
"exp_n380",0.84492716228765,4,0
"exp_n380",0.851957985300921,30,27
"exp_n380",0.854587043145214,30,0
"exp_n380",0.855501239521351,1,0
"exp_n380",0.855532693559833,30,5
"exp_n380",0.859553001382863,4,0
"exp_n380",0.86365867664419,5,0
"exp_n380",0.870509732600975,30,3
"exp_n380",0.884021813847088,30,0
"exp_n380",0.887127312981478,30,30
"exp_n380",0.915112161480927,30,2
"exp_n380",0.923850699000785,30,29
"exp_n380",0.927129594703806,30,3
"exp_n380",0.932750502515441,17,3
"exp_n380",0.934656211873888,73,0
"exp_n380",0.939956013844114,30,1
"exp_n380",0.946935055593043,36,1
"exp_n380",0.965495398322705,2,0
"exp_n380",0.973605272563821,30,16
"exp_n380",0.997401385536894,30,29
"exp_n380",1.00618800654801,30,12
"exp_n380",1.01547099225536,30,16
"exp_n380",1.02636659373069,30,23
"exp_n380",1.02702535327261,30,13
"exp_n380",1.05014453776425,30,27
"exp_n380",1.08123249048269,4,2
"exp_n381",0,30,0
"exp_n381",0.696335113716289,30,24
"exp_n381",0.70605390044965,2,0
"exp_n381",0.716055361916673,30,2
"exp_n381",0.729892216265234,30,22
"exp_n381",0.749388720736874,30,3
"exp_n381",0.752547601119659,30,5
"exp_n381",0.754980888053373,3,3
"exp_n381",0.756391819915733,2,0
"exp_n381",0.758206866663165,71,0
"exp_n381",0.758433104618936,3,0
"exp_n381",0.77886625832405,30,7
"exp_n381",0.806121040899554,30,21
"exp_n381",0.811620212231263,30,27
"exp_n381",0.818375107774028,4,0
"exp_n381",0.828905968448476,30,30
"exp_n381",0.840065540038352,30,2
"exp_n381",0.846705250068141,30,6
"exp_n381",0.848699248989486,1,0
"exp_n381",0.852976731110621,4,0
"exp_n381",0.865545448208413,5,0
"exp_n381",0.874312855576909,30,2
"exp_n381",0.886926316987825,30,2
"exp_n381",0.897927510173695,30,30
"exp_n381",0.914137898064353,30,3
"exp_n381",0.92006543321669,30,3
"exp_n381",0.926088316833751,73,0
"exp_n381",0.928392313219418,36,4
"exp_n381",0.930604493845006,17,2
"exp_n381",0.943708858897713,30,1
"exp_n381",0.945206842722598,2,2
"exp_n381",0.948660083572154,30,18
"exp_n381",0.973102510038637,30,28
"exp_n381",0.981089474602892,30,19
"exp_n381",0.987483778827871,30,14
"exp_n381",0.990865563248885,30,22
"exp_n381",0.993649686445514,30,14
"exp_n381",1.02637570279753,30,28
"exp_n381",1.05984766029271,4,1
"exp_n382",0,30,0
"exp_n382",0.686739680331028,30,4
"exp_n382",0.697560327505289,30,20
"exp_n382",0.707029709860985,2,0
"exp_n382",0.733802223517713,30,5
"exp_n382",0.742971460524619,2,0
"exp_n382",0.743855722017078,71,0
"exp_n382",0.750604391967232,30,13
"exp_n382",0.750780437416955,30,19
"exp_n382",0.761654119482592,3,0
"exp_n382",0.765551711387006,3,3
"exp_n382",0.768100366656116,30,9
"exp_n382",0.813830723267318,30,23
"exp_n382",0.816467767174212,30,3
"exp_n382",0.821458863081032,5,0
"exp_n382",0.830509697239324,30,2
"exp_n382",0.838115483479269,1,0
"exp_n382",0.842536853401191,30,0
"exp_n382",0.843825426760539,4,0
"exp_n382",0.845417881049065,30,25
"exp_n382",0.852515931288922,30,3
"exp_n382",0.88286956678223,30,30
"exp_n382",0.887438042309651,30,3
"exp_n382",0.8933989642147,4,0
"exp_n382",0.898492698231784,30,2
"exp_n382",0.903111270095896,30,1
"exp_n382",0.909864963056694,73,0
"exp_n382",0.914125144656783,17,3
"exp_n382",0.930870622739317,36,3
"exp_n382",0.930998374514671,30,29
"exp_n382",0.942364535715095,2,1
"exp_n382",0.950924699584039,30,15
"exp_n382",0.992543377935956,30,28
"exp_n382",0.995405727903372,30,14
"exp_n382",0.999044380858744,30,10
"exp_n382",1.0091380494436,30,19
"exp_n382",1.01078418122254,30,24
"exp_n382",1.03996429739014,30,29
"exp_n382",1.10337069410748,4,2
"exp_n383",0,30,0
"exp_n383",0.696966863981843,30,25
"exp_n383",0.701879106145784,2,0
"exp_n383",0.701970521335532,30,6
"exp_n383",0.730985425823469,30,19
"exp_n383",0.746507238111886,30,10
"exp_n383",0.746848291787931,71,0
"exp_n383",0.748746416809742,2,0
"exp_n383",0.757197191509048,3,3
"exp_n383",0.758385952688582,30,5
"exp_n383",0.758422694198461,3,0
"exp_n383",0.760544007329009,30,8
"exp_n383",0.793213946911584,30,13
"exp_n383",0.822409870284435,4,0
"exp_n383",0.831061885726629,30,26
"exp_n383",0.832115044788788,1,0
"exp_n383",0.832443929459945,30,0
"exp_n383",0.833270212600231,30,3
"exp_n383",0.849737344773794,30,4
"exp_n383",0.855295670582457,4,0
"exp_n383",0.856034310335239,5,0
"exp_n383",0.863438279190629,30,30
"exp_n383",0.877234976457832,30,2
"exp_n383",0.895772123290776,30,2
"exp_n383",0.909950376704427,30,2
"exp_n383",0.91074042718411,30,0
"exp_n383",0.91251917383595,30,30
"exp_n383",0.913731906809403,73,0
"exp_n383",0.915197264251574,17,3
"exp_n383",0.934809819100924,36,2
"exp_n383",0.946475036567202,30,16
"exp_n383",0.95109298891491,2,1
"exp_n383",0.976676398745783,30,27
"exp_n383",0.985369215662797,30,15
"exp_n383",0.989845038675539,30,19
"exp_n383",0.993556105581527,30,14
"exp_n383",1.01243525659138,30,15
"exp_n383",1.01596455123455,30,29
"exp_n383",1.05415028045722,4,0
"exp_n384",0,30,0
"exp_n384",0.697824746310071,2,0
"exp_n384",0.699268140824542,30,25
"exp_n384",0.715230299502868,30,23
"exp_n384",0.739399656014285,3,0
"exp_n384",0.741959905475035,30,5
"exp_n384",0.74945348858964,30,9
"exp_n384",0.754696270485719,71,0
"exp_n384",0.757839388206682,3,3
"exp_n384",0.759278908624726,2,0
"exp_n384",0.761046173308597,30,3
"exp_n384",0.789148670734805,30,9
"exp_n384",0.794132195657721,30,17
"exp_n384",0.804204351863944,30,29
"exp_n384",0.811448611282678,30,30
"exp_n384",0.822235684396501,4,0
"exp_n384",0.826247367557017,4,0
"exp_n384",0.83998824346341,30,4
"exp_n384",0.84440179289592,1,0
"exp_n384",0.845535900797859,30,0
"exp_n384",0.887672321336348,30,29
"exp_n384",0.888720848202074,5,0
"exp_n384",0.889714708450268,30,3
"exp_n384",0.905882971853996,30,1
"exp_n384",0.920381491608105,30,6
"exp_n384",0.921480771884558,73,0
"exp_n384",0.933009161131264,17,2
"exp_n384",0.935020422114787,36,1
"exp_n384",0.936928944025119,30,2
"exp_n384",0.939280061963731,30,2
"exp_n384",0.953309588158118,2,0
"exp_n384",0.953431882890375,30,10
"exp_n384",0.967475895314204,30,27
"exp_n384",0.97405429994244,30,16
"exp_n384",0.986127708450154,30,13
"exp_n384",0.988599288291957,30,16
"exp_n384",1.00295652179275,30,13
"exp_n384",1.00298286346943,30,29
"exp_n384",1.02666040543764,4,1
"exp_n385",0,30,0
"exp_n385",0.701764693128432,30,25
"exp_n385",0.702310705484234,2,0
"exp_n385",0.718862213218256,30,21
"exp_n385",0.724562366395394,3,0
"exp_n385",0.738008519312759,30,6
"exp_n385",0.760342765686939,30,10
"exp_n385",0.761189887693343,71,0
"exp_n385",0.766199063846249,2,0
"exp_n385",0.771042717622096,30,4
"exp_n385",0.77255161637528,3,3
"exp_n385",0.774917910708815,30,3
"exp_n385",0.794862083619691,30,14
"exp_n385",0.808458039797007,30,27
"exp_n385",0.813104995490707,4,0
"exp_n385",0.819981919080168,4,0
"exp_n385",0.826903252324953,30,30
"exp_n385",0.84613876776045,30,1
"exp_n385",0.848463998879665,30,7
"exp_n385",0.854817536831074,1,0
"exp_n385",0.878205446994118,30,30
"exp_n385",0.898110391781471,30,2
"exp_n385",0.900556606747932,5,0
"exp_n385",0.90254889295929,30,1
"exp_n385",0.931121775724165,30,1
"exp_n385",0.931689818452145,73,0
"exp_n385",0.931971922953102,17,5
"exp_n385",0.932737427972769,30,1
"exp_n385",0.940577791552937,36,2
"exp_n385",0.94439329333062,30,2
"exp_n385",0.951407530795871,30,12
"exp_n385",0.952559091727236,2,2
"exp_n385",0.954619266136253,30,24
"exp_n385",0.968502643844634,30,20
"exp_n385",0.97170605502843,30,13
"exp_n385",0.98645066607548,30,20
"exp_n385",0.990928638076164,30,13
"exp_n385",0.996714683857871,30,29
