set,Dose,N,Effect
exp_n1,0,220,0
exp_n1,0.697159034,30,27
exp_n1,0.706303605,30,11
exp_n1,0.723016348,30,23
exp_n1,0.726499664,30,1
exp_n1,0.727477365,30,3
exp_n1,0.729333414,30,28
exp_n1,0.753686435,30,2
exp_n1,0.756205678,30,15
exp_n1,0.759299037,3,3
exp_n1,0.766466435,30,21
exp_n1,0.76753486,30,8
exp_n1,0.777370521,30,4
exp_n1,0.788148145,30,20
exp_n1,0.815053756,30,20
exp_n1,0.817483006,30,30
exp_n1,0.864698198,5,0
exp_n1,0.868443793,30,2
exp_n1,0.880427742,30,2
exp_n1,0.892385276,30,2
exp_n1,0.915495095,30,3
exp_n1,0.922461561,30,4
exp_n1,0.933980526,30,0
exp_n1,0.951124858,30,11
exp_n1,0.965649992,30,26
exp_n1,0.974097817,30,22
exp_n1,0.990967745,30,27
exp_n10,0,220,0
exp_n10,0.718169059,30,22
exp_n10,0.726489918,30,9
exp_n10,0.735101295,30,22
exp_n10,0.759597844,30,29
exp_n10,0.759898818,30,3
exp_n10,0.763180652,30,9
exp_n10,0.779457427,30,16
exp_n10,0.78502394,30,4
exp_n10,0.786813238,3,3
exp_n10,0.787545627,30,7
exp_n10,0.792072341,30,4
exp_n10,0.79221842,30,17
exp_n10,0.815720714,30,22
exp_n10,0.822718444,30,22
exp_n10,0.853357546,30,30
exp_n10,0.899607635,30,2
exp_n10,0.901011239,5,0
exp_n10,0.925256959,30,4
exp_n10,0.931437028,30,1
exp_n10,0.951345964,30,2
exp_n10,0.957342164,30,3
exp_n10,0.95785906,30,9
exp_n10,0.978004802,30,15
exp_n10,0.996686978,30,27
exp_n10,1.000029054,30,24
exp_n10,1.022714229,30,29
exp_n100,0,220,0
exp_n100,0.699574085,30,28
exp_n100,0.703609698,30,23
exp_n100,0.705982128,30,16
exp_n100,0.721853326,30,24
exp_n100,0.731662846,30,2
exp_n100,0.740823833,30,5
exp_n100,0.755506255,30,4
exp_n100,0.758946855,30,9
exp_n100,0.767956465,3,3
exp_n100,0.772671377,30,7
exp_n100,0.773597519,30,18
exp_n100,0.776386839,30,5
exp_n100,0.789041301,30,16
exp_n100,0.814291397,30,21
exp_n100,0.829894043,30,30
exp_n100,0.88134816,30,4
exp_n100,0.882740267,5,0
exp_n100,0.897297066,30,1
exp_n100,0.905403988,30,1
exp_n100,0.919286185,30,2
exp_n100,0.926231288,30,8
exp_n100,0.935550051,30,1
exp_n100,0.952215202,30,9
exp_n100,0.973057566,30,20
exp_n100,0.978925647,30,27
exp_n100,0.986723641,30,29
exp_n1000,0,220,0
exp_n1000,0.706646393,30,23
exp_n1000,0.716290242,30,12
exp_n1000,0.731380242,30,20
exp_n1000,0.733658339,30,28
exp_n1000,0.741647877,30,2
exp_n1000,0.74928531,30,4
exp_n1000,0.760206228,30,1
exp_n1000,0.774076114,30,9
exp_n1000,0.775478416,3,3
exp_n1000,0.780397658,30,7
exp_n1000,0.78167975,30,19
exp_n1000,0.78516524,30,8
exp_n1000,0.806053672,30,18
exp_n1000,0.822490144,30,18
exp_n1000,0.848439382,30,30
exp_n1000,0.869344414,30,3
exp_n1000,0.879663076,5,0
exp_n1000,0.896884342,30,2
exp_n1000,0.905276978,30,2
exp_n1000,0.933440604,30,3
exp_n1000,0.944231836,30,11
exp_n1000,0.946986308,30,3
exp_n1000,0.977802453,30,10
exp_n1000,0.980436321,30,28
exp_n1000,0.99766298,30,28
exp_n1000,1.013268414,30,30
exp_n101,0,220,0
exp_n101,0.693221341,30,22
exp_n101,0.697446801,30,17
exp_n101,0.717177015,30,21
exp_n101,0.725690255,30,4
exp_n101,0.728515797,30,28
exp_n101,0.730026422,30,10
exp_n101,0.747265724,30,14
exp_n101,0.755699249,3,3
exp_n101,0.756801039,30,2
exp_n101,0.762439353,30,23
exp_n101,0.768304115,30,3
exp_n101,0.775861375,30,9
exp_n101,0.787505669,30,15
exp_n101,0.810815929,30,20
exp_n101,0.818202128,30,30
exp_n101,0.862232568,30,3
exp_n101,0.866293287,5,0
exp_n101,0.884221282,30,4
exp_n101,0.898058053,30,0
exp_n101,0.915896836,30,1
exp_n101,0.929297745,30,2
exp_n101,0.93055535,30,11
exp_n101,0.951222997,30,16
exp_n101,0.960513839,30,27
exp_n101,0.971066731,30,22
exp_n101,0.987693559,30,30
exp_n102,0,220,0
exp_n102,0.695192422,30,26
exp_n102,0.706440818,30,21
exp_n102,0.720456976,30,20
exp_n102,0.728268732,30,1
exp_n102,0.728988634,30,14
exp_n102,0.741966498,30,29
exp_n102,0.756995621,30,5
exp_n102,0.757739594,30,17
exp_n102,0.760360162,3,3
exp_n102,0.769027077,30,21
exp_n102,0.772463825,30,12
exp_n102,0.774687495,30,6
exp_n102,0.775001927,30,19
exp_n102,0.804704892,30,18
exp_n102,0.826006298,30,30
exp_n102,0.86807274,5,0
exp_n102,0.868352102,30,0
exp_n102,0.880371306,30,1
exp_n102,0.896498009,30,0
exp_n102,0.921696968,30,2
exp_n102,0.930230612,30,2
exp_n102,0.930631448,30,9
exp_n102,0.949398814,30,11
exp_n102,0.964941539,30,27
exp_n102,0.979951188,30,26
exp_n102,0.986383448,30,28
exp_n103,0,220,0
exp_n103,0.707715716,30,23
exp_n103,0.7188928,30,11
exp_n103,0.732309426,30,1
exp_n103,0.73360461,30,20
exp_n103,0.734530919,30,4
exp_n103,0.739834179,30,29
exp_n103,0.76224889,30,3
exp_n103,0.768277913,3,3
exp_n103,0.771979236,30,17
exp_n103,0.783056147,30,11
exp_n103,0.784756835,30,22
exp_n103,0.786927611,30,3
exp_n103,0.798004761,30,22
exp_n103,0.810654093,30,22
exp_n103,0.820284827,30,30
exp_n103,0.877600741,5,0
exp_n103,0.878778307,30,2
exp_n103,0.892492583,30,2
exp_n103,0.910332859,30,1
exp_n103,0.923571826,30,4
exp_n103,0.935922845,30,2
exp_n103,0.942735949,30,12
exp_n103,0.973402506,30,14
exp_n103,0.975635075,30,29
exp_n103,0.989286489,30,22
exp_n103,1.005939846,30,30
exp_n104,0,220,0
exp_n104,0.691786211,30,27
exp_n104,0.698863119,30,8
exp_n104,0.701856504,30,14
exp_n104,0.704436925,30,1
exp_n104,0.724526235,30,2
exp_n104,0.732296141,30,22
exp_n104,0.745055872,30,13
exp_n104,0.755296857,30,9
exp_n104,0.758774498,3,3
exp_n104,0.761227241,30,9
exp_n104,0.765443738,30,20
exp_n104,0.76774105,30,29
exp_n104,0.778866119,30,18
exp_n104,0.809408787,30,23
exp_n104,0.81845182,30,4
exp_n104,0.824667803,5,0
exp_n104,0.849821093,30,1
exp_n104,0.853707897,30,30
exp_n104,0.870747643,30,0
exp_n104,0.910770979,30,1
exp_n104,0.920045269,30,3
exp_n104,0.920744908,30,11
exp_n104,0.952956873,30,14
exp_n104,0.967252555,30,27
exp_n104,0.995744535,30,24
exp_n104,1.016368271,30,29
exp_n105,0,220,0
exp_n105,0.701234581,30,20
exp_n105,0.707193475,30,6
exp_n105,0.713174251,30,15
exp_n105,0.726401961,30,1
exp_n105,0.737672246,30,5
exp_n105,0.742576644,30,17
exp_n105,0.747279959,30,28
exp_n105,0.764536425,30,12
exp_n105,0.767754817,30,3
exp_n105,0.771948343,30,7
exp_n105,0.772510142,3,3
exp_n105,0.778248161,30,22
exp_n105,0.800975236,30,18
exp_n105,0.835571477,30,17
exp_n105,0.838690865,30,3
exp_n105,0.8429189,5,0
exp_n105,0.86398737,30,2
exp_n105,0.872585767,30,30
exp_n105,0.87437622,30,0
exp_n105,0.91712214,30,4
exp_n105,0.928454166,30,11
exp_n105,0.936457174,30,2
exp_n105,0.964295837,30,11
exp_n105,0.993992502,30,23
exp_n105,1.005412858,30,23
exp_n105,1.023916331,30,28
exp_n106,0,220,0
exp_n106,0.699724479,30,21
exp_n106,0.713508227,30,2
exp_n106,0.716419328,30,7
exp_n106,0.719116082,30,14
exp_n106,0.736479016,30,2
exp_n106,0.748177118,30,22
exp_n106,0.762231304,30,3
exp_n106,0.763065296,30,15
exp_n106,0.769304041,3,3
exp_n106,0.776154409,30,10
exp_n106,0.776752009,30,19
exp_n106,0.779412812,30,30
exp_n106,0.804646145,30,16
exp_n106,0.824712931,5,0
exp_n106,0.831105827,30,4
exp_n106,0.839822474,30,16
exp_n106,0.854697711,30,6
exp_n106,0.869866219,30,0
exp_n106,0.872732136,30,30
exp_n106,0.908080907,30,1
exp_n106,0.932637849,30,1
exp_n106,0.935441081,30,7
exp_n106,0.970536274,30,9
exp_n106,0.989234436,30,28
exp_n106,1.026265186,30,24
exp_n106,1.031020944,30,30
exp_n107,0,220,0
exp_n107,0.686634171,30,21
exp_n107,0.69897081,30,15
exp_n107,0.713359677,30,0
exp_n107,0.719983564,30,19
exp_n107,0.736481574,30,9
exp_n107,0.7442754,30,29
exp_n107,0.751634585,30,2
exp_n107,0.755564366,30,15
exp_n107,0.756024677,3,3
exp_n107,0.756618869,30,11
exp_n107,0.762714121,30,6
exp_n107,0.772654966,30,21
exp_n107,0.789337526,30,18
exp_n107,0.793189083,30,20
exp_n107,0.838063399,30,30
exp_n107,0.855838497,30,6
exp_n107,0.861788259,5,0
exp_n107,0.881802118,30,5
exp_n107,0.894706883,30,0
exp_n107,0.908625408,30,3
exp_n107,0.917701761,30,0
exp_n107,0.926093185,30,9
exp_n107,0.946996702,30,13
exp_n107,0.962274228,30,27
exp_n107,0.969001449,30,20
exp_n107,0.979007788,30,27
exp_n108,0,220,0
exp_n108,0.710089879,30,25
exp_n108,0.722027979,30,15
exp_n108,0.727581478,30,6
exp_n108,0.731882175,30,7
exp_n108,0.742840347,30,30
exp_n108,0.74440096,30,23
exp_n108,0.74969535,30,3
exp_n108,0.766344029,30,13
exp_n108,0.776605318,30,5
exp_n108,0.781265398,30,8
exp_n108,0.782517791,3,3
exp_n108,0.789022148,30,20
exp_n108,0.81451346,30,18
exp_n108,0.851354331,30,11
exp_n108,0.85622598,5,0
exp_n108,0.857341146,30,4
exp_n108,0.878851334,30,2
exp_n108,0.893267017,30,4
exp_n108,0.893301533,30,30
exp_n108,0.919553933,30,1
exp_n108,0.942366694,30,9
exp_n108,0.948378311,30,2
exp_n108,0.982276876,30,11
exp_n108,1.003319049,30,29
exp_n108,1.023033881,30,25
exp_n108,1.040692656,30,30
exp_n109,0,220,0
exp_n109,0.693160923,30,21
exp_n109,0.706064082,30,13
exp_n109,0.715343691,30,4
exp_n109,0.717482255,30,7
exp_n109,0.733770178,30,3
exp_n109,0.739535925,30,26
exp_n109,0.750094147,30,29
exp_n109,0.754247136,30,10
exp_n109,0.75658404,3,3
exp_n109,0.758132779,30,20
exp_n109,0.764345216,30,5
exp_n109,0.770639239,30,16
exp_n109,0.777460186,30,16
exp_n109,0.826688644,30,16
exp_n109,0.830786843,5,0
exp_n109,0.833212601,30,1
exp_n109,0.858172335,30,1
exp_n109,0.869937706,30,8
exp_n109,0.871087509,30,30
exp_n109,0.906126597,30,3
exp_n109,0.915297176,30,13
exp_n109,0.919919225,30,2
exp_n109,0.960979571,30,10
exp_n109,0.975490089,30,29
exp_n109,0.995211392,30,24
exp_n109,1.005795965,30,28
exp_n11,0,220,0
exp_n11,0.706166506,30,26
exp_n11,0.714323596,30,18
exp_n11,0.732614004,30,18
exp_n11,0.739142288,30,7
exp_n11,0.745547171,30,4
exp_n11,0.753521251,30,30
exp_n11,0.767800671,3,3
exp_n11,0.775930307,30,4
exp_n11,0.776212394,30,8
exp_n11,0.778378866,30,19
exp_n11,0.782371561,30,4
exp_n11,0.789564476,30,10
exp_n11,0.801482808,30,13
exp_n11,0.814040836,30,16
exp_n11,0.850962698,30,30
exp_n11,0.882770008,30,2
exp_n11,0.88722585,5,0
exp_n11,0.902415849,30,2
exp_n11,0.914069584,30,2
exp_n11,0.937028314,30,2
exp_n11,0.945965029,30,10
exp_n11,0.953457046,30,3
exp_n11,0.973948416,30,12
exp_n11,0.980286603,30,27
exp_n11,0.992044101,30,22
exp_n11,1.010454956,30,30
exp_n110,0,220,0
exp_n110,0.695579677,30,28
exp_n110,0.705229502,30,17
exp_n110,0.718678777,30,23
exp_n110,0.734747936,30,0
exp_n110,0.74025469,30,28
exp_n110,0.741678707,30,6
exp_n110,0.758608781,30,4
exp_n110,0.766603573,30,15
exp_n110,0.769423737,3,3
exp_n110,0.77027973,30,10
exp_n110,0.771147926,30,18
exp_n110,0.782521347,30,3
exp_n110,0.792503067,30,17
exp_n110,0.813275797,30,23
exp_n110,0.824781387,30,30
exp_n110,0.877997223,30,3
exp_n110,0.888987223,5,0
exp_n110,0.892209531,30,1
exp_n110,0.904025562,30,1
exp_n110,0.929545704,30,4
exp_n110,0.9376412,30,11
exp_n110,0.938155622,30,4
exp_n110,0.951221063,30,13
exp_n110,0.969402078,30,28
exp_n110,0.976988754,30,26
exp_n110,0.985864001,30,29
exp_n111,0,220,0
exp_n111,0.710971495,30,23
exp_n111,0.711919282,30,13
exp_n111,0.731394483,30,28
exp_n111,0.735576034,30,18
exp_n111,0.738812411,30,0
exp_n111,0.739920665,30,9
exp_n111,0.77123781,3,3
exp_n111,0.771581355,30,11
exp_n111,0.773925253,30,3
exp_n111,0.78230169,30,13
exp_n111,0.784918276,30,18
exp_n111,0.788130446,30,4
exp_n111,0.795898066,30,17
exp_n111,0.80550876,30,30
exp_n111,0.833597892,30,22
exp_n111,0.880424289,5,0
exp_n111,0.882144052,30,2
exp_n111,0.895897781,30,3
exp_n111,0.910386864,30,1
exp_n111,0.932580919,30,1
exp_n111,0.941302619,30,3
exp_n111,0.949067023,30,10
exp_n111,0.96889058,30,15
exp_n111,0.982654229,30,27
exp_n111,0.986375319,30,25
exp_n111,0.999825425,30,30
exp_n112,0,220,0
exp_n112,0.702495939,30,21
exp_n112,0.714409461,30,18
exp_n112,0.733443502,30,22
exp_n112,0.73562753,30,9
exp_n112,0.737503039,30,1
exp_n112,0.747792279,30,29
exp_n112,0.760917458,3,3
exp_n112,0.762648354,30,3
exp_n112,0.76367757,30,12
exp_n112,0.777601201,30,19
exp_n112,0.782106425,30,6
exp_n112,0.789970803,30,12
exp_n112,0.804213234,30,17
exp_n112,0.811345952,30,23
exp_n112,0.823430078,30,30
exp_n112,0.876170919,5,0
exp_n112,0.87739719,30,3
exp_n112,0.890093718,30,1
exp_n112,0.902558611,30,0
exp_n112,0.91958662,30,2
exp_n112,0.941485266,30,11
exp_n112,0.94264071,30,0
exp_n112,0.963288838,30,11
exp_n112,0.978129172,30,28
exp_n112,0.99078983,30,24
exp_n112,0.999286739,30,30
exp_n113,0,220,0
exp_n113,0.676535371,30,22
exp_n113,0.691749409,30,8
exp_n113,0.697647351,30,15
exp_n113,0.707971751,30,4
exp_n113,0.720606747,30,18
exp_n113,0.727705627,30,28
exp_n113,0.727892076,30,2
exp_n113,0.743623638,3,3
exp_n113,0.751531581,30,7
exp_n113,0.755403379,30,12
exp_n113,0.763525843,30,3
exp_n113,0.764045992,30,14
exp_n113,0.794945243,30,17
exp_n113,0.812999948,30,4
exp_n113,0.814146467,30,22
exp_n113,0.816102378,5,0
exp_n113,0.838918969,30,3
exp_n113,0.844589794,30,30
exp_n113,0.854745599,30,3
exp_n113,0.886630191,30,6
exp_n113,0.911104833,30,10
exp_n113,0.917529033,30,0
exp_n113,0.94498032,30,14
exp_n113,0.954859357,30,30
exp_n113,0.985868187,30,22
exp_n113,1.007073492,30,28
exp_n114,0,220,0
exp_n114,0.684660252,30,21
exp_n114,0.692508635,30,12
exp_n114,0.704956376,30,22
exp_n114,0.718372794,30,28
exp_n114,0.730378971,30,1
exp_n114,0.745097404,30,7
exp_n114,0.746832006,30,14
exp_n114,0.754987637,3,3
exp_n114,0.756063632,30,5
exp_n114,0.756584977,30,3
exp_n114,0.756602814,30,7
exp_n114,0.75667752,30,22
exp_n114,0.789345138,30,17
exp_n114,0.78934918,30,30
exp_n114,0.806748876,30,21
exp_n114,0.878329376,30,4
exp_n114,0.886507567,5,0
exp_n114,0.889429508,30,4
exp_n114,0.890649227,30,0
exp_n114,0.913439802,30,4
exp_n114,0.914064742,30,2
exp_n114,0.915299628,30,8
exp_n114,0.941572072,30,17
exp_n114,0.945566238,30,29
exp_n114,0.951032503,30,25
exp_n114,0.967000036,30,28
exp_n115,0,220,0
exp_n115,0.715555442,30,23
exp_n115,0.723752842,30,12
exp_n115,0.733596838,30,3
exp_n115,0.744934343,30,23
exp_n115,0.747199039,30,3
exp_n115,0.768594288,30,30
exp_n115,0.779878415,30,14
exp_n115,0.78282759,30,5
exp_n115,0.783007532,3,3
exp_n115,0.786632092,30,6
exp_n115,0.79124827,30,9
exp_n115,0.796145226,30,16
exp_n115,0.816685467,30,18
exp_n115,0.843551254,30,21
exp_n115,0.871175833,30,3
exp_n115,0.878366522,5,0
exp_n115,0.884371664,30,30
exp_n115,0.892075277,30,2
exp_n115,0.909830261,30,0
exp_n115,0.943754484,30,2
exp_n115,0.951991663,30,1
exp_n115,0.956357242,30,9
exp_n115,0.975733803,30,9
exp_n115,0.995784815,30,26
exp_n115,1.012405263,30,24
exp_n115,1.023550398,30,30
exp_n116,0,220,0
exp_n116,0.705853002,30,23
exp_n116,0.722226271,30,11
exp_n116,0.729950167,30,1
exp_n116,0.735316118,30,4
exp_n116,0.741916754,30,18
exp_n116,0.759339227,3,3
exp_n116,0.764195821,30,2
exp_n116,0.768170477,30,28
exp_n116,0.771155995,30,13
exp_n116,0.780915901,30,9
exp_n116,0.783575528,30,8
exp_n116,0.784325062,30,20
exp_n116,0.796990904,30,19
exp_n116,0.818646157,30,20
exp_n116,0.859122711,30,30
exp_n116,0.862969209,30,4
exp_n116,0.869206213,5,0
exp_n116,0.88701081,30,1
exp_n116,0.89572107,30,1
exp_n116,0.924068016,30,3
exp_n116,0.937084486,30,9
exp_n116,0.943951059,30,2
exp_n116,0.965080471,30,12
exp_n116,0.992806088,30,27
exp_n116,0.998648041,30,23
exp_n116,1.023456176,30,29
exp_n117,0,220,0
exp_n117,0.706956383,30,24
exp_n117,0.712646424,30,16
exp_n117,0.732128599,30,21
exp_n117,0.738643389,30,2
exp_n117,0.741544572,30,2
exp_n117,0.750021217,30,26
exp_n117,0.765872137,30,5
exp_n117,0.767601272,30,13
exp_n117,0.772301802,30,13
exp_n117,0.775774382,3,3
exp_n117,0.776299951,30,13
exp_n117,0.784798937,30,7
exp_n117,0.796205086,30,17
exp_n117,0.819242432,30,21
exp_n117,0.824431206,30,30
exp_n117,0.870139318,5,0
exp_n117,0.874198526,30,5
exp_n117,0.888028426,30,3
exp_n117,0.901941425,30,1
exp_n117,0.921017005,30,2
exp_n117,0.934298508,30,9
exp_n117,0.949109369,30,2
exp_n117,0.962723326,30,8
exp_n117,0.968672303,30,27
exp_n117,0.989793173,30,26
exp_n117,1.003339979,30,30
exp_n118,0,220,0
exp_n118,0.698366154,30,21
exp_n118,0.712422514,30,13
exp_n118,0.722023086,30,3
exp_n118,0.728600219,30,1
exp_n118,0.731242592,30,22
exp_n118,0.738634574,30,29
exp_n118,0.741781997,30,5
exp_n118,0.754550391,3,3
exp_n118,0.766215324,30,19
exp_n118,0.77267176,30,9
exp_n118,0.772874473,30,13
exp_n118,0.775973507,30,15
exp_n118,0.791302485,30,21
exp_n118,0.827987229,30,22
exp_n118,0.850287889,30,3
exp_n118,0.854700785,5,0
exp_n118,0.870435497,30,3
exp_n118,0.87750711,30,30
exp_n118,0.884010852,30,1
exp_n118,0.910894922,30,2
exp_n118,0.932022258,30,6
exp_n118,0.939027342,30,3
exp_n118,0.965137296,30,13
exp_n118,0.980158565,30,28
exp_n118,0.993752148,30,24
exp_n118,1.016766328,30,27
exp_n119,0,220,0
exp_n119,0.70146791,30,20
exp_n119,0.708102046,30,19
exp_n119,0.727015292,30,22
exp_n119,0.737558455,30,29
exp_n119,0.742208759,30,0
exp_n119,0.762839895,3,3
exp_n119,0.763887124,30,6
exp_n119,0.770112172,30,12
exp_n119,0.776276806,30,6
exp_n119,0.777982705,30,11
exp_n119,0.779624791,30,17
exp_n119,0.784904854,30,3
exp_n119,0.796266983,30,23
exp_n119,0.807042365,30,30
exp_n119,0.813987096,30,21
exp_n119,0.888667941,30,5
exp_n119,0.897043281,5,0
exp_n119,0.908324821,30,1
exp_n119,0.913480158,30,0
exp_n119,0.930764031,30,3
exp_n119,0.941985007,30,1
exp_n119,0.945607796,30,10
exp_n119,0.960059243,30,17
exp_n119,0.976079289,30,27
exp_n119,0.982973831,30,25
exp_n119,0.993459653,30,27
exp_n12,0,220,0
exp_n12,0.686038001,30,22
exp_n12,0.702949798,30,14
exp_n12,0.719412768,30,19
exp_n12,0.719622728,30,4
exp_n12,0.720540619,30,26
exp_n12,0.72638033,30,2
exp_n12,0.742277609,30,4
exp_n12,0.750712928,3,3
exp_n12,0.756629602,30,14
exp_n12,0.760833213,30,6
exp_n12,0.765183969,30,22
exp_n12,0.76611779,30,10
exp_n12,0.784503699,30,14
exp_n12,0.795258453,30,20
exp_n12,0.828402704,30,30
exp_n12,0.850174253,30,2
exp_n12,0.853933618,5,0
exp_n12,0.871066593,30,1
exp_n12,0.883109064,30,2
exp_n12,0.907660463,30,1
exp_n12,0.918592072,30,7
exp_n12,0.920778164,30,2
exp_n12,0.946815849,30,18
exp_n12,0.97435044,30,25
exp_n12,0.974707456,30,28
exp_n12,0.982683854,30,30
exp_n120,0,220,0
exp_n120,0.696279105,30,21
exp_n120,0.708173018,30,18
exp_n120,0.719035826,30,22
exp_n120,0.730001987,30,30
exp_n120,0.745205184,30,2
exp_n120,0.756237076,3,3
exp_n120,0.756820447,30,2
exp_n120,0.763278225,30,3
exp_n120,0.767083227,30,14
exp_n120,0.768511788,30,17
exp_n120,0.774345038,30,4
exp_n120,0.77798506,30,4
exp_n120,0.785253533,30,17
exp_n120,0.803461325,30,18
exp_n120,0.839461464,30,30
exp_n120,0.882550323,5,0
exp_n120,0.8847827,30,2
exp_n120,0.896493668,30,2
exp_n120,0.904805695,30,2
exp_n120,0.929891916,30,3
exp_n120,0.938745374,30,0
exp_n120,0.941090733,30,9
exp_n120,0.958176338,30,14
exp_n120,0.965083001,30,27
exp_n120,0.978416788,30,27
exp_n120,0.985781345,30,29
exp_n121,0,220,0
exp_n121,0.686150257,30,25
exp_n121,0.693570263,30,17
exp_n121,0.71005715,30,19
exp_n121,0.71049565,30,29
exp_n121,0.721401202,30,3
exp_n121,0.729000088,30,7
exp_n121,0.743407052,30,2
exp_n121,0.745579736,3,3
exp_n121,0.749555063,30,11
exp_n121,0.756101924,30,10
exp_n121,0.762913983,30,22
exp_n121,0.765869326,30,5
exp_n121,0.784418614,30,19
exp_n121,0.803497023,30,19
exp_n121,0.816373091,30,30
exp_n121,0.864680801,30,5
exp_n121,0.867696777,5,0
exp_n121,0.881235353,30,3
exp_n121,0.893944305,30,0
exp_n121,0.916591374,30,3
exp_n121,0.921475517,30,0
exp_n121,0.921613464,30,11
exp_n121,0.937109642,30,17
exp_n121,0.952910779,30,26
exp_n121,0.954382041,30,25
exp_n121,0.980654143,30,28
exp_n122,0,220,0
exp_n122,0.694809971,30,21
exp_n122,0.700474677,30,15
exp_n122,0.716151331,30,24
exp_n122,0.721422026,30,3
exp_n122,0.728272921,30,5
exp_n122,0.738589224,30,2
exp_n122,0.74766005,30,12
exp_n122,0.750220743,30,13
exp_n122,0.75529133,30,30
exp_n122,0.75624864,3,3
exp_n122,0.765134595,30,16
exp_n122,0.77007344,30,7
exp_n122,0.780216013,30,18
exp_n122,0.818308723,30,20
exp_n122,0.819543442,30,30
exp_n122,0.866916044,5,0
exp_n122,0.870310772,30,5
exp_n122,0.885194843,30,6
exp_n122,0.895506718,30,2
exp_n122,0.917525243,30,2
exp_n122,0.923351694,30,8
exp_n122,0.928592338,30,0
exp_n122,0.947995285,30,11
exp_n122,0.956944492,30,28
exp_n122,0.969653254,30,27
exp_n122,0.987274723,30,30
exp_n123,0,220,0
exp_n123,0.714889079,30,25
exp_n123,0.724078617,30,18
exp_n123,0.735837963,30,29
exp_n123,0.73634276,30,0
exp_n123,0.73789001,30,9
exp_n123,0.739139859,30,22
exp_n123,0.755631368,30,6
exp_n123,0.769780158,30,18
exp_n123,0.77138741,3,3
exp_n123,0.781108148,30,21
exp_n123,0.782703023,30,9
exp_n123,0.786298559,30,5
exp_n123,0.807291337,30,18
exp_n123,0.834345886,30,20
exp_n123,0.850599151,30,30
exp_n123,0.872051853,30,4
exp_n123,0.87290482,5,0
exp_n123,0.891849624,30,6
exp_n123,0.909805407,30,0
exp_n123,0.941399244,30,3
exp_n123,0.943165925,30,2
exp_n123,0.951972884,30,16
exp_n123,0.976546334,30,19
exp_n123,0.994119557,30,26
exp_n123,1.014581375,30,24
exp_n123,1.019033467,30,30
exp_n124,0,220,0
exp_n124,0.6776232,30,25
exp_n124,0.691649702,30,17
exp_n124,0.699473155,30,16
exp_n124,0.703626783,30,4
exp_n124,0.708690966,30,4
exp_n124,0.727700071,30,27
exp_n124,0.735928917,30,7
exp_n124,0.736637285,30,4
exp_n124,0.737456987,3,3
exp_n124,0.738533055,30,15
exp_n124,0.748886879,30,22
exp_n124,0.754438021,30,6
exp_n124,0.762685617,30,23
exp_n124,0.795294322,30,22
exp_n124,0.808093523,30,30
exp_n124,0.842213461,30,0
exp_n124,0.846772376,5,0
exp_n124,0.857954476,30,2
exp_n124,0.874556905,30,0
exp_n124,0.900589714,30,1
exp_n124,0.907553996,30,0
exp_n124,0.91319685,30,11
exp_n124,0.927927131,30,9
exp_n124,0.942119895,30,26
exp_n124,0.949705713,30,27
exp_n124,0.969891462,30,29
exp_n125,0,220,0
exp_n125,0.691366542,30,24
exp_n125,0.701255148,30,15
exp_n125,0.719272081,30,22
exp_n125,0.739473689,30,2
exp_n125,0.742036838,30,27
exp_n125,0.747164019,30,5
exp_n125,0.747646158,30,9
exp_n125,0.752411265,30,5
exp_n125,0.757975492,3,3
exp_n125,0.763689663,30,15
exp_n125,0.765501431,30,6
exp_n125,0.769344511,30,4
exp_n125,0.787619057,30,17
exp_n125,0.798563347,30,18
exp_n125,0.812316192,30,30
exp_n125,0.878487933,5,0
exp_n125,0.881295038,30,2
exp_n125,0.892215855,30,1
exp_n125,0.897433342,30,0
exp_n125,0.925011008,30,4
exp_n125,0.931399446,30,6
exp_n125,0.934971497,30,5
exp_n125,0.947681125,30,13
exp_n125,0.96849136,30,28
exp_n125,0.970071677,30,22
exp_n125,0.979043669,30,27
exp_n126,0,220,0
exp_n126,0.68175349,30,28
exp_n126,0.68219263,30,22
exp_n126,0.686266941,30,16
exp_n126,0.701394958,30,18
exp_n126,0.729557193,30,0
exp_n126,0.734169176,30,5
exp_n126,0.737791739,30,6
exp_n126,0.740093162,30,12
exp_n126,0.741097476,30,14
exp_n126,0.74819293,3,3
exp_n126,0.760616718,30,3
exp_n126,0.761254371,30,8
exp_n126,0.779713486,30,20
exp_n126,0.791602758,30,21
exp_n126,0.804889897,30,30
exp_n126,0.868424702,5,0
exp_n126,0.869635864,30,6
exp_n126,0.87829416,30,2
exp_n126,0.892660467,30,2
exp_n126,0.903489558,30,1
exp_n126,0.908386958,30,8
exp_n126,0.922012351,30,2
exp_n126,0.930636091,30,13
exp_n126,0.937903263,30,28
exp_n126,0.947057924,30,24
exp_n126,0.967137848,30,28
exp_n127,0,220,0
exp_n127,0.696937706,30,4
exp_n127,0.703040196,30,25
exp_n127,0.714346022,30,18
exp_n127,0.719433474,30,1
exp_n127,0.738996674,30,29
exp_n127,0.741201005,30,4
exp_n127,0.751610595,30,22
exp_n127,0.766179743,30,15
exp_n127,0.770328553,3,3
exp_n127,0.771193515,30,6
exp_n127,0.774161433,30,20
exp_n127,0.774678406,30,8
exp_n127,0.799192511,30,21
exp_n127,0.821420353,5,0
exp_n127,0.825242675,30,3
