"Dataset Index","Dose","N","Effect"
"exp_n283",0.696086589401413,30,19
"exp_n283",0.697732450578778,2,0
"exp_n283",0.702064623717639,30,5
"exp_n283",0.730168318587775,30,22
"exp_n283",0.735863523236575,3,0
"exp_n283",0.742910840246951,2,0
"exp_n283",0.743500233246872,30,12
"exp_n283",0.750280820778705,71,0
"exp_n283",0.753875116512501,30,5
"exp_n283",0.758093721839561,3,3
"exp_n283",0.767297721462961,30,10
"exp_n283",0.782899059191693,30,20
"exp_n283",0.818848624727483,4,0
"exp_n283",0.819010212059637,30,26
"exp_n283",0.825969072407023,30,2
"exp_n283",0.834978142634722,4,0
"exp_n283",0.839289471069273,30,30
"exp_n283",0.840298302805314,30,3
"exp_n283",0.846478127266728,1,0
"exp_n283",0.854811077799006,30,2
"exp_n283",0.859930573993594,5,0
"exp_n283",0.874773934803607,30,0
"exp_n283",0.894004772598559,30,29
"exp_n283",0.901037903471524,30,0
"exp_n283",0.912935651359118,30,2
"exp_n283",0.9134479936834,17,2
"exp_n283",0.914992315278317,73,0
"exp_n283",0.925797252303415,30,1
"exp_n283",0.931990367061922,36,3
"exp_n283",0.95162050456426,30,15
"exp_n283",0.952701904115424,2,2
"exp_n283",0.970502143329306,30,26
"exp_n283",0.985248634979765,30,18
"exp_n283",0.986319694316308,30,21
"exp_n283",0.993041558463034,30,13
"exp_n283",0.997919007444095,30,18
"exp_n283",1.02362367108637,30,30
"exp_n283",1.06049282506483,4,1
"exp_n284",0,30,0
"exp_n284",0.699659993133761,30,23
"exp_n284",0.701807356638494,2,0
"exp_n284",0.706906437158474,30,6
"exp_n284",0.735563869631414,30,22
"exp_n284",0.746530213085895,3,0
"exp_n284",0.753387161750619,2,0
"exp_n284",0.755139351579677,71,0
"exp_n284",0.76284070450883,30,9
"exp_n284",0.76765906958617,3,3
"exp_n284",0.768180437625821,30,9
"exp_n284",0.782819929973184,30,6
"exp_n284",0.786121401915392,30,13
"exp_n284",0.826123129737511,30,25
"exp_n284",0.833437946583867,4,0
"exp_n284",0.839703038250781,1,0
"exp_n284",0.844277387104524,30,3
"exp_n284",0.844658142434608,30,5
"exp_n284",0.84771853119711,30,30
"exp_n284",0.85352640955068,4,0
"exp_n284",0.855540787081641,5,0
"exp_n284",0.855711409872357,30,5
"exp_n284",0.880119637094974,30,4
"exp_n284",0.911381933999797,30,2
"exp_n284",0.920102478960607,30,29
"exp_n284",0.920823195909355,30,0
"exp_n284",0.923021508932469,17,1
"exp_n284",0.927101926428713,30,2
"exp_n284",0.928545737703553,73,0
"exp_n284",0.94034575363785,36,3
"exp_n284",0.952070419713028,30,15
"exp_n284",0.962550698480293,2,0
"exp_n284",0.990742894582242,30,28
"exp_n284",1.00248613691983,30,22
"exp_n284",1.0066481824875,30,15
"exp_n284",1.00900973792031,30,15
"exp_n284",1.0150793214561,30,10
"exp_n284",1.02895111300622,30,28
"exp_n284",1.06381855573481,4,1
"exp_n285",0,30,0
"exp_n285",0.676732583431529,30,21
"exp_n285",0.678650879444285,2,0
"exp_n285",0.701426085409502,30,6
"exp_n285",0.703566873154955,30,21
"exp_n285",0.724835959679635,3,0
"exp_n285",0.729390418383282,71,0
"exp_n285",0.735294730526642,2,0
"exp_n285",0.73571122805794,30,6
"exp_n285",0.737657930454064,30,3
"exp_n285",0.744675388166846,3,3
"exp_n285",0.762623626914037,30,8
"exp_n285",0.786504982241414,30,17
"exp_n285",0.801039605466938,30,25
"exp_n285",0.804183107122844,4,0
"exp_n285",0.806938741955462,4,0
"exp_n285",0.814786506367002,30,1
"exp_n285",0.818591319476989,30,2
"exp_n285",0.818600572769908,1,0
"exp_n285",0.827079689351941,30,30
"exp_n285",0.845222571837817,5,0
"exp_n285",0.848111716991728,30,5
"exp_n285",0.868625616625851,30,2
"exp_n285",0.880118807871307,30,28
"exp_n285",0.893573581004467,17,2
"exp_n285",0.897872840752118,30,1
"exp_n285",0.898131924046972,73,0
"exp_n285",0.898827747742186,30,2
"exp_n285",0.910542650249354,30,2
"exp_n285",0.912530005779309,36,2
"exp_n285",0.921752330864808,30,21
"exp_n285",0.926315702599651,2,1
"exp_n285",0.943176552936528,30,29
"exp_n285",0.961404760922819,30,21
"exp_n285",0.965403507621094,30,12
"exp_n285",0.96853767308629,30,8
"exp_n285",0.968921662149578,30,15
"exp_n285",0.998670440877207,30,30
"exp_n285",1.01533307573446,4,0
"exp_n286",0,30,0
"exp_n286",0.68674343230608,2,0
"exp_n286",0.68842936110109,30,21
"exp_n286",0.708295385876447,3,0
"exp_n286",0.709440368813541,30,21
"exp_n286",0.72021790111138,30,3
"exp_n286",0.74072565117171,2,0
"exp_n286",0.750694655585869,71,0
"exp_n286",0.752068143442339,30,4
"exp_n286",0.753590381753025,30,11
"exp_n286",0.759720556465266,3,3
"exp_n286",0.770311683874748,30,7
"exp_n286",0.774017854952344,30,30
"exp_n286",0.79081656215977,30,18
"exp_n286",0.791402865199822,4,0
"exp_n286",0.81064004176772,30,22
"exp_n286",0.814749239470652,4,0
"exp_n286",0.839454093401047,1,0
"exp_n286",0.841935606329393,30,1
"exp_n286",0.842443759204434,30,6
"exp_n286",0.879156857367737,30,30
"exp_n286",0.895078430204644,30,4
"exp_n286",0.89515885522419,5,0
"exp_n286",0.898455151698761,30,2
"exp_n286",0.91277800626857,30,0
"exp_n286",0.921557652402416,30,4
"exp_n286",0.922445765851675,17,2
"exp_n286",0.922577305762915,73,0
"exp_n286",0.935418778847692,30,1
"exp_n286",0.936197531625197,36,4
"exp_n286",0.942718376127311,30,14
"exp_n286",0.947487732556397,2,1
"exp_n286",0.96137594489846,30,29
"exp_n286",0.973927117699011,30,23
"exp_n286",0.978906346881535,30,19
"exp_n286",0.988388329655995,30,16
"exp_n286",0.997854391102808,30,16
"exp_n286",1.00133652098148,30,29
"exp_n286",1.01223487960268,4,1
"exp_n287",0,30,0
"exp_n287",0.673475437520106,30,6
"exp_n287",0.691448163629998,30,22
"exp_n287",0.696421016825379,2,0
"exp_n287",0.741487582272215,2,0
"exp_n287",0.742133088447252,30,4
"exp_n287",0.74508639302898,71,0
"exp_n287",0.746048927118605,30,17
"exp_n287",0.748644496799979,30,9
"exp_n287",0.763167371392899,30,14
"exp_n287",0.767693271321491,3,3
"exp_n287",0.79324243910648,30,20
"exp_n287",0.804102327089726,3,0
"exp_n287",0.806503510804681,30,3
"exp_n287",0.808430009462166,5,0
"exp_n287",0.828326503385701,30,2
"exp_n287",0.833025471447538,1,0
"exp_n287",0.835661216795739,30,3
"exp_n287",0.836108968924099,30,7
"exp_n287",0.840971037288441,4,0
"exp_n287",0.853210545400452,30,27
"exp_n287",0.880613145331078,30,1
"exp_n287",0.883751485917959,4,0
"exp_n287",0.886347025558734,30,30
"exp_n287",0.897399007742685,30,3
"exp_n287",0.901917770685692,30,2
"exp_n287",0.902900938396492,17,2
"exp_n287",0.907415241778038,73,0
"exp_n287",0.917201732206431,36,3
"exp_n287",0.942387928995856,30,29
"exp_n287",0.944209250996817,30,12
"exp_n287",0.959097638346406,2,2
"exp_n287",0.995647291757008,30,27
"exp_n287",1.00478083685981,30,10
"exp_n287",1.00501249637753,30,14
"exp_n287",1.01461746678027,30,18
"exp_n287",1.0292858257765,30,16
"exp_n287",1.04753081711023,30,30
"exp_n287",1.09669921448226,4,0
"exp_n288",0,30,0
"exp_n288",0.697384719284416,30,24
"exp_n288",0.700063574423596,2,0
"exp_n288",0.700585713031379,30,6
"exp_n288",0.735928607827846,30,22
"exp_n288",0.745841735353942,2,0
"exp_n288",0.746066489371408,3,0
"exp_n288",0.746529051734495,71,0
"exp_n288",0.746768172412331,30,2
"exp_n288",0.756071061315655,30,13
"exp_n288",0.763983703512629,3,3
"exp_n288",0.770356385808792,30,13
"exp_n288",0.804360684112349,30,20
"exp_n288",0.834275777219335,30,26
"exp_n288",0.838682277132009,30,0
"exp_n288",0.839861856260023,30,3
"exp_n288",0.84007948017597,1,0
"exp_n288",0.841723290257336,30,8
"exp_n288",0.844641723958833,5,0
"exp_n288",0.849852352173732,4,0
"exp_n288",0.866417239073857,30,5
"exp_n288",0.869047519361146,4,0
"exp_n288",0.886666628971134,30,30
"exp_n288",0.902653194147762,30,3
"exp_n288",0.912585700229642,30,28
"exp_n288",0.912690708351773,30,0
"exp_n288",0.913011376481085,17,2
"exp_n288",0.915655560415758,73,0
"exp_n288",0.918648321070222,30,2
"exp_n288",0.929595274810821,36,1
"exp_n288",0.945383594607686,30,18
"exp_n288",0.950506022737865,2,2
"exp_n288",0.977439350942049,30,29
"exp_n288",0.989434487429664,30,11
"exp_n288",0.998174494168582,30,11
"exp_n288",0.999061021352648,30,22
"exp_n288",0.999163443986519,30,15
"exp_n288",1.0207713883843,30,28
"exp_n288",1.07966573691092,4,1
"exp_n289",0,30,0
"exp_n289",0.686138362574325,30,23
"exp_n289",0.690386262892796,2,0
"exp_n289",0.694150316352318,30,10
"exp_n289",0.711602049619198,30,17
"exp_n289",0.712704553111046,3,0
"exp_n289",0.727712039398769,30,4
"exp_n289",0.728848042377256,30,5
"exp_n289",0.732118061835077,2,0
"exp_n289",0.736456791069649,71,0
"exp_n289",0.745385747591661,30,12
"exp_n289",0.747495664791517,3,3
"exp_n289",0.782671082929618,30,19
"exp_n289",0.800272232227359,4,0
"exp_n289",0.810343865831539,30,20
"exp_n289",0.818007037003763,4,0
"exp_n289",0.819223804750698,30,3
"exp_n289",0.822126097979376,1,0
"exp_n289",0.825007429642303,30,2
"exp_n289",0.825597475171015,30,30
"exp_n289",0.846663374119639,5,0
"exp_n289",0.84780122340223,30,6
"exp_n289",0.860190966309611,30,2
"exp_n289",0.885089701748502,30,27
"exp_n289",0.891102136511436,30,3
"exp_n289",0.902913487155023,17,1
"exp_n289",0.906838333917821,30,2
"exp_n289",0.908055804637932,36,3
"exp_n289",0.911154058194562,73,0
"exp_n289",0.914799398520137,30,1
"exp_n289",0.930594295638676,30,14
"exp_n289",0.932832442558969,2,2
"exp_n289",0.961136904937461,30,27
"exp_n289",0.964226691452198,30,19
"exp_n289",0.976409435216284,30,15
"exp_n289",0.979553764463303,30,15
"exp_n289",0.988403189133922,30,19
"exp_n289",1.00579497098563,30,29
"exp_n289",1.03275414693746,4,1
"exp_n29",0,30,0
"exp_n29",0.682107064057649,2,0
"exp_n29",0.683031297896683,30,24
"exp_n29",0.697250703568678,3,0
"exp_n29",0.703576524548029,30,24
"exp_n29",0.706404541569573,30,5
"exp_n29",0.733197669752429,71,0
"exp_n29",0.73434491527013,2,0
"exp_n29",0.736569429310113,30,8
"exp_n29",0.742253175132082,3,3
"exp_n29",0.749549115569778,30,2
"exp_n29",0.765436051113488,30,8
"exp_n29",0.773191012697764,30,18
"exp_n29",0.778952991481282,30,28
"exp_n29",0.785704847924986,4,0
"exp_n29",0.790472161484785,30,30
"exp_n29",0.816803819344946,4,0
"exp_n29",0.82247017347928,30,4
"exp_n29",0.822528936251348,30,1
"exp_n29",0.823722692797272,1,0
"exp_n29",0.855662223299432,30,28
"exp_n29",0.8773327359025,30,4
"exp_n29",0.877674328756752,5,0
"exp_n29",0.885214746875789,30,1
"exp_n29",0.899956737257256,30,4
"exp_n29",0.907091688194746,73,0
"exp_n29",0.909334151630712,30,1
"exp_n29",0.912756364141421,17,2
"exp_n29",0.91934508251856,30,1
"exp_n29",0.920275676855551,36,0
"exp_n29",0.921772026745249,2,1
"exp_n29",0.929714375752349,30,13
"exp_n29",0.940729202935381,30,27
"exp_n29",0.947398838842669,30,9
"exp_n29",0.953455682865966,30,21
"exp_n29",0.960275999792831,30,17
"exp_n29",0.96615052994389,30,13
"exp_n29",0.993067090680633,30,30
"exp_n29",0.993767855020421,4,0
"exp_n290",0,30,0
"exp_n290",0.694472019596743,30,2
"exp_n290",0.702751851382671,30,23
"exp_n290",0.706043516214388,2,0
"exp_n290",0.742400670634842,30,1
"exp_n290",0.751823423891519,2,0
"exp_n290",0.75251232311672,71,0
"exp_n290",0.753621901047424,30,23
"exp_n290",0.753694113760298,30,7
"exp_n290",0.754377170006323,3,0
"exp_n290",0.776050413305619,3,3
"exp_n290",0.779623709492973,30,10
"exp_n290",0.81052468901377,30,21
"exp_n290",0.827116834093836,30,2
"exp_n290",0.835322390905263,5,0
"exp_n290",0.838707153540491,1,0
"exp_n290",0.844248403672992,30,3
"exp_n290",0.847433120067164,30,25
"exp_n290",0.848991191361664,30,2
"exp_n290",0.857915798635714,4,0
"exp_n290",0.861047475354743,30,1
"exp_n290",0.889510582761575,30,30
"exp_n290",0.890274934386878,4,0
"exp_n290",0.897903448790152,30,2
"exp_n290",0.905809928758108,30,0
"exp_n290",0.908026851593321,17,2
"exp_n290",0.915619122515153,30,1
"exp_n290",0.917117217258556,73,0
"exp_n290",0.942454103581776,36,2
"exp_n290",0.943923820503982,30,26
"exp_n290",0.959641121801562,30,16
"exp_n290",0.961714190999961,2,1
"exp_n290",0.995027606547594,30,27
"exp_n290",1.00084965097327,30,12
"exp_n290",1.01201825250518,30,18
"exp_n290",1.01389223012731,30,16
"exp_n290",1.01855650692686,30,18
"exp_n290",1.03673559534148,30,28
"exp_n290",1.08779980725215,4,0
"exp_n291",0,30,0
"exp_n291",0.694739254759097,30,5
"exp_n291",0.698149572454306,2,0
"exp_n291",0.70975670944502,30,22
"exp_n291",0.738970866278537,30,19
"exp_n291",0.74949673345179,30,4
"exp_n291",0.750048365586147,71,0
"exp_n291",0.753140527070051,30,8
"exp_n291",0.753360908463551,2,0
"exp_n291",0.770432825247753,3,3
"exp_n291",0.787212091917662,3,0
"exp_n291",0.788362933782085,30,23
"exp_n291",0.789045379987076,30,7
"exp_n291",0.828039353763637,4,0
"exp_n291",0.832954309433184,30,27
"exp_n291",0.841089970483839,30,8
"exp_n291",0.841246714814091,1,0
"exp_n291",0.845468340104909,30,2
"exp_n291",0.852755595676138,4,0
"exp_n291",0.857676479861541,30,2
"exp_n291",0.858423078149732,5,0
"exp_n291",0.864266623971344,30,30
"exp_n291",0.876683360229213,30,1
"exp_n291",0.900773587665008,30,1
"exp_n291",0.906414131372269,30,29
"exp_n291",0.919769092802156,73,0
"exp_n291",0.919898741111589,17,1
"exp_n291",0.924026963357807,30,2
"exp_n291",0.929024945137028,36,3
"exp_n291",0.934618848267847,30,0
"exp_n291",0.95255746368161,2,1
"exp_n291",0.958138918961211,30,13
"exp_n291",0.99130950575613,30,27
"exp_n291",0.993420903833283,30,15
"exp_n291",0.997404411754996,30,19
"exp_n291",1.00057377924187,30,15
"exp_n291",1.00321789894754,30,21
"exp_n291",1.0480417725479,30,30
"exp_n291",1.05590370780972,4,1
"exp_n292",0,30,0
"exp_n292",0.689917355089173,2,0
"exp_n292",0.694591661197094,30,21
"exp_n292",0.699043797262339,30,4
"exp_n292",0.7206184412997,30,21
"exp_n292",0.731065877415654,3,0
"exp_n292",0.744408978674979,71,0
"exp_n292",0.745573642123567,2,0
"exp_n292",0.746974827806849,30,5
"exp_n292",0.749048392276882,30,4
"exp_n292",0.756665006364115,3,3
"exp_n292",0.757947182862831,30,13
"exp_n292",0.773639498713619,30,21
"exp_n292",0.793935524561167,30,28
"exp_n292",0.810363715575291,4,0
"exp_n292",0.817236870145396,30,30
"exp_n292",0.826874503968742,4,0
"exp_n292",0.82711221391928,30,8
"exp_n292",0.831779611544987,30,5
"exp_n292",0.834424360920535,1,0
"exp_n292",0.859625168268538,30,1
"exp_n292",0.862108489660659,5,0
"exp_n292",0.879254649931965,30,2
"exp_n292",0.880270986150937,30,29
"exp_n292",0.90057751210552,30,4
"exp_n292",0.916183143511038,17,2
"exp_n292",0.916417989145153,30,1
"exp_n292",0.918231354269385,73,0
"exp_n292",0.924677457539985,30,0
"exp_n292",0.932683334943259,36,2
"exp_n292",0.934798143263851,30,16
"exp_n292",0.939671615529323,2,1
"exp_n292",0.959869507125169,30,24
"exp_n292",0.968345336650904,30,16
"exp_n292",0.974798058941488,30,24
"exp_n292",0.980004407670657,30,13
"exp_n292",0.996487132111085,30,17
"exp_n292",1.0082176721904,30,27
"exp_n292",1.04079393728836,4,2
"exp_n293",0,30,0
"exp_n293",0.684969527654781,30,20
"exp_n293",0.686197881768542,2,0
"exp_n293",0.699897105545104,30,19
"exp_n293",0.72203071965471,30,9
"exp_n293",0.739895791922432,30,8
"exp_n293",0.741993770857138,2,0
"exp_n293",0.74226206642408,30,3
"exp_n293",0.744258169453535,71,0
"exp_n293",0.754782129990071,3,3
"exp_n293",0.758375654149777,3,0
"exp_n293",0.769937586481941,30,5
"exp_n293",0.780613688988179,30,20
"exp_n293",0.786694831980099,30,23
"exp_n293",0.795261981689774,4,0
"exp_n293",0.798682556525425,30,30
"exp_n293",0.798818061361172,4,0
"exp_n293",0.828890764785727,30,0
"exp_n293",0.832454727332001,30,3
"exp_n293",0.834455254368102,1,0
"exp_n293",0.868902018353029,30,26
"exp_n293",0.87631978290777,30,2
"exp_n293",0.879331384328758,5,0
"exp_n293",0.89564309370876,30,2
"exp_n293",0.911087116632255,30,3
"exp_n293",0.912292511259996,73,0
"exp_n293",0.919048727954084,30,0
"exp_n293",0.920743045838404,17,4
"exp_n293",0.924577859639531,36,4
"exp_n293",0.928550895777377,30,0
"exp_n293",0.938700467089279,2,1
"exp_n293",0.941942080485659,30,13
"exp_n293",0.942920443481938,30,26
"exp_n293",0.961907178840327,30,16
"exp_n293",0.96881396213338,30,20
"exp_n293",0.971696322891827,30,15
"exp_n293",0.981289088125437,30,14
"exp_n293",0.994538861019943,30,30
"exp_n293",1.00855611134575,4,0
"exp_n294",0,30,0
"exp_n294",0.677877957044582,30,8
"exp_n294",0.681552177767204,2,0
"exp_n294",0.682939731850725,30,22
"exp_n294",0.719093015098355,30,18
"exp_n294",0.722517062894651,30,4
"exp_n294",0.727376075474251,2,0
"exp_n294",0.73075532006648,71,0
"exp_n294",0.732175379488766,30,9
"exp_n294",0.735001839370105,30,7
"exp_n294",0.745377482511221,3,3
"exp_n294",0.774436631014427,3,0
"exp_n294",0.779502407300304,30,21
"exp_n294",0.812485763207286,30,26
"exp_n294",0.815385737204086,30,0
"exp_n294",0.820751149216238,30,2
"exp_n294",0.820972480606979,30,7
"exp_n294",0.82648824559793,4,0
"exp_n294",0.826690831845468,1,0
"exp_n294",0.826845226665209,5,0
"exp_n294",0.837497344828812,4,0
"exp_n294",0.847335531850321,30,3
"exp_n294",0.849787709769941,30,30
"exp_n294",0.878076522557342,30,3
"exp_n294",0.881832560496014,30,1
"exp_n294",0.889999323147406,73,0
"exp_n294",0.892757822415864,30,1
"exp_n294",0.892934473669059,17,1
"exp_n294",0.901180326133716,30,30
"exp_n294",0.914818737813107,36,3
"exp_n294",0.925596672761238,2,2
"exp_n294",0.931102370673418,30,14
"exp_n294",0.95653542132161,30,27
"exp_n294",0.969161450220239,30,8
"exp_n294",0.971543699210126,30,21
"exp_n294",0.979876957816398,30,11
"exp_n294",0.981092521652898,30,20
"exp_n294",1.01295678476644,30,29
"exp_n294",1.03681894607864,4,1
"exp_n295",0,30,0
"exp_n295",0.693196864295041,2,0
"exp_n295",0.693482076610044,30,19
"exp_n295",0.707831031464097,30,2
"exp_n295",0.717364490002206,30,24
"exp_n295",0.734264089367644,3,0
"exp_n295",0.740572063545681,2,0
"exp_n295",0.746165631969944,30,6
"exp_n295",0.746560824663733,30,7
"exp_n295",0.749517975574474,71,0
"exp_n295",0.754118538278759,3,3
"exp_n295",0.761403577085003,30,5
"exp_n295",0.793805152166247,30,20
"exp_n295",0.811685639275547,30,25
"exp_n295",0.827080526445646,30,30
"exp_n295",0.827679376585644,4,0
"exp_n295",0.828373162144204,4,0
"exp_n295",0.829945370530938,30,2
"exp_n295",0.832198171374193,1,0
"exp_n295",0.836539222586231,30,3
"exp_n295",0.854532383868174,5,0
"exp_n295",0.859207420685715,30,3
"exp_n295",0.877048260428042,30,1
"exp_n295",0.890911963819958,30,30
"exp_n295",0.899453899710337,30,3
"exp_n295",0.906752586055243,73,0
"exp_n295",0.909181960884201,17,0
"exp_n295",0.915854309841039,30,1
"exp_n295",0.919268505949929,30,1
"exp_n295",0.926305837307049,36,3
"exp_n295",0.937895261275626,2,0
"exp_n295",0.941630508070261,30,17
"exp_n295",0.965583941062328,30,28
"exp_n295",0.972469522773502,30,20
"exp_n295",0.97267721045038,30,25
"exp_n295",0.975731252945874,30,14
"exp_n295",0.986326042597621,30,15
"exp_n295",1.01276075990143,30,28
