"Dataset Index","Dose","N","Effect"
"exp_n909",0,30,0
"exp_n909",0.696542701009161,30,20
"exp_n909",0.697501187157892,2,0
"exp_n909",0.703782778998018,30,5
"exp_n909",0.726691656268213,30,18
"exp_n909",0.746331018482512,30,4
"exp_n909",0.746943134972914,30,11
"exp_n909",0.747624109753559,2,0
"exp_n909",0.750770416745099,3,0
"exp_n909",0.75611266392263,71,0
"exp_n909",0.763306087267819,3,3
"exp_n909",0.767927341622335,30,15
"exp_n909",0.807452326457665,30,26
"exp_n909",0.811549051999426,30,16
"exp_n909",0.826373529727009,4,0
"exp_n909",0.826385906355812,4,0
"exp_n909",0.832174174382593,1,0
"exp_n909",0.835164902556591,30,4
"exp_n909",0.840865542192968,30,3
"exp_n909",0.856597078523187,5,0
"exp_n909",0.85796984487667,30,4
"exp_n909",0.869285700562924,30,30
"exp_n909",0.883344146746672,30,2
"exp_n909",0.907004609513596,30,28
"exp_n909",0.910110310861416,73,0
"exp_n909",0.913712106594432,30,3
"exp_n909",0.91671099195997,30,2
"exp_n909",0.919757358222013,17,0
"exp_n909",0.924329397408211,30,1
"exp_n909",0.932985426525269,36,3
"exp_n909",0.943942194853735,2,1
"exp_n909",0.950559324751597,30,14
"exp_n909",0.973966632093674,30,28
"exp_n909",0.994297306702646,30,19
"exp_n909",0.994703560263276,30,9
"exp_n909",0.994919587219612,30,14
"exp_n909",0.999373550402306,30,15
"exp_n909",1.02916331703197,30,29
"exp_n909",1.04785004963882,4,0
"exp_n91",0,30,0
"exp_n91",0.699906739994823,2,0
"exp_n91",0.704439992585161,30,22
"exp_n91",0.725360404716546,30,4
"exp_n91",0.726802047323169,30,18
"exp_n91",0.750925717462417,71,0
"exp_n91",0.751251442483726,3,0
"exp_n91",0.752402946810216,2,0
"exp_n91",0.757706710378275,30,11
"exp_n91",0.75921558957922,30,3
"exp_n91",0.759930766391817,3,3
"exp_n91",0.77845610341713,30,8
"exp_n91",0.79686430956227,30,20
"exp_n91",0.809101406955642,30,30
"exp_n91",0.810773277749712,30,24
"exp_n91",0.812550386331975,4,0
"exp_n91",0.820968097858869,4,0
"exp_n91",0.835014935464937,30,2
"exp_n91",0.843125948375691,30,2
"exp_n91",0.847667536317121,1,0
"exp_n91",0.882379836583712,30,4
"exp_n91",0.882835625500845,5,0
"exp_n91",0.888928856017203,30,29
"exp_n91",0.894733781421406,30,1
"exp_n91",0.927841064489556,30,1
"exp_n91",0.930223282670512,30,2
"exp_n91",0.930730171020071,17,2
"exp_n91",0.93335447915805,73,0
"exp_n91",0.941440529795523,36,5
"exp_n91",0.945254544206646,30,0
"exp_n91",0.945996027014159,30,18
"exp_n91",0.948802912282452,2,1
"exp_n91",0.969256547170391,30,26
"exp_n91",0.978657336748918,30,15
"exp_n91",0.979719759473511,30,22
"exp_n91",0.988085439372778,30,17
"exp_n91",0.998900926137077,30,20
"exp_n91",0.999287200924038,30,28
"exp_n91",1.01607161503369,4,2
"exp_n910",0,30,0
"exp_n910",0.675257730751736,30,23
"exp_n910",0.675398695740466,2,0
"exp_n910",0.693794010947073,30,7
"exp_n910",0.705939846438098,30,18
"exp_n910",0.721207553071166,30,9
"exp_n910",0.726004710718307,71,0
"exp_n910",0.729313123380268,2,0
"exp_n910",0.732115118915397,3,0
"exp_n910",0.733280778769313,30,6
"exp_n910",0.735198534747173,3,3
"exp_n910",0.753679713370788,30,6
"exp_n910",0.77519209672185,30,16
"exp_n910",0.785877441549227,4,0
"exp_n910",0.788553811473032,30,24
"exp_n910",0.789416749861739,4,0
"exp_n910",0.801518303078278,30,30
"exp_n910",0.811407402401647,30,1
"exp_n910",0.811530904111829,30,4
"exp_n910",0.812491001526642,1,0
"exp_n910",0.844714169769022,5,0
"exp_n910",0.845008830891711,30,1
"exp_n910",0.864544591259134,30,3
"exp_n910",0.869627423991257,30,29
"exp_n910",0.876593239544087,30,1
"exp_n910",0.878210517238237,17,4
"exp_n910",0.892522411488482,30,3
"exp_n910",0.899438336966065,36,3
"exp_n910",0.899787877653869,73,0
"exp_n910",0.901641184170178,30,0
"exp_n910",0.90946463055358,30,12
"exp_n910",0.914682077774188,2,1
"exp_n910",0.932366795770286,30,27
"exp_n910",0.945998141736667,30,19
"exp_n910",0.947058035377706,30,22
"exp_n910",0.949115961689075,30,12
"exp_n910",0.965844751341379,30,12
"exp_n910",0.983909581710581,30,29
"exp_n910",1.00602648519643,4,0
"exp_n911",0,30,0
"exp_n911",0.676421962396803,30,5
"exp_n911",0.689082136566582,2,0
"exp_n911",0.695243414718552,30,21
"exp_n911",0.723977539706701,30,6
"exp_n911",0.741199023759485,30,24
"exp_n911",0.742254197716343,2,0
"exp_n911",0.744416541009243,30,6
"exp_n911",0.745750217052265,71,0
"exp_n911",0.758456615331764,30,13
"exp_n911",0.767089070470149,3,0
"exp_n911",0.772510587958173,3,3
"exp_n911",0.80407647017272,30,16
"exp_n911",0.818949142843922,30,2
"exp_n911",0.820668251734561,5,0
"exp_n911",0.828979745938242,30,2
"exp_n911",0.830232179773424,1,0
"exp_n911",0.830262775595936,30,25
"exp_n911",0.838086566720221,30,2
"exp_n911",0.84495262223814,4,0
"exp_n911",0.85053384000567,4,0
"exp_n911",0.853156701636989,30,2
"exp_n911",0.883411291502521,30,30
"exp_n911",0.886805406812462,30,2
"exp_n911",0.890500263738707,30,0
"exp_n911",0.90179235415461,73,0
"exp_n911",0.904937222998403,17,2
"exp_n911",0.907921191489349,30,1
"exp_n911",0.921233360834793,36,4
"exp_n911",0.92715920059262,30,29
"exp_n911",0.941441964576754,2,1
"exp_n911",0.942022243467159,30,14
"exp_n911",0.985943222736396,30,13
"exp_n911",0.986854155183135,30,29
"exp_n911",0.999968932924036,30,18
"exp_n911",1.00172466200527,30,22
"exp_n911",1.0135826325082,30,15
"exp_n911",1.03394212626851,30,29
"exp_n911",1.08255962914098,4,0
"exp_n912",0,30,0
"exp_n912",0.686179955109285,2,0
"exp_n912",0.687338135070222,30,23
"exp_n912",0.708092021491974,30,20
"exp_n912",0.709989739992444,30,4
"exp_n912",0.714301232207526,3,0
"exp_n912",0.736134481788641,71,0
"exp_n912",0.738914515560633,2,0
"exp_n912",0.742568043456102,30,8
"exp_n912",0.750304532374223,3,3
"exp_n912",0.761696455702411,30,6
"exp_n912",0.768432210568373,30,8
"exp_n912",0.7856006176924,30,15
"exp_n912",0.790778418036748,30,24
"exp_n912",0.796934647890402,30,30
"exp_n912",0.798609553049544,4,0
"exp_n912",0.816959734543789,4,0
"exp_n912",0.822861891637276,30,2
"exp_n912",0.828938746560373,1,0
"exp_n912",0.833511269789698,30,3
"exp_n912",0.874079113008268,30,28
"exp_n912",0.874411557639634,5,0
"exp_n912",0.876911496330576,30,1
"exp_n912",0.890767146749922,30,2
"exp_n912",0.90541356374366,30,4
"exp_n912",0.912084320143663,17,4
"exp_n912",0.913561439618723,30,2
"exp_n912",0.921177475856392,73,0
"exp_n912",0.924476542556203,30,0
"exp_n912",0.930463948298199,36,4
"exp_n912",0.938507103681646,30,12
"exp_n912",0.939536944284296,2,0
"exp_n912",0.943689046520503,30,30
"exp_n912",0.956974221900983,30,22
"exp_n912",0.965405235226737,30,20
"exp_n912",0.97400704128551,30,17
"exp_n912",0.983121253341153,30,15
"exp_n912",0.99039527637279,30,28
"exp_n912",1.00605378545044,4,1
"exp_n913",0,30,0
"exp_n913",0.715268913752361,2,0
"exp_n913",0.715832593760553,30,21
"exp_n913",0.717731704042273,30,6
"exp_n913",0.756149843821091,3,0
"exp_n913",0.756285528408393,71,0
"exp_n913",0.757371042517449,30,24
"exp_n913",0.759488638446011,30,4
"exp_n913",0.761127805685645,2,0
"exp_n913",0.762819779787134,30,6
"exp_n913",0.781530462240631,3,3
"exp_n913",0.800700473704521,30,7
"exp_n913",0.812121645250625,30,21
"exp_n913",0.845454456992191,4,0
"exp_n913",0.847477836555884,30,27
"exp_n913",0.851625968786263,30,3
"exp_n913",0.85812105621477,30,4
"exp_n913",0.858589287646067,5,0
"exp_n913",0.858806078838046,1,0
"exp_n913",0.859151027656843,30,1
"exp_n913",0.859162330407664,30,30
"exp_n913",0.87328435380634,4,0
"exp_n913",0.88158616987017,30,3
"exp_n913",0.921255508661909,30,1
"exp_n913",0.926293709537018,73,0
"exp_n913",0.931282959630607,17,3
"exp_n913",0.937932162633265,36,2
"exp_n913",0.938004306505157,30,2
"exp_n913",0.938607660889476,30,30
