set,Dose,N,Effect
exp_n1,0,295,17
exp_n1,0.446730455,30,5
exp_n1,0.734526875,30,4
exp_n1,0.769120725,5,0
exp_n1,0.76950867,30,2
exp_n1,0.786691441,30,17
exp_n1,0.806501837,30,8
exp_n1,0.816827321,30,17
exp_n1,0.823193125,30,18
exp_n1,0.83312656,30,22
exp_n1,0.919699012,30,7
exp_n1,1.350579579,30,2
exp_n1,1.480407982,30,3
exp_n1,1.715171017,73,0
exp_n1,1.9377777,30,4
exp_n1,2.391863612,77,0
exp_n1,2.764824523,30,8
exp_n1,3.074764811,30,11
exp_n1,3.915931278,30,10
exp_n1,4.747680298,30,24
exp_n1,5.788165298,30,14
exp_n1,6.294324694,30,21
exp_n1,7.892656033,3,3
exp_n1,7.908916916,30,18
exp_n1,11.95793579,30,25
exp_n1,12.79384867,30,24
exp_n1,16.41855164,30,30
exp_n1,23.36598613,30,29
exp_n1,51.32341952,30,30
exp_n10,0,295,23
exp_n10,0.419838222,30,4
exp_n10,0.59521375,5,0
exp_n10,0.68805652,30,2
exp_n10,0.720637552,30,6
exp_n10,0.745025718,30,14
exp_n10,0.763951059,30,19
exp_n10,0.771708028,30,1
exp_n10,0.789268836,30,23
exp_n10,0.846714136,30,21
exp_n10,0.909221597,30,3
exp_n10,1.351951258,30,3
exp_n10,1.457557886,30,2
exp_n10,1.59081801,73,0
exp_n10,1.803394801,30,5
exp_n10,2.434262495,77,0
exp_n10,2.65937275,30,3
exp_n10,2.851367497,30,8
exp_n10,3.864579582,30,8
exp_n10,4.703276728,30,24
exp_n10,5.399082511,30,12
exp_n10,6.034206042,30,19
exp_n10,7.490691867,3,3
exp_n10,7.858486279,30,12
exp_n10,11.0579739,30,24
exp_n10,12.4625729,30,25
exp_n10,15.33219294,30,28
exp_n10,23.51467322,30,29
exp_n10,51.27516263,30,30
exp_n100,0,295,16
exp_n100,0.448302505,30,2
exp_n100,0.72221121,5,0
exp_n100,0.74175222,30,2
exp_n100,0.752403147,30,6
exp_n100,0.784827154,30,20
exp_n100,0.786906529,30,2
exp_n100,0.788897439,30,18
exp_n100,0.806048007,30,9
exp_n100,0.815777566,30,21
exp_n100,0.928374274,30,6
exp_n100,1.339400795,30,3
exp_n100,1.489376688,30,6
exp_n100,1.701206436,73,0
exp_n100,1.880169502,30,1
exp_n100,2.489981879,77,0
exp_n100,2.726891176,30,4
exp_n100,2.953780588,30,10
exp_n100,3.974400605,30,12
exp_n100,4.838280542,30,25
exp_n100,5.643851385,30,20
exp_n100,6.150442609,30,13
exp_n100,7.797369851,30,14
exp_n100,8.006633237,3,3
exp_n100,11.42787464,30,28
exp_n100,12.42555456,30,26
exp_n100,15.5792953,30,28
exp_n100,23.43913112,30,29
exp_n100,51.06927741,30,30
exp_n1000,0,295,16
exp_n1000,0.423999696,30,8
exp_n1000,0.6121732,5,0
exp_n1000,0.665361251,30,1
exp_n1000,0.711349127,30,2
exp_n1000,0.727042001,30,1
exp_n1000,0.773326583,30,15
exp_n1000,0.778168415,30,20
exp_n1000,0.786684397,30,14
exp_n1000,0.828967001,30,21
exp_n1000,0.908890413,30,6
exp_n1000,1.333455709,30,1
exp_n1000,1.465951575,30,1
exp_n1000,1.713690337,73,0
exp_n1000,1.828737421,30,6
exp_n1000,2.315742568,77,0
exp_n1000,2.66167824,30,5
exp_n1000,2.871494596,30,9
exp_n1000,3.714711379,30,8
exp_n1000,4.669341734,30,24
exp_n1000,5.517713328,30,15
exp_n1000,6.051796165,30,18
exp_n1000,7.808943763,30,15
exp_n1000,8.291160628,3,3
exp_n1000,11.68560921,30,27
exp_n1000,12.90267148,30,26
exp_n1000,16.04590797,30,29
exp_n1000,24.27964092,30,30
exp_n1000,51.29701316,30,30
exp_n101,0,295,17
exp_n101,0.420467784,30,2
exp_n101,0.66796945,5,0
exp_n101,0.71547743,30,5
exp_n101,0.738248171,30,1
exp_n101,0.747504726,30,3
exp_n101,0.755002887,30,15
exp_n101,0.78112853,30,23
exp_n101,0.804185999,30,19
exp_n101,0.838954713,30,18
exp_n101,0.905312256,30,6
exp_n101,1.248531784,30,1
exp_n101,1.409804209,30,5
exp_n101,1.664481163,73,0
exp_n101,1.840352153,30,3
exp_n101,2.381738327,77,0
exp_n101,2.800172224,30,2
exp_n101,2.928502287,30,8
exp_n101,3.709974379,30,11
exp_n101,4.616037402,30,22
exp_n101,5.57308896,30,10
exp_n101,5.782039584,30,20
exp_n101,7.803379046,30,16
exp_n101,8.168687419,3,3
exp_n101,11.26068372,30,27
exp_n101,12.50077953,30,22
exp_n101,15.53974759,30,29
exp_n101,23.1025662,30,27
exp_n101,51.09974698,30,30
exp_n102,0,295,20
exp_n102,0.433583008,30,3
exp_n102,0.701562469,5,0
exp_n102,0.718358244,30,2
exp_n102,0.740540188,30,1
exp_n102,0.764237289,30,12
exp_n102,0.811108002,30,23
exp_n102,0.816691435,30,15
exp_n102,0.830920637,30,20
exp_n102,0.880207357,30,3
exp_n102,0.880235646,30,7
exp_n102,1.280821691,30,1
exp_n102,1.458269615,30,3
exp_n102,1.634806531,73,0
exp_n102,1.804156181,30,3
exp_n102,2.376762268,77,0
exp_n102,2.655975642,30,3
exp_n102,2.928306827,30,8
exp_n102,3.871460388,30,5
exp_n102,4.75293868,30,20
exp_n102,5.683458037,30,11
exp_n102,5.871402638,30,17
exp_n102,7.038042868,3,3
exp_n102,8.121095387,30,18
exp_n102,11.41795522,30,26
exp_n102,12.4929319,30,23
exp_n102,16.00301873,30,29
exp_n102,24.08072072,30,29
exp_n102,52.20379911,30,30
exp_n103,0,295,15
exp_n103,0.419522916,30,4
exp_n103,0.658330803,5,0
exp_n103,0.692156959,30,0
exp_n103,0.752935473,30,8
exp_n103,0.763246045,30,13
exp_n103,0.76511367,30,19
exp_n103,0.772621293,30,24
exp_n103,0.813530088,30,2
exp_n103,0.855734475,30,20
exp_n103,0.865461595,30,10
exp_n103,1.335912027,30,2
exp_n103,1.406053319,30,3
exp_n103,1.646806585,73,0
exp_n103,1.808983254,30,4
exp_n103,2.398834466,77,0
exp_n103,2.67985689,30,3
exp_n103,3.024251761,30,5
exp_n103,3.732271976,30,16
exp_n103,4.758546521,30,24
exp_n103,5.346916028,30,10
exp_n103,6.221691245,30,19
exp_n103,7.145556487,3,3
exp_n103,7.93563013,30,16
exp_n103,11.3416922,30,26
exp_n103,12.70172311,30,19
exp_n103,16.78236843,30,28
exp_n103,24.47031025,30,30
exp_n103,53.56114936,30,30
exp_n104,0,295,11
exp_n104,0.442993035,30,2
exp_n104,0.668041749,5,0
exp_n104,0.732732267,30,3
exp_n104,0.760991206,30,13
exp_n104,0.784770039,30,5
exp_n104,0.807731131,30,2
exp_n104,0.823105425,30,14
exp_n104,0.842095558,30,22
exp_n104,0.844432779,30,24
exp_n104,0.880969579,30,5
exp_n104,1.342669319,30,1
exp_n104,1.459934414,30,0
exp_n104,1.685010422,73,0
exp_n104,1.952904473,30,5
exp_n104,2.405324659,77,0
exp_n104,2.7702853,30,2
exp_n104,3.054198798,30,9
exp_n104,3.925298818,30,11
exp_n104,4.782977402,30,21
exp_n104,5.8238943,30,14
exp_n104,6.213289524,30,17
exp_n104,7.512586082,3,3
exp_n104,8.118518549,30,17
exp_n104,11.54293318,30,27
exp_n104,13.14836694,30,27
exp_n104,16.7038921,30,29
exp_n104,24.86715777,30,27
exp_n104,52.4454974,30,30
exp_n105,0,295,21
exp_n105,0.425776499,30,3
exp_n105,0.661055918,5,0
exp_n105,0.713046282,30,4
exp_n105,0.755538708,30,2
exp_n105,0.756530059,30,4
exp_n105,0.789561271,30,21
exp_n105,0.790128889,30,19
exp_n105,0.794922234,30,13
exp_n105,0.826048822,30,18
exp_n105,0.916808483,30,2
exp_n105,1.348787014,30,1
exp_n105,1.455636768,30,1
exp_n105,1.608681727,73,0
exp_n105,1.86880317,30,3
exp_n105,2.448159273,77,0
exp_n105,2.636532403,30,2
exp_n105,2.982400745,30,5
exp_n105,3.754596575,30,8
exp_n105,4.646965392,30,20
exp_n105,5.720318488,30,17
exp_n105,6.365743352,30,19
exp_n105,7.490901603,3,3
exp_n105,7.875173296,30,16
exp_n105,11.42010024,30,25
exp_n105,12.52996212,30,26
exp_n105,16.15939133,30,30
exp_n105,24.29677997,30,29
exp_n105,52.25117419,30,30
exp_n106,0,295,13
exp_n106,0.439464994,30,5
exp_n106,0.686369616,5,0
exp_n106,0.72888643,30,2
exp_n106,0.748253822,30,2
exp_n106,0.775718059,30,3
exp_n106,0.861553508,30,24
exp_n106,0.86645461,30,20
exp_n106,0.881283892,30,19
exp_n106,0.882993436,30,16
exp_n106,0.884755484,30,6
exp_n106,1.331283397,30,0
exp_n106,1.514198422,30,0
exp_n106,1.699131743,73,0
exp_n106,1.92754385,30,3
exp_n106,2.540362871,77,0
exp_n106,2.853727275,30,3
exp_n106,3.04990583,30,6
exp_n106,3.883226613,30,8
exp_n106,4.791799197,30,21
exp_n106,5.440850609,30,14
exp_n106,6.431304431,30,21
exp_n106,7.731706136,30,12
exp_n106,8.059594963,3,3
exp_n106,12.03583218,30,27
exp_n106,12.30491907,30,26
exp_n106,16.71122616,30,26
exp_n106,24.82979309,30,28
exp_n106,52.82193527,30,30
exp_n107,0,295,19
exp_n107,0.447994306,30,3
exp_n107,0.728537858,30,2
exp_n107,0.746778751,30,2
exp_n107,0.757538058,30,7
exp_n107,0.792858926,5,0
exp_n107,0.796495538,30,11
exp_n107,0.796631944,30,20
exp_n107,0.809891648,30,21
exp_n107,0.833165159,30,19
exp_n107,0.936640999,30,2
exp_n107,1.367485808,30,1
exp_n107,1.486733923,30,1
exp_n107,1.627455161,73,0
exp_n107,1.924379043,30,4
exp_n107,2.486922026,77,0
exp_n107,2.784729443,30,2
exp_n107,3.197345303,30,7
exp_n107,3.778711556,30,8
exp_n107,4.814206285,30,22
exp_n107,5.613433804,30,14
exp_n107,6.299172763,30,20
exp_n107,7.172641986,3,3
exp_n107,7.817680846,30,14
exp_n107,11.74466372,30,27
exp_n107,12.48104498,30,28
exp_n107,16.25672167,30,28
exp_n107,24.3119355,30,26
exp_n107,51.99244291,30,30
exp_n108,0,295,15
exp_n108,0.425076823,30,3
exp_n108,0.659439306,5,0
exp_n108,0.724562857,30,2
exp_n108,0.727031194,30,2
exp_n108,0.744388926,30,4
exp_n108,0.793206399,30,18
exp_n108,0.79653882,30,23
exp_n108,0.797548884,30,11
exp_n108,0.798335153,30,20
exp_n108,0.893856638,30,6
exp_n108,1.367906319,30,0
exp_n108,1.426138453,30,3
exp_n108,1.62905725,73,0
exp_n108,1.902387029,30,5
exp_n108,2.460314081,77,0
exp_n108,2.7296318,30,5
exp_n108,2.971951108,30,11
exp_n108,3.811471697,30,12
exp_n108,4.605695421,30,24
exp_n108,5.5114562,30,16
exp_n108,6.13272409,3,3
exp_n108,6.217985227,30,15
exp_n108,8.027028156,30,14
exp_n108,11.61961908,30,27
exp_n108,12.86419263,30,28
exp_n108,16.44336177,30,30
exp_n108,23.52414637,30,30
exp_n108,51.93670516,30,30
exp_n109,0,295,13
exp_n109,0.430887074,30,3
exp_n109,0.683703251,5,0
exp_n109,0.717390846,30,3
exp_n109,0.760982225,30,16
exp_n109,0.77596314,30,2
exp_n109,0.778852924,30,7
exp_n109,0.802090076,30,16
exp_n109,0.805515868,30,22
exp_n109,0.824955714,30,18
exp_n109,0.911565957,30,3
exp_n109,1.367755232,30,1
exp_n109,1.437771235,30,6
exp_n109,1.646647109,73,0
exp_n109,1.828008673,30,5
exp_n109,2.450837161,77,0
exp_n109,2.687898051,30,3
exp_n109,2.971090541,30,11
exp_n109,3.583401102,30,6
exp_n109,4.714178364,30,21
exp_n109,5.591934952,30,16
exp_n109,6.338113465,30,23
exp_n109,7.668109516,3,3
exp_n109,7.72417399,30,18
exp_n109,11.11709299,30,27
exp_n109,12.46466062,30,24
exp_n109,15.88412503,30,29
exp_n109,23.60617883,30,27
exp_n109,50.86750356,30,30
exp_n11,0,295,11
exp_n11,0.418414271,30,2
exp_n11,0.674172256,5,0
exp_n11,0.726209939,30,2
exp_n11,0.753595634,30,5
exp_n11,0.786819386,30,22
exp_n11,0.796118022,30,13
exp_n11,0.816163074,30,0
exp_n11,0.851492638,30,15
exp_n11,0.86152677,30,25
exp_n11,0.920395979,30,6
exp_n11,1.355305619,30,0
exp_n11,1.447639306,30,2
exp_n11,1.639827244,73,0
exp_n11,1.882064662,30,1
exp_n11,2.401493573,77,0
exp_n11,2.785968451,30,4
exp_n11,3.074594845,30,8
exp_n11,3.973178211,30,10
exp_n11,4.950338255,30,24
exp_n11,5.803562082,30,15
exp_n11,6.335211987,30,16
exp_n11,8.050313638,30,17
exp_n11,8.664058253,3,3
exp_n11,11.66931468,30,27
exp_n11,12.69716539,30,21
exp_n11,16.32257873,30,29
exp_n11,24.98941133,30,28
exp_n11,55.45121724,30,30
exp_n110,0,295,21
exp_n110,0.428725843,30,1
exp_n110,0.665437515,5,0
exp_n110,0.697133142,30,1
exp_n110,0.78298294,30,24
exp_n110,0.80781579,30,14
exp_n110,0.809862036,30,9
exp_n110,0.816399878,30,0
exp_n110,0.830846427,30,17
exp_n110,0.843594912,30,18
exp_n110,0.919995232,30,6
exp_n110,1.328526449,30,0
exp_n110,1.446763397,30,2
exp_n110,1.721445707,73,0
exp_n110,1.882170767,30,5
exp_n110,2.41998443,77,0
exp_n110,2.779055061,30,4
exp_n110,3.050978263,30,11
exp_n110,3.803551833,30,9
exp_n110,4.885121289,30,18
exp_n110,5.882778841,30,14
exp_n110,6.271249192,30,16
exp_n110,7.797830197,3,3
exp_n110,7.981062223,30,14
exp_n110,11.81671455,30,30
exp_n110,13.15648232,30,22
exp_n110,16.80575079,30,29
exp_n110,24.15161833,30,30
exp_n110,53.79671153,30,30
exp_n111,0,295,13
exp_n111,0.439855197,30,2
exp_n111,0.696554747,30,2
exp_n111,0.737945994,5,0
exp_n111,0.739421976,30,4
exp_n111,0.742293276,30,18
exp_n111,0.797518391,30,15
exp_n111,0.801011171,30,4
exp_n111,0.820551023,30,23
exp_n111,0.830166044,30,22
exp_n111,0.88812018,30,3
exp_n111,1.38423937,30,1
exp_n111,1.464368152,30,1
exp_n111,1.680617006,73,0
exp_n111,1.873288819,30,4
exp_n111,2.461541018,77,0
exp_n111,2.744253599,30,1
exp_n111,2.907765602,30,9
exp_n111,3.727834971,30,13
exp_n111,4.766453702,30,19
exp_n111,5.539072844,30,17
exp_n111,6.103460156,30,19
exp_n111,7.561946171,30,15
exp_n111,8.584983759,3,3
exp_n111,11.36720868,30,30
exp_n111,12.41735228,30,24
exp_n111,15.69155532,30,30
exp_n111,22.87490735,30,26
exp_n111,50.88148864,30,30
exp_n112,0,295,15
exp_n112,0.439782447,30,4
exp_n112,0.687529811,30,1
exp_n112,0.726339427,30,15
exp_n112,0.732143239,5,0
exp_n112,0.750234513,30,5
exp_n112,0.760540169,30,2
exp_n112,0.763838626,30,27
exp_n112,0.77015685,30,23
exp_n112,0.828965606,30,19
exp_n112,0.909525375,30,4
exp_n112,1.294519741,30,0
exp_n112,1.412776001,30,2
exp_n112,1.613991038,73,0
exp_n112,1.854727705,30,3
exp_n112,2.335443041,77,0
exp_n112,2.664239537,30,0
exp_n112,2.980050579,30,5
exp_n112,3.760733668,30,9
exp_n112,4.726745164,30,26
exp_n112,5.503546301,30,12
exp_n112,5.959681536,30,15
exp_n112,7.607842062,30,15
exp_n112,8.311635365,3,3
exp_n112,11.18264792,30,28
exp_n112,12.35962489,30,29
exp_n112,15.83378198,30,28
exp_n112,22.90094201,30,29
exp_n112,49.82439073,30,30
exp_n113,0,295,15
exp_n113,0.417220804,30,3
exp_n113,0.680562268,5,0
exp_n113,0.690877213,30,1
exp_n113,0.722410787,30,6
exp_n113,0.770785382,30,14
exp_n113,0.779065908,30,20
exp_n113,0.787765385,30,10
exp_n113,0.789206045,30,1
exp_n113,0.793113633,30,13
exp_n113,0.880629763,30,8
exp_n113,1.341294726,30,2
exp_n113,1.417289517,30,2
exp_n113,1.658223624,73,0
exp_n113,1.82386288,30,10
exp_n113,2.291954586,77,0
exp_n113,2.648863108,30,2
exp_n113,2.932858973,30,8
exp_n113,3.753747257,30,9
exp_n113,4.692100716,30,24
exp_n113,5.570441088,30,16
exp_n113,6.227411638,30,16
exp_n113,7.678808795,30,13
exp_n113,7.902993155,3,3
exp_n113,11.25786073,30,29
exp_n113,12.61826231,30,22
exp_n113,15.70233371,30,30
exp_n113,23.3994152,30,30
exp_n113,51.28695368,30,30
exp_n114,0,295,16
exp_n114,0.453335057,30,3
exp_n114,0.585220199,5,0
exp_n114,0.745631238,30,2
exp_n114,0.784738609,30,1
exp_n114,0.813426693,30,9
exp_n114,0.824776128,30,17
exp_n114,0.834682375,30,11
exp_n114,0.876751449,30,23
exp_n114,0.89521117,30,19
exp_n114,0.922096384,30,8
exp_n114,1.405782182,30,1
exp_n114,1.496770196,30,0
exp_n114,1.579207584,73,0
exp_n114,1.937462954,30,5
exp_n114,2.542219154,77,0
exp_n114,2.828220961,30,1
exp_n114,2.992898795,30,9
exp_n114,3.88172438,30,8
exp_n114,4.804448626,30,18
exp_n114,5.962176903,30,21
exp_n114,6.259572825,30,17
exp_n114,6.844198792,3,3
exp_n114,8.1958987,30,14
exp_n114,11.78256004,30,26
exp_n114,12.73902618,30,23
exp_n114,16.39670567,30,29
exp_n114,23.76555035,30,28
exp_n114,52.09941192,30,30
exp_n115,0,295,16
exp_n115,0.433842921,30,2
exp_n115,0.697537461,5,0
exp_n115,0.7311615,30,3
exp_n115,0.782339635,30,16
exp_n115,0.797789901,30,4
exp_n115,0.800026391,30,19
exp_n115,0.807097535,30,13
exp_n115,0.824291166,30,2
exp_n115,0.826390106,30,21
exp_n115,0.933277068,30,5
exp_n115,1.317174173,30,1
exp_n115,1.454531884,30,3
exp_n115,1.674756131,73,0
exp_n115,1.948948892,30,8
exp_n115,2.449941987,77,0
exp_n115,2.759067934,30,3
exp_n115,3.157761563,30,6
exp_n115,3.866756121,30,8
exp_n115,4.722094431,30,21
exp_n115,5.340167354,30,20
exp_n115,6.331699131,30,21
exp_n115,7.15620435,3,3
exp_n115,7.454891842,30,15
exp_n115,11.81897899,30,27
exp_n115,12.54348309,30,27
exp_n115,15.99165079,30,28
exp_n115,23.71678869,30,28
exp_n115,52.27048122,30,30
exp_n116,0,295,12
exp_n116,0.423463872,30,3
exp_n116,0.697946737,5,0
exp_n116,0.703195418,30,0
exp_n116,0.733843879,30,2
exp_n116,0.772387715,30,7
exp_n116,0.787291147,30,19
exp_n116,0.79916239,30,16
exp_n116,0.841533192,30,21
exp_n116,0.855846253,30,26
exp_n116,0.888813972,30,8
exp_n116,1.27650908,30,0
exp_n116,1.447470912,30,2
exp_n116,1.685129569,73,0
exp_n116,1.786121858,30,4
exp_n116,2.36125625,77,0
exp_n116,2.735812677,30,5
exp_n116,3.06619001,30,10
exp_n116,3.91768263,30,6
exp_n116,4.827725099,30,24
exp_n116,5.763101301,30,15
exp_n116,6.160025842,30,17
exp_n116,7.648378907,3,3
exp_n116,8.111657589,30,15
exp_n116,11.69367585,30,26
exp_n116,13.06526226,30,25
exp_n116,16.71535209,30,30
exp_n116,23.9907333,30,29
exp_n116,54.77753323,30,30
exp_n117,0,295,24
exp_n117,0.42834067,30,4
exp_n117,0.62229871,5,0
exp_n117,0.699493377,30,2
exp_n117,0.738000619,30,10
exp_n117,0.755505519,30,2
exp_n117,0.771866628,30,23
exp_n117,0.78427137,30,18
exp_n117,0.793389089,30,18
exp_n117,0.83384385,30,18
exp_n117,0.877572265,30,4
exp_n117,1.318940676,30,4
exp_n117,1.463503119,30,3
exp_n117,1.647580168,73,0
exp_n117,1.846214086,30,5
exp_n117,2.334836836,77,0
exp_n117,2.680802787,30,4
exp_n117,2.88905354,30,6
exp_n117,3.796952217,30,7
exp_n117,4.729326401,30,23
exp_n117,5.64241565,30,14
exp_n117,5.984467244,30,16
exp_n117,7.137180928,3,3
exp_n117,7.784874094,30,15
exp_n117,11.05008145,30,29
exp_n117,12.01201941,30,24
exp_n117,15.83243099,30,30
exp_n117,23.60838719,30,30
exp_n117,49.98161997,30,30
exp_n118,0,295,12
exp_n118,0.430568176,30,3
exp_n118,0.649124071,5,0
exp_n118,0.7160683,30,1
exp_n118,0.716508115,30,17
exp_n118,0.7560188,30,18
exp_n118,0.756693192,30,11
exp_n118,0.772493711,30,1
exp_n118,0.775498248,30,3
exp_n118,0.801599777,30,16
exp_n118,0.907462976,30,5
exp_n118,1.338537821,30,2
exp_n118,1.444415859,30,2
exp_n118,1.621964686,73,0
exp_n118,1.804880988,30,5
exp_n118,2.417155287,77,0
exp_n118,2.745441521,30,0
exp_n118,2.858142966,30,7
exp_n118,3.802750421,30,9
exp_n118,4.683784589,30,24
exp_n118,5.449555476,30,14
exp_n118,6.074254023,30,19
exp_n118,6.584385966,3,3
exp_n118,7.627306182,30,17
exp_n118,11.32964707,30,25
exp_n118,12.61851948,30,24
exp_n118,15.69407287,30,29
exp_n118,23.0358976,30,27
exp_n118,48.38079258,30,30
exp_n119,0,295,13
exp_n119,0.410491697,30,3
exp_n119,0.624539375,5,0
exp_n119,0.659424429,30,2
exp_n119,0.710940542,30,0
exp_n119,0.802385594,30,18
exp_n119,0.808340587,30,2
exp_n119,0.820372376,30,22
exp_n119,0.858973526,30,7
exp_n119,0.863235107,30,13
exp_n119,0.871911655,30,25
exp_n119,1.286814962,30,1
exp_n119,1.411680166,30,1
exp_n119,1.56426788,73,0
exp_n119,1.800944472,30,8
exp_n119,2.444380684,77,0
exp_n119,2.692594778,30,1
exp_n119,2.999804489,30,13
exp_n119,3.761667281,30,11
exp_n119,4.774950399,30,24
exp_n119,5.592962121,30,16
exp_n119,6.312861772,30,18
exp_n119,7.720744056,30,16
exp_n119,8.228028681,3,3
exp_n119,11.78615806,30,26
exp_n119,12.92980248,30,23
exp_n119,16.43621349,30,28
exp_n119,24.35842482,30,30
exp_n119,53.31591562,30,30
exp_n12,0,295,15
exp_n12,0.418635617,30,1
exp_n12,0.665602988,5,0
exp_n12,0.700871223,30,0
exp_n12,0.755012196,30,9
exp_n12,0.763377742,30,15
exp_n12,0.764122856,30,21
exp_n12,0.78575394,30,0
exp_n12,0.802721168,30,14
exp_n12,0.817829332,30,23
exp_n12,0.869555605,30,6
exp_n12,1.2970258,30,1
exp_n12,1.432832928,30,3
exp_n12,1.655047799,73,0
exp_n12,1.801346684,30,7
exp_n12,2.314775694,77,0
exp_n12,2.71082363,30,2
exp_n12,2.850614396,30,7
exp_n12,3.668306071,30,9
exp_n12,4.564919378,30,19
exp_n12,5.642320536,30,16
exp_n12,5.979909084,30,17
exp_n12,7.422094105,30,15
exp_n12,8.12577795,3,3
exp_n12,11.07141301,30,26
exp_n12,12.70185545,30,25
exp_n12,15.46090149,30,28
exp_n12,23.19247945,30,30
exp_n12,50.45528582,30,30
exp_n120,0,295,19
exp_n120,0.426448582,30,1
exp_n120,0.701289217,30,3
exp_n120,0.723955361,5,0
exp_n120,0.745608438,30,2
exp_n120,0.760378384,30,1
exp_n120,0.773244618,30,22
exp_n120,0.783937144,30,23
exp_n120,0.796135724,30,18
exp_n120,0.81384325,30,19
exp_n120,0.855444337,30,1
exp_n120,1.334412442,30,2
exp_n120,1.473813513,30,0
exp_n120,1.683811428,73,0
exp_n120,1.888233369,30,6
exp_n120,2.446189773,77,0
exp_n120,2.697078037,30,2
exp_n120,2.986037976,30,14
exp_n120,3.781056372,30,13
exp_n120,4.780310766,30,21
exp_n120,5.453033746,30,18
exp_n120,5.992213112,30,20
exp_n120,7.897629407,30,14
exp_n120,7.96205267,3,3
exp_n120,11.4375887,30,29
exp_n120,13.02881301,30,22
exp_n120,16.09143176,30,29
exp_n120,23.9175529,30,28
exp_n120,51.26433766,30,30
exp_n121,0,295,21
exp_n121,0.434362101,30,2
exp_n121,0.632917604,5,0
exp_n121,0.711265575,30,2
exp_n121,0.742796303,30,1
exp_n121,0.766904127,30,3
exp_n121,0.786099768,30,20
exp_n121,0.811624142,30,15
exp_n121,0.811681775,30,21
exp_n121,0.851167179,30,18
exp_n121,0.920437014,30,4
exp_n121,1.354108348,30,2
exp_n121,1.494459474,30,3
exp_n121,1.70918947,73,0
exp_n121,1.84327563,30,7
exp_n121,2.423338733,77,0
exp_n121,2.760217474,30,2
exp_n121,2.954262146,30,9
exp_n121,3.816054781,30,11
exp_n121,4.810433083,30,24
exp_n121,5.688766636,30,13
exp_n121,6.360273413,30,17
exp_n121,7.634475431,3,3
exp_n121,7.993204346,30,13
exp_n121,11.70873559,30,28
exp_n121,13.09484594,30,24
exp_n121,16.52045797,30,30
exp_n121,24.42109895,30,27
exp_n121,52.90005008,30,30
exp_n122,0,295,19
exp_n122,0.451700737,30,4
exp_n122,0.6909734,5,0
exp_n122,0.721351498,30,2
exp_n122,0.764327597,30,5
exp_n122,0.81643836,30,17
exp_n122,0.82045362,30,6
exp_n122,0.825633324,30,19
exp_n122,0.855900505,30,12
exp_n122,0.891279388,30,21
exp_n122,0.932733997,30,8
exp_n122,1.392352584,30,3
exp_n122,1.430073963,30,2
exp_n122,1.68157096,73,0
exp_n122,1.938857167,30,3
exp_n122,2.544889169,77,0
exp_n122,2.770695477,30,2
exp_n122,3.102651217,30,7
exp_n122,3.809109089,30,10
exp_n122,4.8643106,30,22
exp_n122,5.695713974,30,17
exp_n122,6.325267405,30,17
exp_n122,7.23640568,3,3
exp_n122,7.876509464,30,13
exp_n122,11.93950904,30,26
exp_n122,13.08838581,30,23
exp_n122,16.63789028,30,29
exp_n122,24.37254115,30,28
exp_n122,54.90774139,30,30
exp_n123,0,295,17
exp_n123,0.452794848,30,4
exp_n123,0.71237581,5,0
exp_n123,0.722671732,30,3
exp_n123,0.788845605,30,7
exp_n123,0.790797675,30,21
exp_n123,0.794428243,30,14
exp_n123,0.795583321,30,1
exp_n123,0.800180992,30,20
exp_n123,0.831168163,30,23
exp_n123,0.934180448,30,8
exp_n123,1.37427843,30,2
exp_n123,1.536099571,30,4
exp_n123,1.721933616,73,0
exp_n123,1.977531956,30,4
exp_n123,2.44358919,77,0
exp_n123,2.8003874,30,0
exp_n123,3.028185036,30,13
exp_n123,3.973486594,30,10
exp_n123,4.840687298,30,19
exp_n123,5.789063462,30,11
exp_n123,6.515178274,30,24
exp_n123,7.972299623,30,13
exp_n123,8.609903924,3,3
exp_n123,11.65582263,30,24
exp_n123,12.64278409,30,26
exp_n123,16.51134992,30,29
exp_n123,24.67055986,30,26
exp_n123,52.69603821,30,30
exp_n124,0,295,22
exp_n124,0.43502734,30,2
exp_n124,0.708116803,30,3
exp_n124,0.741052661,30,17
exp_n124,0.746943726,5,0
exp_n124,0.780890643,30,20
exp_n124,0.78871255,30,10
exp_n124,0.805640691,30,14
exp_n124,0.811151555,30,0
exp_n124,0.840537597,30,15
exp_n124,0.896578662,30,11
exp_n124,1.296152797,30,2
exp_n124,1.415078768,30,0
exp_n124,1.659111109,73,0
exp_n124,1.827677962,30,5
exp_n124,2.411817597,77,0
exp_n124,2.725255455,30,4
exp_n124,2.932584973,30,7
exp_n124,3.811495164,30,9
exp_n124,4.622042036,30,23
exp_n124,5.594135667,30,20
exp_n124,6.066325456,30,19
exp_n124,7.838637036,30,18
exp_n124,8.011324628,3,3
exp_n124,11.47363339,30,24
exp_n124,12.78305226,30,26
exp_n124,15.97690304,30,30
exp_n124,23.69917857,30,29
exp_n124,51.80446885,30,30
exp_n125,0,295,17
exp_n125,0.419013483,30,2
exp_n125,0.654002909,5,0
exp_n125,0.680723805,30,2
exp_n125,0.7724579,30,3
exp_n125,0.789482951,30,9
exp_n125,0.807628457,30,20
exp_n125,0.809000165,30,18
exp_n125,0.825623086,30,23
exp_n125,0.839686895,30,3
