"","set","Dose","N","Effect"
"1","exp_n1",0,30,0
"2","exp_n1",0.697205850043014,2,0
"3","exp_n1",0.700716645473081,30,4
"4","exp_n1",0.702490978241433,30,22
"5","exp_n1",0.734075308664963,30,19
"6","exp_n1",0.742444842103055,30,7
"7","exp_n1",0.746634350157175,2,0
"8","exp_n1",0.746828943758419,71,0
"9","exp_n1",0.753433674752884,30,7
"10","exp_n1",0.764388322454405,3,3
"11","exp_n1",0.767265506916875,3,0
"12","exp_n1",0.768177960339371,30,7
"13","exp_n1",0.789298988169297,30,21
"14","exp_n1",0.827310858212928,4,0
"15","exp_n1",0.82851906558742,30,25
"16","exp_n1",0.836099881339441,30,0
"17","exp_n1",0.839817967678103,30,3
"18","exp_n1",0.841059750104528,1,0
"19","exp_n1",0.841644315281148,5,0
"20","exp_n1",0.845450315903708,30,5
"21","exp_n1",0.848647130844622,30,30
"22","exp_n1",0.854003091169545,4,0
"23","exp_n1",0.857050070438822,30,2
"24","exp_n1",0.89616287383422,30,1
"25","exp_n1",0.908523266142849,30,3
"26","exp_n1",0.909068794903076,17,5
"27","exp_n1",0.909513519145962,30,30
"28","exp_n1",0.909568470005715,73,0
"29","exp_n1",0.91124018126633,30,3
"30","exp_n1",0.927156352147275,36,2
"31","exp_n1",0.943424636689369,30,14
"32","exp_n1",0.951643542251375,2,1
"33","exp_n1",0.983458197177137,30,30
"34","exp_n1",0.99179002699943,30,13
"35","exp_n1",0.99222022212322,30,15
"36","exp_n1",0.996733109350577,30,20
"37","exp_n1",0.999514076433235,30,15
"38","exp_n1",1.02808390979742,30,29
"39","exp_n1",1.05996284612201,4,1
"40","exp_n10",0,30,0
"41","exp_n10",0.68495536465378,2,0
"42","exp_n10",0.688135457079376,30,22
"43","exp_n10",0.698964183052324,30,6
"44","exp_n10",0.705321377965264,30,20
"45","exp_n10",0.732582101418673,71,0
"46","exp_n10",0.739563039811473,30,13
"47","exp_n10",0.740413472945564,30,6
"48","exp_n10",0.741059834590557,2,0
"49","exp_n10",0.744307368525818,3,3
"50","exp_n10",0.747363938583095,3,0
"51","exp_n10",0.758190088960481,30,6
"52","exp_n10",0.785888768551379,4,0
"53","exp_n10",0.789999220546762,30,24
"54","exp_n10",0.793630103989488,30,13
"55","exp_n10",0.821623024637459,4,0
"56","exp_n10",0.822536436464157,30,5
"57","exp_n10",0.82347676277513,30,0
"58","exp_n10",0.828440209321489,1,0
"59","exp_n10",0.833834770778439,30,30
"60","exp_n10",0.861644574110787,30,3
"61","exp_n10",0.862823666001571,5,0
"62","exp_n10",0.877762390017939,30,30
"63","exp_n10",0.884889395202241,30,1
"64","exp_n10",0.896896977141289,30,1
"65","exp_n10",0.909613208765308,73,0
"66","exp_n10",0.910242639414609,30,1
"67","exp_n10",0.915951180813312,17,2
"68","exp_n10",0.916712340997038,36,2
"69","exp_n10",0.917451425216886,30,0
"70","exp_n10",0.928006812535589,2,2
"71","exp_n10",0.937090372138632,30,14
"72","exp_n10",0.950837550448117,30,28
"73","exp_n10",0.960518749422669,30,20
"74","exp_n10",0.964811353656893,30,11
"75","exp_n10",0.969589943601197,30,11
"76","exp_n10",0.981704243887041,30,17
"77","exp_n10",0.992615177274195,30,28
"78","exp_n10",1.01961793160002,4,2
"79","exp_n100",0,30,0
"80","exp_n100",0.693207369998485,2,0
"81","exp_n100",0.700542457891647,30,22
"82","exp_n100",0.702037066719714,30,5
"83","exp_n100",0.730415362853263,30,24
"84","exp_n100",0.745313606542034,2,0
"85","exp_n100",0.74903229983336,71,0
"86","exp_n100",0.749468710062687,30,5
"87","exp_n100",0.751124405329406,3,0
"88","exp_n100",0.756928511957412,30,6
"89","exp_n100",0.765033711735864,3,3
"90","exp_n100",0.781432883617901,30,7
"91","exp_n100",0.802127670928935,30,17
"92","exp_n100",0.818776231716895,30,26
"93","exp_n100",0.827247382148821,30,30
"94","exp_n100",0.828087241869455,4,0
"95","exp_n100",0.837528657889543,30,3
"96","exp_n100",0.838241573466469,1,0
"97","exp_n100",0.841875372631364,30,3
"98","exp_n100",0.846723693431592,4,0
"99","exp_n100",0.85113742161951,30,1
"100","exp_n100",0.853403257154371,5,0
"101","exp_n100",0.87234930847794,30,4
"102","exp_n100",0.894886286469003,30,3
"103","exp_n100",0.908002348904794,30,0
"104","exp_n100",0.911287687478745,17,5
"105","exp_n100",0.911686331852251,30,30
"106","exp_n100",0.91189913043117,73,0
"107","exp_n100",0.915154012968495,30,1
"108","exp_n100",0.935400221352085,36,1
"109","exp_n100",0.941582342298524,2,1
"110","exp_n100",0.948267902568265,30,13
"111","exp_n100",0.981620136553453,30,30
"112","exp_n100",0.988934394351035,30,20
"113","exp_n100",0.993015910892707,30,12
"114","exp_n100",0.994700381476589,30,9
"115","exp_n100",0.999483255676857,30,23
"116","exp_n100",1.03241642095971,30,29
"117","exp_n100",1.06294025930584,4,1
"118","exp_n1000",0,30,0
"119","exp_n1000",0.705696694385219,30,22
"120","exp_n1000",0.70751504134225,2,0
"121","exp_n1000",0.716547041954262,30,8
"122","exp_n1000",0.741475092425219,30,22
"123","exp_n1000",0.757714348866291,71,0
"124","exp_n1000",0.759775345949244,3,0
"125","exp_n1000",0.763192047656832,30,8
"126","exp_n1000",0.764258316218419,2,0
"127","exp_n1000",0.771481971523905,30,2
"128","exp_n1000",0.774602781339012,3,3
"129","exp_n1000",0.78132573194997,30,10
"130","exp_n1000",0.810582751610884,30,18
"131","exp_n1000",0.835690465622069,4,0
"132","exp_n1000",0.83797232340174,4,0
"133","exp_n1000",0.838786020287853,30,29
"134","exp_n1000",0.843322030598181,30,6
"135","exp_n1000",0.847978779751696,30,2
"136","exp_n1000",0.849394598897779,1,0
"137","exp_n1000",0.86496784320656,5,0
"138","exp_n1000",0.869645248445065,30,1
"139","exp_n1000",0.881634621183393,30,0
"140","exp_n1000",0.907464527751488,30,1
"141","exp_n1000",0.916151649345082,30,30
"142","exp_n1000",0.922745312694367,30,28
"143","exp_n1000",0.924724687832328,73,0
"144","exp_n1000",0.925457373132804,30,5
"145","exp_n1000",0.929189935936855,17,3
"146","exp_n1000",0.931723773392779,30,1
"147","exp_n1000",0.950451678453981,36,3
"148","exp_n1000",0.955960135313794,30,12
"149","exp_n1000",0.961582470726169,2,1
"150","exp_n1000",0.994785321340555,30,29
"151","exp_n1000",1.00083510180933,30,17
"152","exp_n1000",1.0069586861765,30,26
"153","exp_n1000",1.01348909128959,30,15
"154","exp_n1000",1.01607296726179,30,20
"155","exp_n1000",1.03959186403782,30,30
"156","exp_n1000",1.0776404150282,4,0
"157","exp_n101",0,30,0
"158","exp_n101",0.703015880107525,2,0
"159","exp_n101",0.703136181290821,30,24
"160","exp_n101",0.709911199482181,30,6
"161","exp_n101",0.726931615217635,30,24
"162","exp_n101",0.74389487981454,30,4
"163","exp_n101",0.745209995623505,3,0
"164","exp_n101",0.751637233276868,30,7
"165","exp_n101",0.755617025422912,71,0
"166","exp_n101",0.757409449984055,2,0
"167","exp_n101",0.763066743875624,3,3
"168","exp_n101",0.776119710054445,30,10
"169","exp_n101",0.802898078726762,30,18
"170","exp_n101",0.817638205666943,30,26
"171","exp_n101",0.827754790598644,30,30
"172","exp_n101",0.836912866756544,4,0
"173","exp_n101",0.841249192385651,30,1
"174","exp_n101",0.842356843785813,30,8
"175","exp_n101",0.845448684259917,4,0
"176","exp_n101",0.846047657845209,1,0
"177","exp_n101",0.864610355617675,30,3
"178","exp_n101",0.866013317798869,5,0
"179","exp_n101",0.889003135282599,30,3
"180","exp_n101",0.90977750497549,30,1
"181","exp_n101",0.910042222684327,30,27
"182","exp_n101",0.923714793656833,73,0
"183","exp_n101",0.926004550786865,30,2
"184","exp_n101",0.930471395525809,17,1
"185","exp_n101",0.932226652353156,30,0
"186","exp_n101",0.936850246449555,36,4
"187","exp_n101",0.948916063487796,30,14
"188","exp_n101",0.958059743432855,2,1
"189","exp_n101",0.977123672716051,30,27
"190","exp_n101",0.986731258974974,30,18
"191","exp_n101",0.986904623929429,30,21
"192","exp_n101",0.995648608028846,30,13
"193","exp_n101",1.00448487760669,30,11
"194","exp_n101",1.02430488565582,30,28
"195","exp_n101",1.05510249735316,4,2
"196","exp_n102",0,30,0
"197","exp_n102",0.702045195111883,30,23
"198","exp_n102",0.707127308296648,2,0
"199","exp_n102",0.726180068532082,30,19
"200","exp_n102",0.72933729643985,30,6
"201","exp_n102",0.729863164022851,3,0
"202","exp_n102",0.757039032439822,2,0
"203","exp_n102",0.760870960211844,3,3
"204","exp_n102",0.765284977197882,71,0
"205","exp_n102",0.766714146411473,30,6
"206","exp_n102",0.768770065645795,30,9
"207","exp_n102",0.786615794454947,30,3
"208","exp_n102",0.803470679471439,30,17
"209","exp_n102",0.807947081584532,30,25
"210","exp_n102",0.817016647930592,30,30
"211","exp_n102",0.82116417171895,4,0
"212","exp_n102",0.835375151954319,4,0
"213","exp_n102",0.850552830986111,1,0
"214","exp_n102",0.85080662558284,30,3
"215","exp_n102",0.851208875967376,30,2
"216","exp_n102",0.894882890536549,30,4
"217","exp_n102",0.895753307876056,5,0
"218","exp_n102",0.89675195283858,30,30
"219","exp_n102",0.917892104672265,30,3
"220","exp_n102",0.923702132439708,30,1
"221","exp_n102",0.92869995525229,73,0
"222","exp_n102",0.929175573475354,30,2
"223","exp_n102",0.93561093690335,17,5
"224","exp_n102",0.939971913791922,36,1
"225","exp_n102",0.955556261059985,2,1
"226","exp_n102",0.957479725911059,30,12
"227","exp_n102",0.9584921198524,30,1
"228","exp_n102",0.97252830835893,30,29
"229","exp_n102",0.976524441986303,30,16
"230","exp_n102",0.987183682133407,30,12
"231","exp_n102",0.98814693974534,30,11
"232","exp_n102",0.994548741324992,30,18
"233","exp_n102",1.01026552211936,30,28
"234","exp_n102",1.03111385647741,4,0
"235","exp_n103",0,30,0
"236","exp_n103",0.683468748846765,30,20
"237","exp_n103",0.683740230010638,2,0
"238","exp_n103",0.702456493778708,30,22
"239","exp_n103",0.708861586205449,30,8
"240","exp_n103",0.720336572980393,3,0
"241","exp_n103",0.734915113013404,2,0
"242","exp_n103",0.738941375991241,30,10
"243","exp_n103",0.751110719301018,71,0
"244","exp_n103",0.754671095322629,30,12
"245","exp_n103",0.755213703540148,30,3
"246","exp_n103",0.755225337328168,3,3
"247","exp_n103",0.779793043518394,30,20
"248","exp_n103",0.791470761894952,30,25
"249","exp_n103",0.793167420938183,4,0
"250","exp_n103",0.796503972454902,30,30
"251","exp_n103",0.801298589283224,4,0
"252","exp_n103",0.823430272334685,1,0
"253","exp_n103",0.824690897623451,30,5
"254","exp_n103",0.831056364946003,30,1
"255","exp_n103",0.866260128850298,30,29
"256","exp_n103",0.869979486241685,5,0
"257","exp_n103",0.887090165494862,30,2
"258","exp_n103",0.890595451914746,30,1
"259","exp_n103",0.892186665834722,30,4
"260","exp_n103",0.907348195694424,30,2
"261","exp_n103",0.917392774148221,73,0
"262","exp_n103",0.918488635521133,36,4
"263","exp_n103",0.918519848281081,17,1
"264","exp_n103",0.930506621318897,30,1
"265","exp_n103",0.93155237837022,30,11
"266","exp_n103",0.933780487646822,2,2
"267","exp_n103",0.943398279235379,30,28
"268","exp_n103",0.961745706193568,30,24
"269","exp_n103",0.969746809940284,30,15
"270","exp_n103",0.970959389868563,30,19
"271","exp_n103",0.981394782566607,30,18
"272","exp_n103",0.99164327825384,4,1
"273","exp_n103",0.995074545674303,30,29
"274","exp_n104",0,30,0
"275","exp_n104",0.679394127131878,2,0
"276","exp_n104",0.682080207733994,30,22
"277","exp_n104",0.689462868118538,30,3
"278","exp_n104",0.70944146682322,30,18
"279","exp_n104",0.733376621254371,2,0
"280","exp_n104",0.734802315252518,30,5
"281","exp_n104",0.739076132799347,71,0
"282","exp_n104",0.743852514767392,30,8
"283","exp_n104",0.743989629220281,3,0
"284","exp_n104",0.746439814222592,3,3
"285","exp_n104",0.755218232390251,30,7
"286","exp_n104",0.771075200790208,30,19
"287","exp_n104",0.801366475135768,30,28
"288","exp_n104",0.804876528142887,4,0
"289","exp_n104",0.813774058886643,30,30
"290","exp_n104",0.82015074811548,4,0
"291","exp_n104",0.82347567243172,1,0
"292","exp_n104",0.825704719383054,30,4
"293","exp_n104",0.826481463853438,30,2
"294","exp_n104",0.847136445763965,5,0
"295","exp_n104",0.858970953915861,30,2
"296","exp_n104",0.867653383371844,30,2
"297","exp_n104",0.87966604320545,30,25
"298","exp_n104",0.888544567362868,30,5
"299","exp_n104",0.900011595636022,17,4
"300","exp_n104",0.905429165503934,73,0
"301","exp_n104",0.90659871701996,30,2
"302","exp_n104",0.908381453084947,30,0
"303","exp_n104",0.909317981368655,36,3
"304","exp_n104",0.924624144936439,2,0
"305","exp_n104",0.925041588474659,30,10
"306","exp_n104",0.953873195929464,30,26
"307","exp_n104",0.973143748780896,30,17
"308","exp_n104",0.975763722266644,30,18
"309","exp_n104",0.981093570679404,30,8
"310","exp_n104",0.989039984172301,30,13
"311","exp_n104",0.998371938521308,30,28
"312","exp_n104",1.02638512443817,4,1
"313","exp_n105",0,30,0
"314","exp_n105",0.702586180447943,2,0
"315","exp_n105",0.703723787242818,30,24
"316","exp_n105",0.705351985752871,30,8
"317","exp_n105",0.731907432867345,30,22
"318","exp_n105",0.74498819074426,30,4
"319","exp_n105",0.747305955379209,71,0
"320","exp_n105",0.747525233731508,30,14
"321","exp_n105",0.75403934594096,2,0
"322","exp_n105",0.764676131568877,3,3
"323","exp_n105",0.773035643141442,3,0
"324","exp_n105",0.775741346669004,30,5
"325","exp_n105",0.805119757541629,30,23
"326","exp_n105",0.827829657721132,30,25
"327","exp_n105",0.831938945601349,4,0
"328","exp_n105",0.836718275172117,1,0
"329","exp_n105",0.837791835520007,30,6
"330","exp_n105",0.846566666023745,4,0
"331","exp_n105",0.847577300701036,30,1
"332","exp_n105",0.848373951236063,5,0
"333","exp_n105",0.853463254641789,30,4
"334","exp_n105",0.87009437970529,30,3
"335","exp_n105",0.890577258448278,30,30
"336","exp_n105",0.903840943603757,30,1
"337","exp_n105",0.905270697002476,30,28
"338","exp_n105",0.908591224584869,30,0
"339","exp_n105",0.912671700572922,30,2
"340","exp_n105",0.915340923902028,73,0
"341","exp_n105",0.923388872423961,17,2
"342","exp_n105",0.927577592851553,36,1
"343","exp_n105",0.945026345119505,30,12
"344","exp_n105",0.95264337901486,2,1
"345","exp_n105",0.980533603907626,30,29
"346","exp_n105",0.990580397588594,30,17
"347","exp_n105",0.995374110787121,30,22
"348","exp_n105",0.996633947662387,30,18
"349","exp_n105",0.997216772360681,30,12
"350","exp_n105",1.03063405751761,30,30
"351","exp_n105",1.05857125910862,4,1
"352","exp_n106",0,30,0
"353","exp_n106",0.682307641243735,30,21
"354","exp_n106",0.683167478214948,2,0
"355","exp_n106",0.704955855184236,30,21
"356","exp_n106",0.712903465263373,3,0
"357","exp_n106",0.714779208219612,30,8
"358","exp_n106",0.733472669139429,2,0
"359","exp_n106",0.739174976671934,30,7
"360","exp_n106",0.743133926291524,71,0
"361","exp_n106",0.747272393075685,30,4
"362","exp_n106",0.748753306024412,3,3
"363","exp_n106",0.760971695858043,30,11
"364","exp_n106",0.77463421807126,30,20
"365","exp_n106",0.786859381157366,4,0
"366","exp_n106",0.79133512723562,30,29
"367","exp_n106",0.807502557221147,4,0
"368","exp_n106",0.819799660662956,30,30
"369","exp_n106",0.828317967274498,30,1
"370","exp_n106",0.831496662856802,30,6
"371","exp_n106",0.831968903390046,1,0
"372","exp_n106",0.86141223269212,30,29
"373","exp_n106",0.876139184120379,30,0
"374","exp_n106",0.888501639966361,5,0
"375","exp_n106",0.894638640665801,30,3
"376","exp_n106",0.908718505254829,30,2
"377","exp_n106",0.91605328164642,73,0
"378","exp_n106",0.917938979455237,17,4
"379","exp_n106",0.918888373982699,30,1
"380","exp_n106",0.921978790066226,36,2
"381","exp_n106",0.930599498863776,30,14
"382","exp_n106",0.930939528089481,30,1
"383","exp_n106",0.940188138633287,2,1
"384","exp_n106",0.942255599368028,30,26
"385","exp_n106",0.953121965577703,30,21
"386","exp_n106",0.957367460535928,30,15
"387","exp_n106",0.974395817394328,30,14
"388","exp_n106",0.975107704294186,30,12
"389","exp_n106",0.988066252784008,30,29
"390","exp_n106",1.00539655992208,4,0
"391","exp_n107",0,30,0
"392","exp_n107",0.699198365515291,2,0
"393","exp_n107",0.70415908828438,30,22
"394","exp_n107",0.722335055699207,30,6
"395","exp_n107",0.731867445334955,30,22
"396","exp_n107",0.732981094562098,3,0
"397","exp_n107",0.744959332385105,30,3
"398","exp_n107",0.754453390749433,71,0
"399","exp_n107",0.756754311309172,2,0
"400","exp_n107",0.757352517172926,30,13
"401","exp_n107",0.764843634869771,3,3
"402","exp_n107",0.779140896662968,30,8
"403","exp_n107",0.79444248239913,30,14
"404","exp_n107",0.825820479787249,30,25
"405","exp_n107",0.831745387385233,4,0
"406","exp_n107",0.83399824904207,30,30
"407","exp_n107",0.835556984408672,4,0
"408","exp_n107",0.838756725478434,30,1
"409","exp_n107",0.842016109282381,30,5
"410","exp_n107",0.843064423318915,1,0
"411","exp_n107",0.872834988078897,5,0
"412","exp_n107",0.885632742870488,30,1
"413","exp_n107",0.895977508330368,30,1
"414","exp_n107",0.900642196474929,30,29
"415","exp_n107",0.907756805759066,30,4
"416","exp_n107",0.921265540444113,17,3
"417","exp_n107",0.924773402598563,30,2
"418","exp_n107",0.929888173626998,73,0
"419","exp_n107",0.931686805110136,30,2
"420","exp_n107",0.942829173491581,36,1
"421","exp_n107",0.944539921414943,2,2
"422","exp_n107",0.950160565425379,30,17
"423","exp_n107",0.972818544514339,30,26
"424","exp_n107",0.975203151647424,30,18
"425","exp_n107",0.978276352950122,30,19
"426","exp_n107",0.989955282960834,30,18
"427","exp_n107",1.00892968947875,30,30
"428","exp_n107",1.00912679904544,30,15
"429","exp_n107",1.03346144841952,4,0
"430","exp_n108",0,30,0
"431","exp_n108",0.699185620727944,30,23
"432","exp_n108",0.700904854624863,2,0
"433","exp_n108",0.712189147534509,30,6
"434","exp_n108",0.723264409381625,30,24
"435","exp_n108",0.7378136434663,3,0
"436","exp_n108",0.748053828873036,30,6
"437","exp_n108",0.751619243411524,71,0
"438","exp_n108",0.754132209855736,2,0
"439","exp_n108",0.758914371643208,30,4
"440","exp_n108",0.759887057419004,3,3
"441","exp_n108",0.770875197425413,30,12
"442","exp_n108",0.794425725087593,30,16
"443","exp_n108",0.810513690208242,30,27
"444","exp_n108",0.819058145324322,4,0
"445","exp_n108",0.824368099829902,4,0
"446","exp_n108",0.840216595287484,30,3
"447","exp_n108",0.841289980143623,1,0
"448","exp_n108",0.843588931105999,30,4
"449","exp_n108",0.86247046845849,30,30
"450","exp_n108",0.866565115723736,30,3
"451","exp_n108",0.876974844330631,5,0
"452","exp_n108",0.886158274822945,30,3
"453","exp_n108",0.896965112526404,30,29
"454","exp_n108",0.905010164571565,30,2
"455","exp_n108",0.923436234953748,17,2
"456","exp_n108",0.925622716977326,30,1
"457","exp_n108",0.928846314670922,73,0
"458","exp_n108",0.933438772171406,30,1
"459","exp_n108",0.939927638023647,36,0
"460","exp_n108",0.950237015191484,2,2
"461","exp_n108",0.951964997346103,30,11
"462","exp_n108",0.970305857973626,30,28
"463","exp_n108",0.979592725629337,30,20
"464","exp_n108",0.993763725559677,30,11
"465","exp_n108",0.996426958900199,30,18
"466","exp_n108",1.00111808734699,30,17
"467","exp_n108",1.02897156557442,30,29
"468","exp_n108",1.04987463098898,4,2
"469","exp_n109",0,30,0
"470","exp_n109",0.689541135497952,2,0
"471","exp_n109",0.691473171373617,30,24
"472","exp_n109",0.69524245716909,30,8
"473","exp_n109",0.718124408525125,3,0
"474","exp_n109",0.726910282536907,30,24
"475","exp_n109",0.740932723340911,30,10
"476","exp_n109",0.74245756315103,2,0
"477","exp_n109",0.743199929422664,71,0
"478","exp_n109",0.746902778661545,30,3
"479","exp_n109",0.756018623209832,3,3
"480","exp_n109",0.766607172743475,30,11
"481","exp_n109",0.787082628696509,30,17
"482","exp_n109",0.81080018684971,4,0
"483","exp_n109",0.814569221466213,30,24
"484","exp_n109",0.821099219250224,4,0
"485","exp_n109",0.830174153660767,30,5
"486","exp_n109",0.831517785014186,30,3
"487","exp_n109",0.834143180482508,1,0
"488","exp_n109",0.838129800850618,30,30
"489","exp_n109",0.847485474103287,5,0
"490","exp_n109",0.848489961589983,30,4
"491","exp_n109",0.868687194027929,30,4
"492","exp_n109",0.889301210092929,30,2
"493","exp_n109",0.902264947357199,73,0
"494","exp_n109",0.905473863017178,30,29
"495","exp_n109",0.906503937588538,17,0
"496","exp_n109",0.913280108939466,30,1
"497","exp_n109",0.91376908158793,30,2
"498","exp_n109",0.91819269116381,36,1
"499","exp_n109",0.929616958177408,30,11
"500","exp_n109",0.937989812711938,2,2
"501","exp_n109",0.966524460760647,30,29
"502","exp_n109",0.970326625330195,30,21
"503","exp_n109",0.985091645877838,30,18
"504","exp_n109",0.987282143979468,30,16
"505","exp_n109",0.997027264249505,30,15
"506","exp_n109",1.02095127485135,30,29
"507","exp_n109",1.0436141627573,4,1
"508","exp_n11",0,30,0
"509","exp_n11",0.695800433959111,2,0
"510","exp_n11",0.699810828957805,30,23
"511","exp_n11",0.717091711077443,30,8
"512","exp_n11",0.719251888337754,30,22
"513","exp_n11",0.752739728619692,2,0
"514","exp_n11",0.755071086028646,30,8
"515","exp_n11",0.757214403383573,71,0
"516","exp_n11",0.760078647079614,3,0
"517","exp_n11",0.761523421184047,3,3
"518","exp_n11",0.773490443291152,30,4
"519","exp_n11",0.785831897870431,30,8
"520","exp_n11",0.797005343427389,30,19
"521","exp_n11",0.807174486068122,4,0
"522","exp_n11",0.813037312665658,30,24
"523","exp_n11",0.824621824806415,4,0
"524","exp_n11",0.844347735531811,1,0
"525","exp_n11",0.844961573062234,30,1
"526","exp_n11",0.84503997209313,30,30
"527","exp_n11",0.849832415623303,30,8
"528","exp_n11",0.881643613249992,5,0
"529","exp_n11",0.882000869082258,30,2
"530","exp_n11",0.89285041920524,30,29
"531","exp_n11",0.897935101406587,30,3
"532","exp_n11",0.921594142808107,30,4
"533","exp_n11",0.924189634967646,17,2
"534","exp_n11",0.925672804775237,73,0
"535","exp_n11",0.937467281931851,30,1
"536","exp_n11",0.940454009680556,30,4
"537","exp_n11",0.94908525172189,36,1
"538","exp_n11",0.954101200695343,30,14
"539","exp_n11",0.956277574784294,2,1
"540","exp_n11",0.97020403159521,30,30
"541","exp_n11",0.974338129263096,30,20
"542","exp_n11",0.991297683689637,30,13
"543","exp_n11",0.993921427176424,30,14
"544","exp_n11",0.994069511392809,30,17
"545","exp_n11",1.00825087098025,30,29
"546","exp_n11",1.02934214780284,4,1
"547","exp_n110",0,30,0
"548","exp_n110",0.713906415441925,2,0
"549","exp_n110",0.715153321369501,30,1
"550","exp_n110",0.715975310150485,30,24
"551","exp_n110",0.747755469364341,30,19
"552","exp_n110",0.755019192994198,3,0
"553","exp_n110",0.759884919159001,2,0
"554","exp_n110",0.761791857946605,30,6
"555","exp_n110",0.762778726349347,30,5
"556","exp_n110",0.773203184313822,71,0
"557","exp_n110",0.779078561960456,3,3
"558","exp_n110",0.7996160419157,30,12
"559","exp_n110",0.810186545447255,30,19
"560","exp_n110",0.831347717352438,30,20
"561","exp_n110",0.843273548474001,4,0
"562","exp_n110",0.845478547426771,30,30
"563","exp_n110",0.846433517964468,4,0
"564","exp_n110",0.852863425792373,30,4
"565","exp_n110",0.855110992665555,30,6
"566","exp_n110",0.860264303787275,1,0
"567","exp_n110",0.874665433317418,30,3
"568","exp_n110",0.876837514591513,5,0
"569","exp_n110",0.896541937829178,30,1
"570","exp_n110",0.913725869197335,30,30
"571","exp_n110",0.915207070141402,30,5
"572","exp_n110",0.935265230016085,17,0
"573","exp_n110",0.937982068927977,73,0
"574","exp_n110",0.939578721017517,30,1
"575","exp_n110",0.95146225211042,36,1
"576","exp_n110",0.952099236471395,30,1
"577","exp_n110",0.963856722027362,2,0
"578","exp_n110",0.966707104492573,30,14
"579","exp_n110",0.998004514056867,30,28
"580","exp_n110",1.009087520898,30,19
"581","exp_n110",1.01193140375527,30,12
"582","exp_n110",1.02045193082125,30,18
"583","exp_n110",1.02635731583099,30,14
"584","exp_n110",1.0444931982414,30,29
"585","exp_n110",1.07320457793229,4,0
"586","exp_n111",0,30,0
"587","exp_n111",0.697098138429578,30,27
"588","exp_n111",0.699378291229327,2,0
"589","exp_n111",0.702085848569837,30,3
"590","exp_n111",0.730918421159339,30,18
"591","exp_n111",0.744693481413243,30,9
"592","exp_n111",0.745544334218033,71,0
"593","exp_n111",0.74994794491516,3,0
"594","exp_n111",0.751046446743579,2,0
"595","exp_n111",0.751516090695854,30,9
"596","exp_n111",0.75872081447134,3,3
"597","exp_n111",0.767084485496824,30,5
"598","exp_n111",0.795095710932786,30,19
"599","exp_n111",0.815831107948479,30,30
"600","exp_n111",0.825500894121266,30,26
"601","exp_n111",0.831222305351451,30,3
"602","exp_n111",0.832927094184674,30,1
"603","exp_n111",0.834283981908507,4,0
"604","exp_n111",0.837579420022256,4,0
"605","exp_n111",0.843672361426598,1,0
"606","exp_n111",0.847804535179347,5,0
"607","exp_n111",0.852969304739805,30,1
"608","exp_n111",0.868189355258662,30,2
"609","exp_n111",0.89097931566099,30,3
"610","exp_n111",0.905341887625194,30,28
"611","exp_n111",0.908807363623818,30,2
"612","exp_n111",0.909356244922599,73,0
"613","exp_n111",0.912801105633679,17,0
"614","exp_n111",0.917628858747142,30,1
"615","exp_n111",0.926323255139894,36,0
"616","exp_n111",0.945210342109403,30,10
"617","exp_n111",0.948620631988028,2,0
"618","exp_n111",0.973157545723087,30,27
"619","exp_n111",0.981925867221762,30,25
"620","exp_n111",0.994602775041655,30,19
"621","exp_n111",0.997191584805978,30,18
"622","exp_n111",0.999665942894252,30,12
"623","exp_n111",1.01159657209463,30,27
"624","exp_n111",1.06339982398437,4,1
"625","exp_n112",0,30,0
"626","exp_n112",0.676224385071581,2,0
"627","exp_n112",0.680254030473509,30,22
"628","exp_n112",0.695691679803976,30,3
"629","exp_n112",0.707225133355904,30,22
"630","exp_n112",0.719850361828858,3,0
"631","exp_n112",0.727211967679701,30,11
"632","exp_n112",0.731824710372932,2,0
"633","exp_n112",0.735727306037939,71,0
"634","exp_n112",0.745152015498016,30,5
"635","exp_n112",0.747676250441702,3,3
"636","exp_n112",0.766548188420428,30,12
"637","exp_n112",0.784306547307179,30,20
"638","exp_n112",0.797800431770415,30,25
"639","exp_n112",0.79920876703192,4,0
"640","exp_n112",0.806970971806343,30,30
"641","exp_n112",0.813885048924916,4,0
"642","exp_n112",0.814554619635241,30,5
"643","exp_n112",0.819546797264272,30,2
"644","exp_n112",0.822767793962548,1,0
"645","exp_n112",0.844371481707118,30,2
"646","exp_n112",0.845734896427004,5,0
"647","exp_n112",0.860062172454575,30,2
"648","exp_n112",0.874860908511683,30,29
"649","exp_n112",0.882245496215665,17,1
"650","exp_n112",0.884816887458508,30,1
"651","exp_n112",0.89422477886436,73,0
"652","exp_n112",0.898808327052416,30,4
"653","exp_n112",0.901288076084437,30,1
"654","exp_n112",0.903918882690916,36,2
"655","exp_n112",0.913758730487008,30,16
"656","exp_n112",0.919709697477531,2,0
"657","exp_n112",0.950349573693944,30,22
"658","exp_n112",0.952010172052194,30,26
"659","exp_n112",0.957619125604328,30,13
"660","exp_n112",0.968122256220767,30,13
"661","exp_n112",0.968347472057767,30,11
"662","exp_n112",0.977937961388516,30,30
"663","exp_n112",1.00345949794298,4,1
"664","exp_n113",0,30,0
"665","exp_n113",0.69051417079307,30,23
"666","exp_n113",0.691867005168189,2,0
"667","exp_n113",0.695925780483639,30,3
"668","exp_n113",0.724001042302004,30,25
"669","exp_n113",0.74166018448746,30,1
